method,n,normal,anomaly,auroc,ap
D_raw,150,50,100,0.9934,0.9968678510933773
M_global,150,50,100,0.5388,0.668421647129446
M_tight_top1,150,50,100,0.7428,0.8680830589694923
M_context_top1,150,50,100,0.6676000000000001,0.8218577601785784
M_context_top3max,150,50,100,0.5794,0.7512431118306544
D_z,150,50,100,0.9934,0.9968678510933773
M_context_top1_z,150,50,100,0.6676000000000001,0.8218577601785784
naive_context_top1,150,50,100,0.9855999999999999,0.993049246631416
naive_context_top3max,150,50,100,0.9798,0.9903087816187153
