category,image_path,threshold,patchcore_component_iou,patchcore_component_f1,sam2_box_sam_score_iou,sam2_box_sam_score_f1,sam2_box_anomaly_select_iou,sam2_box_anomaly_select_f1,sam2_box_point_anomaly_select_iou,sam2_box_point_anomaly_select_f1,sam2_box_sam_score,sam2_box_anomaly_sam_score,sam2_box_point_anomaly_sam_score,sam2_box_anomaly_consistency,sam2_box_point_anomaly_consistency,visual_path
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/001.png,0.9,0.22727272727272727,0.37037037037037035,0.15488215488215487,0.26822157434402333,0.15488215488215487,0.26822157434402333,0.15579710144927536,0.26959247648902823,0.6139375567436218,0.6139375567436218,0.7367546558380127,1.0458442724618462,1.0400638750637654,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0001_anomaly_aware_sam2.png
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/002.png,0.9,0.5050761421319797,0.6711635750421585,0.5012658227848101,0.6677908937605397,0.5012658227848101,0.6677908937605397,0.5100502512562815,0.6755407653910149,0.7869317531585693,0.7869317531585693,0.3988417983055115,1.1137136487468429,1.1086799686541575,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0002_anomaly_aware_sam2.png
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/003.png,0.9,0.36807095343680707,0.5380875202593193,0.14254859611231102,0.2495274102079395,0.14254859611231102,0.2495274102079395,0.1689497716894977,0.2890625,0.7356487512588501,0.7356487512588501,0.6692178249359131,0.9332642995203825,0.934498275900122,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0003_anomaly_aware_sam2.png
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/004.png,0.9,0.3186372745490982,0.48328267477203646,0.264,0.4177215189873418,0.264,0.4177215189873418,0.22874493927125505,0.3723228995057661,0.70899897813797,0.70899897813797,0.7499765753746033,1.051641898626633,1.0227977814114824,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0004_anomaly_aware_sam2.png
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/005.png,0.9,0.35960591133004927,0.5289855072463768,0.2681564245810056,0.42290748898678415,0.2681564245810056,0.42290748898678415,0.27472527472527475,0.43103448275862066,0.7720402479171753,0.7720402479171753,0.8212364315986633,1.0009649007328298,1.013104067365613,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0005_anomaly_aware_sam2.png
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/006.png,0.9,0.28502415458937197,0.44360902255639095,0.36477987421383645,0.5345622119815668,0.36477987421383645,0.5345622119815668,0.37748344370860926,0.5480769230769231,0.8305008411407471,0.8305008411407471,0.8204329013824463,1.0502516884302746,1.0403945519660782,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0006_anomaly_aware_sam2.png
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/008.png,0.9,0.41636582430806257,0.5879354290569244,0.40794223826714804,0.5794871794871795,0.40794223826714804,0.5794871794871795,0.4043321299638989,0.5758354755784062,0.8565528988838196,0.8565528988838196,0.851195752620697,1.0885557022324088,1.0784250416845116,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0007_anomaly_aware_sam2.png
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/011.png,0.9,0.3162393162393162,0.4805194805194805,0.3413654618473896,0.5089820359281437,0.3413654618473896,0.5089820359281437,0.36293436293436293,0.5325779036827195,0.6761294007301331,0.6761294007301331,0.44528234004974365,1.0020533646762695,1.0182224796848192,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0008_anomaly_aware_sam2.png
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/014.png,0.9,0.2936170212765957,0.45394736842105265,0.2857142857142857,0.4444444444444444,0.2857142857142857,0.4444444444444444,0.24180327868852458,0.38943894389438943,0.8270738124847412,0.8270738124847412,0.854185163974762,1.0576729827620124,1.0394536518215882,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0009_anomaly_aware_sam2.png
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/017.png,0.9,0.4590690208667737,0.6292629262926293,0.46153846153846156,0.631578947368421,0.46153846153846156,0.631578947368421,0.477491961414791,0.6463547334058759,0.8712496161460876,0.8712496161460876,0.8726155161857605,1.0788289164799805,1.0683025642401351,results/analysis/sam2_anomaly_aware_selection/MVTecAD/leather/anomaly_aware_sam2/leather_0010_anomaly_aware_sam2.png
