category,image_id,caliper,positive_count,matched_count,coverage,median_nearest_distance,unique_negatives,reuse_fraction,response_pair_accuracy,MLP_pair_accuracy
chewinggum,349a6a13625d07784818747e,0.1,32,17,0.53125,0.0815882682800293,7,0.5882352941176471,0.529411792755127,1.0
chewinggum,3a714fadba9884c8fdd58c13,0.01,32,0,0.0,1.4873541593551636,0,,,
chewinggum,3a714fadba9884c8fdd58c13,0.05,32,6,0.1875,1.4873541593551636,6,0.0,0.6666666865348816,0.3333333432674408
chewinggum,3a714fadba9884c8fdd58c13,0.1,32,8,0.25,1.4873541593551636,6,0.25,0.625,0.25
chewinggum,3de82da3ee7f68761919ff55,0.01,32,0,0.0,7.061237335205078,0,,,
chewinggum,3de82da3ee7f68761919ff55,0.05,32,0,0.0,7.061237335205078,0,,,
chewinggum,3de82da3ee7f68761919ff55,0.1,32,3,0.09375,7.061237335205078,3,0.0,0.3333333432674408,1.0
chewinggum,48069a8a6bd662ffe1e95f65,0.01,32,0,0.0,6.46026086807251,0,,,
chewinggum,48069a8a6bd662ffe1e95f65,0.05,32,0,0.0,6.46026086807251,0,,,
chewinggum,48069a8a6bd662ffe1e95f65,0.1,32,0,0.0,6.46026086807251,0,,,
chewinggum,4a67af721b0f452ae820ab9e,0.01,32,0,0.0,2.802457332611084,0,,,
chewinggum,4a67af721b0f452ae820ab9e,0.05,32,1,0.03125,2.802457332611084,1,0.0,1.0,1.0
chewinggum,4a67af721b0f452ae820ab9e,0.1,32,4,0.125,2.802457332611084,3,0.25,0.75,1.0
chewinggum,4ce8caa4d5fb35894db6152c,0.01,32,0,0.0,3.3554422855377197,0,,,
chewinggum,4ce8caa4d5fb35894db6152c,0.05,32,0,0.0,3.3554422855377197,0,,,
chewinggum,4ce8caa4d5fb35894db6152c,0.1,32,1,0.03125,3.3554422855377197,1,0.0,0.0,1.0
chewinggum,4db38eca7671a54c08d8a241,0.01,32,1,0.03125,3.1855225563049316,1,0.0,1.0,1.0
chewinggum,4db38eca7671a54c08d8a241,0.05,32,2,0.0625,3.1855225563049316,2,0.0,1.0,1.0
chewinggum,4db38eca7671a54c08d8a241,0.1,32,2,0.0625,3.1855225563049316,2,0.0,1.0,1.0
chewinggum,546ff008627482c4c8df8e5e,0.01,32,0,0.0,2.9472036361694336,0,,,
chewinggum,546ff008627482c4c8df8e5e,0.05,32,0,0.0,2.9472036361694336,0,,,
chewinggum,546ff008627482c4c8df8e5e,0.1,32,1,0.03125,2.9472036361694336,1,0.0,1.0,1.0
chewinggum,550d24c52247875e84fee4c5,0.01,32,0,0.0,4.795141220092773,0,,,
chewinggum,550d24c52247875e84fee4c5,0.05,32,2,0.0625,4.795141220092773,2,0.0,0.0,0.5
chewinggum,550d24c52247875e84fee4c5,0.1,32,2,0.0625,4.795141220092773,2,0.0,0.0,0.5
chewinggum,55ffe1213acac57a90248c8a,0.01,32,0,0.0,6.1539530754089355,0,,,
chewinggum,55ffe1213acac57a90248c8a,0.05,32,0,0.0,6.1539530754089355,0,,,
chewinggum,55ffe1213acac57a90248c8a,0.1,32,1,0.03125,6.1539530754089355,1,0.0,0.0,1.0
chewinggum,57c2ecd0a96379ea0c7060fd,0.01,32,0,0.0,2.565042495727539,0,,,
chewinggum,57c2ecd0a96379ea0c7060fd,0.05,32,0,0.0,2.565042495727539,0,,,
chewinggum,57c2ecd0a96379ea0c7060fd,0.1,32,3,0.09375,2.565042495727539,3,0.0,1.0,0.0
chewinggum,594811ad03538d5f3e534da8,0.01,32,0,0.0,0.6376566886901855,0,,,
chewinggum,594811ad03538d5f3e534da8,0.05,32,1,0.03125,0.6376566886901855,1,0.0,1.0,0.0
chewinggum,594811ad03538d5f3e534da8,0.1,32,1,0.03125,0.6376566886901855,1,0.0,1.0,0.0
chewinggum,5adeb3e51cd2592ede1e6f48,0.01,32,1,0.03125,2.6653411388397217,1,0.0,0.0,0.0
chewinggum,5adeb3e51cd2592ede1e6f48,0.05,32,5,0.15625,2.6653411388397217,5,0.0,0.4000000059604645,0.6000000238418579
chewinggum,5adeb3e51cd2592ede1e6f48,0.1,32,8,0.25,2.6653411388397217,7,0.125,0.5,0.5
chewinggum,5ecd4be6a68581edcdb39434,0.01,32,2,0.0625,0.08505779504776001,2,0.0,0.5,1.0
chewinggum,5ecd4be6a68581edcdb39434,0.05,32,8,0.25,0.08505779504776001,8,0.0,0.5,0.625
chewinggum,5ecd4be6a68581edcdb39434,0.1,32,19,0.59375,0.08505779504776001,15,0.21052631578947367,0.4736842215061188,0.8421052694320679
chewinggum,628d52de4893ab48b55425e2,0.01,32,0,0.0,5.527961730957031,0,,,
chewinggum,628d52de4893ab48b55425e2,0.05,32,0,0.0,5.527961730957031,0,,,
chewinggum,628d52de4893ab48b55425e2,0.1,32,0,0.0,5.527961730957031,0,,,
chewinggum,678f6a5b1c4cb06377ba65ff,0.01,32,0,0.0,4.451641082763672,0,,,
chewinggum,678f6a5b1c4cb06377ba65ff,0.05,32,0,0.0,4.451641082763672,0,,,
chewinggum,678f6a5b1c4cb06377ba65ff,0.1,32,0,0.0,4.451641082763672,0,,,
chewinggum,6b489d8ce783a4e5cfab852e,0.01,32,0,0.0,3.9808244705200195,0,,,
chewinggum,6b489d8ce783a4e5cfab852e,0.05,32,2,0.0625,3.9808244705200195,2,0.0,0.5,1.0
chewinggum,6b489d8ce783a4e5cfab852e,0.1,32,2,0.0625,3.9808244705200195,2,0.0,0.5,1.0
chewinggum,6ccd23e541128fabb48b58f5,0.01,32,0,0.0,3.815131187438965,0,,,
chewinggum,6ccd23e541128fabb48b58f5,0.05,32,0,0.0,3.815131187438965,0,,,
chewinggum,6ccd23e541128fabb48b58f5,0.1,32,0,0.0,3.815131187438965,0,,,
chewinggum,6dee22a05f1671109ed92efd,0.01,32,0,0.0,5.090332508087158,0,,,
chewinggum,6dee22a05f1671109ed92efd,0.05,32,0,0.0,5.090332508087158,0,,,
chewinggum,6dee22a05f1671109ed92efd,0.1,32,1,0.03125,5.090332508087158,1,0.0,0.0,0.0
chewinggum,6eb4bac5e25cf94ca96e504a,0.01,32,0,0.0,5.5948004722595215,0,,,
chewinggum,6eb4bac5e25cf94ca96e504a,0.05,32,0,0.0,5.5948004722595215,0,,,
chewinggum,6eb4bac5e25cf94ca96e504a,0.1,32,1,0.03125,5.5948004722595215,1,0.0,1.0,1.0
chewinggum,714ddb5f39389254f52215cb,0.01,32,0,0.0,12.73977279663086,0,,,
chewinggum,714ddb5f39389254f52215cb,0.05,32,0,0.0,12.73977279663086,0,,,
chewinggum,714ddb5f39389254f52215cb,0.1,32,0,0.0,12.73977279663086,0,,,
chewinggum,71510b5258e73094aff46487,0.01,32,0,0.0,7.834932327270508,0,,,
chewinggum,71510b5258e73094aff46487,0.05,32,0,0.0,7.834932327270508,0,,,
chewinggum,71510b5258e73094aff46487,0.1,32,0,0.0,7.834932327270508,0,,,
chewinggum,71a1f49ea0dfd82d2e66a6fd,0.01,32,0,0.0,5.187143325805664,0,,,
chewinggum,71a1f49ea0dfd82d2e66a6fd,0.05,32,0,0.0,5.187143325805664,0,,,
chewinggum,71a1f49ea0dfd82d2e66a6fd,0.1,32,0,0.0,5.187143325805664,0,,,
chewinggum,75cfb13a0d50b224590bae09,0.01,32,0,0.0,9.466020584106445,0,,,
chewinggum,75cfb13a0d50b224590bae09,0.05,32,2,0.0625,9.466020584106445,2,0.0,0.0,1.0
chewinggum,75cfb13a0d50b224590bae09,0.1,32,3,0.09375,9.466020584106445,3,0.0,0.0,1.0
chewinggum,760e3fb40a3440d60bbcaffa,0.01,32,0,0.0,13.225030899047852,0,,,
chewinggum,760e3fb40a3440d60bbcaffa,0.05,32,0,0.0,13.225030899047852,0,,,
chewinggum,760e3fb40a3440d60bbcaffa,0.1,32,0,0.0,13.225030899047852,0,,,
chewinggum,7d09d6313d3bb04b55659b4b,0.01,32,2,0.0625,0.16243195533752441,2,0.0,1.0,1.0
chewinggum,7d09d6313d3bb04b55659b4b,0.05,32,7,0.21875,0.16243195533752441,7,0.0,1.0,1.0
chewinggum,7d09d6313d3bb04b55659b4b,0.1,32,14,0.4375,0.16243195533752441,11,0.2142857142857143,0.7142857313156128,1.0
chewinggum,7d923ff020fdfd9fd54a3b58,0.01,32,1,0.03125,1.9357328414916992,1,0.0,1.0,1.0
chewinggum,7d923ff020fdfd9fd54a3b58,0.05,32,4,0.125,1.9357328414916992,4,0.0,1.0,1.0
chewinggum,7d923ff020fdfd9fd54a3b58,0.1,32,6,0.1875,1.9357328414916992,5,0.16666666666666663,1.0,1.0
chewinggum,7dcfeac546baef5e8aaa8fb8,0.01,32,0,0.0,9.49152660369873,0,,,
chewinggum,7dcfeac546baef5e8aaa8fb8,0.05,32,0,0.0,9.49152660369873,0,,,
chewinggum,7dcfeac546baef5e8aaa8fb8,0.1,32,0,0.0,9.49152660369873,0,,,
chewinggum,7eafb47d721a03d0036f76f9,0.01,32,0,0.0,5.029525279998779,0,,,
chewinggum,7eafb47d721a03d0036f76f9,0.05,32,0,0.0,5.029525279998779,0,,,
chewinggum,7eafb47d721a03d0036f76f9,0.1,32,0,0.0,5.029525279998779,0,,,
chewinggum,83ea52edfb4329b3c3776f42,0.01,32,0,0.0,7.229096412658691,0,,,
chewinggum,83ea52edfb4329b3c3776f42,0.05,32,0,0.0,7.229096412658691,0,,,
chewinggum,83ea52edfb4329b3c3776f42,0.1,32,0,0.0,7.229096412658691,0,,,
chewinggum,8b4a3ccfd4132686b42fbcb9,0.01,32,0,0.0,5.755021095275879,0,,,
chewinggum,8b4a3ccfd4132686b42fbcb9,0.05,32,0,0.0,5.755021095275879,0,,,
chewinggum,8b4a3ccfd4132686b42fbcb9,0.1,32,1,0.03125,5.755021095275879,1,0.0,0.0,1.0
chewinggum,8fb92549b3e43959f6eb17fc,0.01,32,1,0.03125,4.679750919342041,1,0.0,0.0,1.0
chewinggum,8fb92549b3e43959f6eb17fc,0.05,32,1,0.03125,4.679750919342041,1,0.0,0.0,1.0
chewinggum,8fb92549b3e43959f6eb17fc,0.1,32,2,0.0625,4.679750919342041,1,0.5,0.0,1.0
chewinggum,907f1f919b76044071c3b3f4,0.01,32,0,0.0,9.471567153930664,0,,,
chewinggum,907f1f919b76044071c3b3f4,0.05,32,0,0.0,9.471567153930664,0,,,
chewinggum,907f1f919b76044071c3b3f4,0.1,32,0,0.0,9.471567153930664,0,,,
chewinggum,95c759c74a2bc4da6fb0233c,0.01,32,0,0.0,5.973836898803711,0,,,
chewinggum,95c759c74a2bc4da6fb0233c,0.05,32,0,0.0,5.973836898803711,0,,,
chewinggum,95c759c74a2bc4da6fb0233c,0.1,32,0,0.0,5.973836898803711,0,,,
chewinggum,961217d6e90800dc2dd6d640,0.01,32,2,0.0625,0.06419204920530319,2,0.0,0.0,0.0
chewinggum,961217d6e90800dc2dd6d640,0.05,32,12,0.375,0.06419204920530319,8,0.33333333333333337,0.25,0.5
chewinggum,961217d6e90800dc2dd6d640,0.1,32,20,0.625,0.06419204920530319,13,0.35,0.5,0.6000000238418579
chewinggum,9682ae478ce44793fcb0d7ed,0.01,32,0,0.0,6.558413505554199,0,,,
chewinggum,9682ae478ce44793fcb0d7ed,0.05,32,0,0.0,6.558413505554199,0,,,
chewinggum,9682ae478ce44793fcb0d7ed,0.1,32,0,0.0,6.558413505554199,0,,,
chewinggum,96fa156262347f370ab71a7b,0.01,32,0,0.0,7.418410778045654,0,,,
chewinggum,96fa156262347f370ab71a7b,0.05,32,0,0.0,7.418410778045654,0,,,
chewinggum,96fa156262347f370ab71a7b,0.1,32,0,0.0,7.418410778045654,0,,,
chewinggum,a5f89ec211748982c4996b06,0.01,32,0,0.0,2.9854249954223633,0,,,
chewinggum,a5f89ec211748982c4996b06,0.05,32,1,0.03125,2.9854249954223633,1,0.0,0.0,1.0
chewinggum,a5f89ec211748982c4996b06,0.1,32,2,0.0625,2.9854249954223633,2,0.0,0.0,0.5
chewinggum,a6604db46904f300e84025c6,0.01,32,0,0.0,7.6714630126953125,0,,,
chewinggum,a6604db46904f300e84025c6,0.05,32,0,0.0,7.6714630126953125,0,,,
chewinggum,a6604db46904f300e84025c6,0.1,32,0,0.0,7.6714630126953125,0,,,
chewinggum,a6c99a156fd2b092f486ab36,0.01,32,2,0.0625,1.2583115100860596,2,0.0,1.0,1.0
chewinggum,a6c99a156fd2b092f486ab36,0.05,32,3,0.09375,1.2583115100860596,3,0.0,0.6666666865348816,1.0
chewinggum,a6c99a156fd2b092f486ab36,0.1,32,4,0.125,1.2583115100860596,4,0.0,0.75,1.0
chewinggum,a868ec24a48bd959b6736005,0.01,32,0,0.0,7.304691314697266,0,,,
chewinggum,a868ec24a48bd959b6736005,0.05,32,0,0.0,7.304691314697266,0,,,
chewinggum,a868ec24a48bd959b6736005,0.1,32,0,0.0,7.304691314697266,0,,,
chewinggum,a9cad478be6c540796456358,0.01,32,0,0.0,6.736728668212891,0,,,
chewinggum,a9cad478be6c540796456358,0.05,32,1,0.03125,6.736728668212891,1,0.0,1.0,1.0
chewinggum,a9cad478be6c540796456358,0.1,32,1,0.03125,6.736728668212891,1,0.0,1.0,1.0
chewinggum,a9e5455f49085fb182da81e8,0.01,32,0,0.0,0.5007817149162292,0,,,
chewinggum,a9e5455f49085fb182da81e8,0.05,32,3,0.09375,0.5007817149162292,3,0.0,0.3333333432674408,0.3333333432674408
chewinggum,a9e5455f49085fb182da81e8,0.1,32,7,0.21875,0.5007817149162292,7,0.0,0.5714285969734192,0.4285714328289032
chewinggum,aa6df5c1695f18acce21dd6e,0.01,32,0,0.0,3.887930393218994,0,,,
chewinggum,aa6df5c1695f18acce21dd6e,0.05,32,1,0.03125,3.887930393218994,1,0.0,0.0,1.0
chewinggum,aa6df5c1695f18acce21dd6e,0.1,32,1,0.03125,3.887930393218994,1,0.0,0.0,1.0
chewinggum,acc95f7dd191a50935c60f0e,0.01,32,0,0.0,3.6351265907287598,0,,,
chewinggum,acc95f7dd191a50935c60f0e,0.05,32,1,0.03125,3.6351265907287598,1,0.0,0.0,1.0
chewinggum,acc95f7dd191a50935c60f0e,0.1,32,1,0.03125,3.6351265907287598,1,0.0,0.0,1.0
chewinggum,ae4d8b7bd0627a96a5d5eaec,0.01,32,0,0.0,5.847353935241699,0,,,
chewinggum,ae4d8b7bd0627a96a5d5eaec,0.05,32,0,0.0,5.847353935241699,0,,,
chewinggum,ae4d8b7bd0627a96a5d5eaec,0.1,32,0,0.0,5.847353935241699,0,,,
chewinggum,b05d167600b68cfe85542e05,0.01,32,0,0.0,0.18127712607383728,0,,,
chewinggum,b05d167600b68cfe85542e05,0.05,32,6,0.1875,0.18127712607383728,5,0.16666666666666663,0.6666666865348816,0.5
chewinggum,b05d167600b68cfe85542e05,0.1,32,10,0.3125,0.18127712607383728,8,0.19999999999999996,0.6000000238418579,0.5
chewinggum,b91c2b36915f8ed62dfefe3b,0.01,32,2,0.0625,0.26738977432250977,2,0.0,0.5,1.0
chewinggum,b91c2b36915f8ed62dfefe3b,0.05,32,9,0.28125,0.26738977432250977,7,0.2222222222222222,0.6666666865348816,1.0
chewinggum,b91c2b36915f8ed62dfefe3b,0.1,32,10,0.3125,0.26738977432250977,7,0.30000000000000004,0.6000000238418579,1.0
chewinggum,badc60789706fd22253c8c7d,0.01,32,0,0.0,8.050862312316895,0,,,
chewinggum,badc60789706fd22253c8c7d,0.05,32,0,0.0,8.050862312316895,0,,,
chewinggum,badc60789706fd22253c8c7d,0.1,32,0,0.0,8.050862312316895,0,,,
chewinggum,bb8826192d94b0b3d45ab97e,0.01,32,0,0.0,6.917806148529053,0,,,
chewinggum,bb8826192d94b0b3d45ab97e,0.05,32,0,0.0,6.917806148529053,0,,,
chewinggum,bb8826192d94b0b3d45ab97e,0.1,32,0,0.0,6.917806148529053,0,,,
chewinggum,bbb87f02316bdcdb3ec20877,0.01,32,0,0.0,0.6103647947311401,0,,,
chewinggum,bbb87f02316bdcdb3ec20877,0.05,32,4,0.125,0.6103647947311401,4,0.0,0.5,0.75
chewinggum,bbb87f02316bdcdb3ec20877,0.1,32,7,0.21875,0.6103647947311401,6,0.1428571428571429,0.2857142984867096,0.8571428656578064
chewinggum,bc2f79cdb92b2ba2a7899fb5,0.01,32,0,0.0,5.022902488708496,0,,,
chewinggum,bc2f79cdb92b2ba2a7899fb5,0.05,32,0,0.0,5.022902488708496,0,,,
chewinggum,bc2f79cdb92b2ba2a7899fb5,0.1,32,0,0.0,5.022902488708496,0,,,
chewinggum,bccc338c2696bbd76ac7532f,0.01,32,0,0.0,8.130410194396973,0,,,
chewinggum,bccc338c2696bbd76ac7532f,0.05,32,0,0.0,8.130410194396973,0,,,
chewinggum,bccc338c2696bbd76ac7532f,0.1,32,0,0.0,8.130410194396973,0,,,
chewinggum,bd8f7b7c687a57c6cf11cf1c,0.01,32,0,0.0,5.601612091064453,0,,,
chewinggum,bd8f7b7c687a57c6cf11cf1c,0.05,32,2,0.0625,5.601612091064453,2,0.0,1.0,1.0
chewinggum,bd8f7b7c687a57c6cf11cf1c,0.1,32,3,0.09375,5.601612091064453,3,0.0,1.0,1.0
chewinggum,c1c358dc514e6c44ee209df1,0.01,32,1,0.03125,1.972818374633789,1,0.0,1.0,1.0
chewinggum,c1c358dc514e6c44ee209df1,0.05,32,1,0.03125,1.972818374633789,1,0.0,1.0,1.0
chewinggum,c1c358dc514e6c44ee209df1,0.1,32,2,0.0625,1.972818374633789,1,0.5,0.5,1.0
chewinggum,c518af4299fef196c70923cb,0.01,32,1,0.03125,1.0990028381347656,1,0.0,1.0,0.0
chewinggum,c518af4299fef196c70923cb,0.05,32,1,0.03125,1.0990028381347656,1,0.0,1.0,0.0
chewinggum,c518af4299fef196c70923cb,0.1,32,2,0.0625,1.0990028381347656,1,0.5,1.0,0.5
chewinggum,c5b93025a1692c44cd687858,0.01,32,0,0.0,8.367671966552734,0,,,
chewinggum,c5b93025a1692c44cd687858,0.05,32,0,0.0,8.367671966552734,0,,,
chewinggum,c5b93025a1692c44cd687858,0.1,32,1,0.03125,8.367671966552734,1,0.0,1.0,1.0
chewinggum,c6aeb6255ff59209d6664c5b,0.01,32,0,0.0,5.196169853210449,0,,,
chewinggum,c6aeb6255ff59209d6664c5b,0.05,32,0,0.0,5.196169853210449,0,,,
chewinggum,c6aeb6255ff59209d6664c5b,0.1,32,0,0.0,5.196169853210449,0,,,
chewinggum,c874b101e22e7a655bb3d46c,0.01,32,1,0.03125,4.390623092651367,1,0.0,1.0,1.0
chewinggum,c874b101e22e7a655bb3d46c,0.05,32,2,0.0625,4.390623092651367,2,0.0,0.5,0.5
chewinggum,c874b101e22e7a655bb3d46c,0.1,32,3,0.09375,4.390623092651367,3,0.0,0.6666666865348816,0.6666666865348816
chewinggum,cd39f903e1e4c42b6e6a850f,0.01,32,0,0.0,11.642084121704102,0,,,
chewinggum,cd39f903e1e4c42b6e6a850f,0.05,32,0,0.0,11.642084121704102,0,,,
chewinggum,cd39f903e1e4c42b6e6a850f,0.1,32,0,0.0,11.642084121704102,0,,,
chewinggum,d0a5fa27d6e1dc450a56749e,0.01,32,0,0.0,8.890279769897461,0,,,
chewinggum,d0a5fa27d6e1dc450a56749e,0.05,32,0,0.0,8.890279769897461,0,,,
chewinggum,d0a5fa27d6e1dc450a56749e,0.1,32,0,0.0,8.890279769897461,0,,,
chewinggum,d24de2d56bf3392292afe0e5,0.01,32,0,0.0,6.892843723297119,0,,,
chewinggum,d24de2d56bf3392292afe0e5,0.05,32,0,0.0,6.892843723297119,0,,,
chewinggum,d24de2d56bf3392292afe0e5,0.1,32,0,0.0,6.892843723297119,0,,,
chewinggum,d6bddf44995bd449ba0c2466,0.01,32,1,0.03125,4.093514442443848,1,0.0,0.0,1.0
chewinggum,d6bddf44995bd449ba0c2466,0.05,32,2,0.0625,4.093514442443848,2,0.0,0.5,0.5
chewinggum,d6bddf44995bd449ba0c2466,0.1,32,3,0.09375,4.093514442443848,3,0.0,0.6666666865348816,0.3333333432674408
chewinggum,da706121f003b105e2a4388a,0.01,32,0,0.0,9.322575569152832,0,,,
chewinggum,da706121f003b105e2a4388a,0.05,32,0,0.0,9.322575569152832,0,,,
chewinggum,da706121f003b105e2a4388a,0.1,32,0,0.0,9.322575569152832,0,,,
chewinggum,db132f55d3695ef283792e72,0.01,32,5,0.15625,0.05275106430053711,5,0.0,0.20000000298023224,1.0
chewinggum,db132f55d3695ef283792e72,0.05,32,15,0.46875,0.05275106430053711,9,0.4,0.46666666865348816,0.9333333373069763
chewinggum,db132f55d3695ef283792e72,0.1,32,29,0.90625,0.05275106430053711,12,0.5862068965517242,0.4137931168079376,0.931034505367279
chewinggum,de5dd2d41b4cbbc5fcf362a9,0.01,32,0,0.0,7.417699337005615,0,,,
chewinggum,de5dd2d41b4cbbc5fcf362a9,0.05,32,0,0.0,7.417699337005615,0,,,
chewinggum,de5dd2d41b4cbbc5fcf362a9,0.1,32,0,0.0,7.417699337005615,0,,,
chewinggum,de60294a69c40673294f5c8f,0.01,32,0,0.0,3.9823994636535645,0,,,
chewinggum,de60294a69c40673294f5c8f,0.05,32,1,0.03125,3.9823994636535645,1,0.0,1.0,1.0
chewinggum,de60294a69c40673294f5c8f,0.1,32,3,0.09375,3.9823994636535645,3,0.0,0.3333333432674408,1.0
chewinggum,e12271f726d719bb5ae25d4a,0.01,32,3,0.09375,0.1624600887298584,2,0.33333333333333337,1.0,0.3333333432674408
chewinggum,e12271f726d719bb5ae25d4a,0.05,32,9,0.28125,0.1624600887298584,5,0.4444444444444444,0.7777777910232544,0.5555555820465088
chewinggum,e12271f726d719bb5ae25d4a,0.1,32,11,0.34375,0.1624600887298584,6,0.4545454545454546,0.7272727489471436,0.4545454680919647
chewinggum,ed40ad1222413fa954e7d598,0.01,32,1,0.03125,8.353482246398926,1,0.0,1.0,1.0
chewinggum,ed40ad1222413fa954e7d598,0.05,32,3,0.09375,8.353482246398926,3,0.0,0.3333333432674408,1.0
chewinggum,ed40ad1222413fa954e7d598,0.1,32,3,0.09375,8.353482246398926,3,0.0,0.3333333432674408,1.0
chewinggum,f1f82d74d86d7fe2c2a2991b,0.01,32,6,0.1875,0.02886420488357544,6,0.0,0.5,0.6666666865348816
chewinggum,f1f82d74d86d7fe2c2a2991b,0.05,32,18,0.5625,0.02886420488357544,13,0.2777777777777778,0.4444444477558136,0.8333333134651184
chewinggum,f1f82d74d86d7fe2c2a2991b,0.1,32,24,0.75,0.02886420488357544,14,0.41666666666666663,0.4166666567325592,0.75
chewinggum,f2ef6adff4305d98747705d9,0.01,32,3,0.09375,0.07263916730880737,3,0.0,1.0,0.3333333432674408
chewinggum,f2ef6adff4305d98747705d9,0.05,32,11,0.34375,0.07263916730880737,9,0.18181818181818177,0.4545454680919647,0.4545454680919647
chewinggum,f2ef6adff4305d98747705d9,0.1,32,20,0.625,0.07263916730880737,11,0.44999999999999996,0.44999998807907104,0.3499999940395355
chewinggum,f34461e5d329aaa195f61e70,0.01,32,0,0.0,8.722214698791504,0,,,
chewinggum,f34461e5d329aaa195f61e70,0.05,32,0,0.0,8.722214698791504,0,,,
chewinggum,f34461e5d329aaa195f61e70,0.1,32,0,0.0,8.722214698791504,0,,,
chewinggum,f64396309a7f0ebc28e5d4d2,0.01,32,0,0.0,6.052042007446289,0,,,
chewinggum,f64396309a7f0ebc28e5d4d2,0.05,32,0,0.0,6.052042007446289,0,,,
chewinggum,f64396309a7f0ebc28e5d4d2,0.1,32,0,0.0,6.052042007446289,0,,,
chewinggum,f8841723d4d2a206066c55af,0.01,32,0,0.0,7.131124496459961,0,,,
chewinggum,f8841723d4d2a206066c55af,0.05,32,0,0.0,7.131124496459961,0,,,
chewinggum,f8841723d4d2a206066c55af,0.1,32,0,0.0,7.131124496459961,0,,,
chewinggum,f90c7ef05315e1fbbd3fa860,0.01,32,0,0.0,5.715708255767822,0,,,
chewinggum,f90c7ef05315e1fbbd3fa860,0.05,32,0,0.0,5.715708255767822,0,,,
chewinggum,f90c7ef05315e1fbbd3fa860,0.1,32,0,0.0,5.715708255767822,0,,,
chewinggum,fa38428ed8c89036246b6862,0.01,32,0,0.0,9.635791778564453,0,,,
chewinggum,fa38428ed8c89036246b6862,0.05,32,0,0.0,9.635791778564453,0,,,
chewinggum,fa38428ed8c89036246b6862,0.1,32,0,0.0,9.635791778564453,0,,,
chewinggum,fc6e887528a8307b0920d255,0.01,32,0,0.0,0.5225982666015625,0,,,
chewinggum,fc6e887528a8307b0920d255,0.05,32,0,0.0,0.5225982666015625,0,,,
chewinggum,fc6e887528a8307b0920d255,0.1,32,3,0.09375,0.5225982666015625,3,0.0,1.0,1.0
chewinggum,fe2294ea97d7e7dd86903869,0.01,32,0,0.0,8.308050155639648,0,,,
chewinggum,fe2294ea97d7e7dd86903869,0.05,32,0,0.0,8.308050155639648,0,,,
chewinggum,fe2294ea97d7e7dd86903869,0.1,32,0,0.0,8.308050155639648,0,,,
fryum,0567f015e56225dc7b608691,0.01,32,0,0.0,0.5168275833129883,0,,,
fryum,0567f015e56225dc7b608691,0.05,32,2,0.0625,0.5168275833129883,2,0.0,1.0,1.0
fryum,0567f015e56225dc7b608691,0.1,32,8,0.25,0.5168275833129883,8,0.0,0.875,1.0
fryum,05e7d385d49a93944ed7d660,0.01,32,3,0.09375,0.11897282302379608,3,0.0,0.6666666865348816,1.0
fryum,05e7d385d49a93944ed7d660,0.05,32,6,0.1875,0.11897282302379608,6,0.0,0.5,1.0
fryum,05e7d385d49a93944ed7d660,0.1,32,14,0.4375,0.11897282302379608,10,0.2857142857142857,0.3571428656578064,1.0
fryum,0991fdba5270f68770239306,0.01,32,2,0.0625,0.09180909395217896,2,0.0,0.0,0.5
fryum,0991fdba5270f68770239306,0.05,32,7,0.21875,0.09180909395217896,7,0.0,0.4285714328289032,0.5714285969734192
fryum,0991fdba5270f68770239306,0.1,32,17,0.53125,0.09180909395217896,13,0.23529411764705888,0.529411792755127,0.4117647111415863
fryum,0ce7b5f90467de3134ed6800,0.01,32,0,0.0,1.9544281959533691,0,,,
fryum,0ce7b5f90467de3134ed6800,0.05,32,1,0.03125,1.9544281959533691,1,0.0,1.0,0.0
fryum,0ce7b5f90467de3134ed6800,0.1,32,1,0.03125,1.9544281959533691,1,0.0,1.0,0.0
fryum,0dc73ea3b7f6abcbf1a04e2d,0.01,32,0,0.0,6.179535388946533,0,,,
fryum,0dc73ea3b7f6abcbf1a04e2d,0.05,32,3,0.09375,6.179535388946533,2,0.33333333333333337,0.3333333432674408,1.0
fryum,0dc73ea3b7f6abcbf1a04e2d,0.1,32,3,0.09375,6.179535388946533,2,0.33333333333333337,0.3333333432674408,1.0
fryum,0fdaf1bb08e3c9e6bdb2479d,0.01,32,0,0.0,4.657138824462891,0,,,
fryum,0fdaf1bb08e3c9e6bdb2479d,0.05,32,0,0.0,4.657138824462891,0,,,
fryum,0fdaf1bb08e3c9e6bdb2479d,0.1,32,0,0.0,4.657138824462891,0,,,
fryum,11a192dfa2971876b4b07756,0.01,32,7,0.21875,0.06078362464904785,6,0.1428571428571429,0.1428571492433548,1.0
fryum,11a192dfa2971876b4b07756,0.05,32,13,0.40625,0.06078362464904785,9,0.3076923076923077,0.1538461595773697,0.8461538553237915
fryum,11a192dfa2971876b4b07756,0.1,32,22,0.6875,0.06078362464904785,9,0.5909090909090908,0.3181818127632141,0.9090909361839294
fryum,162aa2d55827363b0db982d3,0.01,32,3,0.09375,0.12706199288368225,3,0.0,0.0,1.0
fryum,162aa2d55827363b0db982d3,0.05,32,10,0.3125,0.12706199288368225,10,0.0,0.5,0.800000011920929
fryum,162aa2d55827363b0db982d3,0.1,32,14,0.4375,0.12706199288368225,13,0.0714285714285714,0.5714285969734192,0.8571428656578064
