category,image_id,caliper,positive_count,matched_count,coverage,median_nearest_distance,unique_negatives,reuse_fraction,response_pair_accuracy,MLP_pair_accuracy
candle,66dc8ad1e500ba364d4213d5,0.01,6,0,0.0,0.14881157875061035,0,,,
candle,66dc8ad1e500ba364d4213d5,0.05,6,0,0.0,0.14881157875061035,0,,,
candle,66dc8ad1e500ba364d4213d5,0.1,6,1,0.16666666666666666,0.14881157875061035,1,0.0,0.0,1.0
candle,6e61d7dd6e997a7fdc6cd3a6,0.01,32,4,0.125,0.3180164098739624,3,0.25,0.5,1.0
candle,6e61d7dd6e997a7fdc6cd3a6,0.05,32,9,0.28125,0.3180164098739624,7,0.2222222222222222,0.5555555820465088,1.0
candle,6e61d7dd6e997a7fdc6cd3a6,0.1,32,12,0.375,0.3180164098739624,10,0.16666666666666663,0.5833333134651184,0.9166666865348816
candle,76192909eb93b254c213e39b,0.01,32,5,0.15625,0.2872220277786255,5,0.0,0.4000000059604645,0.20000000298023224
candle,76192909eb93b254c213e39b,0.05,32,8,0.25,0.2872220277786255,7,0.125,0.375,0.5
candle,76192909eb93b254c213e39b,0.1,32,13,0.40625,0.2872220277786255,9,0.3076923076923077,0.3076923191547394,0.6153846383094788
candle,7a3fed57e7f8a98a82e5da5c,0.01,32,4,0.125,0.22913193702697754,4,0.0,0.5,1.0
candle,7a3fed57e7f8a98a82e5da5c,0.05,32,10,0.3125,0.22913193702697754,7,0.30000000000000004,0.5,0.8999999761581421
candle,7a3fed57e7f8a98a82e5da5c,0.1,32,15,0.46875,0.22913193702697754,8,0.4666666666666667,0.6666666865348816,0.9333333373069763
candle,7c25547c8e25f6647a888898,0.01,32,6,0.1875,0.03157913684844971,5,0.16666666666666663,0.8333333134651184,1.0
candle,7c25547c8e25f6647a888898,0.05,32,18,0.5625,0.03157913684844971,13,0.2777777777777778,0.6111111044883728,1.0
candle,7c25547c8e25f6647a888898,0.1,32,24,0.75,0.03157913684844971,16,0.33333333333333337,0.625,0.9583333134651184
candle,7e1ce1f0bf66cadff14a2b82,0.01,32,0,0.0,0.6105098724365234,0,,,
candle,7e1ce1f0bf66cadff14a2b82,0.05,32,7,0.21875,0.6105098724365234,5,0.2857142857142857,0.4285714328289032,1.0
candle,7e1ce1f0bf66cadff14a2b82,0.1,32,9,0.28125,0.6105098724365234,7,0.2222222222222222,0.4444444477558136,1.0
candle,7f9133a19d90ab1a00004736,0.01,32,0,0.0,0.757775068283081,0,,,
candle,7f9133a19d90ab1a00004736,0.05,32,3,0.09375,0.757775068283081,2,0.33333333333333337,0.3333333432674408,1.0
candle,7f9133a19d90ab1a00004736,0.1,32,5,0.15625,0.757775068283081,3,0.4,0.6000000238418579,1.0
candle,8019ea1a39698cf472a4aba4,0.01,32,4,0.125,0.05604557693004608,4,0.0,0.5,1.0
candle,8019ea1a39698cf472a4aba4,0.05,32,15,0.46875,0.05604557693004608,12,0.19999999999999996,0.46666666865348816,1.0
candle,8019ea1a39698cf472a4aba4,0.1,32,20,0.625,0.05604557693004608,13,0.35,0.44999998807907104,1.0
candle,80a9e056efbc5959cfb71d76,0.01,32,2,0.0625,1.4894038438796997,2,0.0,0.0,1.0
candle,80a9e056efbc5959cfb71d76,0.05,32,2,0.0625,1.4894038438796997,2,0.0,0.0,1.0
candle,80a9e056efbc5959cfb71d76,0.1,32,2,0.0625,1.4894038438796997,2,0.0,0.0,1.0
candle,80cc2bdb921107826f71c3ff,0.01,32,0,0.0,0.39905881881713867,0,,,
candle,80cc2bdb921107826f71c3ff,0.05,32,1,0.03125,0.39905881881713867,1,0.0,1.0,0.0
candle,80cc2bdb921107826f71c3ff,0.1,32,4,0.125,0.39905881881713867,1,0.75,1.0,0.0
candle,88468c2928079c2e11f2b47a,0.01,19,0,0.0,1.2497594356536865,0,,,
candle,88468c2928079c2e11f2b47a,0.05,19,0,0.0,1.2497594356536865,0,,,
candle,88468c2928079c2e11f2b47a,0.1,19,0,0.0,1.2497594356536865,0,,,
candle,89359a70ff88d4af7d1d0038,0.01,32,0,0.0,3.1932225227355957,0,,,
candle,89359a70ff88d4af7d1d0038,0.05,32,0,0.0,3.1932225227355957,0,,,
candle,89359a70ff88d4af7d1d0038,0.1,32,0,0.0,3.1932225227355957,0,,,
candle,8f0e247dce28bee97bc07c8b,0.01,24,0,0.0,0.6752957701683044,0,,,
candle,8f0e247dce28bee97bc07c8b,0.05,24,0,0.0,0.6752957701683044,0,,,
candle,8f0e247dce28bee97bc07c8b,0.1,24,0,0.0,0.6752957701683044,0,,,
candle,8f3a88920755ec17b08f4033,0.01,32,0,0.0,2.4390249252319336,0,,,
candle,8f3a88920755ec17b08f4033,0.05,32,0,0.0,2.4390249252319336,0,,,
candle,8f3a88920755ec17b08f4033,0.1,32,2,0.0625,2.4390249252319336,1,0.5,0.5,1.0
candle,8f927bcc86db94e9be1ad4dd,0.01,32,0,0.0,1.7163844108581543,0,,,
candle,8f927bcc86db94e9be1ad4dd,0.05,32,0,0.0,1.7163844108581543,0,,,
candle,8f927bcc86db94e9be1ad4dd,0.1,32,0,0.0,1.7163844108581543,0,,,
candle,937deb748bcb8d4db75d6577,0.01,32,0,0.0,1.985513687133789,0,,,
candle,937deb748bcb8d4db75d6577,0.05,32,0,0.0,1.985513687133789,0,,,
candle,937deb748bcb8d4db75d6577,0.1,32,0,0.0,1.985513687133789,0,,,
candle,9513012dbaab06c2529c56e0,0.01,32,2,0.0625,0.18963199853897095,2,0.0,1.0,1.0
candle,9513012dbaab06c2529c56e0,0.05,32,11,0.34375,0.18963199853897095,9,0.18181818181818177,0.4545454680919647,1.0
candle,9513012dbaab06c2529c56e0,0.1,32,13,0.40625,0.18963199853897095,11,0.15384615384615385,0.4615384638309479,1.0
candle,9566227abae86ed57cfee51a,0.01,32,0,0.0,0.8432749509811401,0,,,
candle,9566227abae86ed57cfee51a,0.05,32,1,0.03125,0.8432749509811401,1,0.0,0.0,1.0
candle,9566227abae86ed57cfee51a,0.1,32,1,0.03125,0.8432749509811401,1,0.0,0.0,1.0
candle,9ad360eac4e01158c2e380a4,0.01,11,0,0.0,0.8946676254272461,0,,,
candle,9ad360eac4e01158c2e380a4,0.05,11,0,0.0,0.8946676254272461,0,,,
candle,9ad360eac4e01158c2e380a4,0.1,11,0,0.0,0.8946676254272461,0,,,
candle,9c2e67c110da9dcd1c003b6b,0.01,32,2,0.0625,0.5293267369270325,2,0.0,1.0,0.5
candle,9c2e67c110da9dcd1c003b6b,0.05,32,10,0.3125,0.5293267369270325,7,0.30000000000000004,0.699999988079071,0.800000011920929
candle,9c2e67c110da9dcd1c003b6b,0.1,32,11,0.34375,0.5293267369270325,8,0.2727272727272727,0.7272727489471436,0.8181818127632141
candle,a2ab71b18b170589f60cb9a1,0.01,32,4,0.125,0.08307930827140808,4,0.0,0.5,1.0
candle,a2ab71b18b170589f60cb9a1,0.05,32,14,0.4375,0.08307930827140808,11,0.2142857142857143,0.4285714328289032,1.0
candle,a2ab71b18b170589f60cb9a1,0.1,32,17,0.53125,0.08307930827140808,12,0.2941176470588235,0.4117647111415863,1.0
candle,a30e98e9f5a93b1da26f8e0e,0.01,32,10,0.3125,0.020410805940628052,9,0.09999999999999998,0.699999988079071,1.0
candle,a30e98e9f5a93b1da26f8e0e,0.05,32,20,0.625,0.020410805940628052,13,0.35,0.6499999761581421,1.0
candle,a30e98e9f5a93b1da26f8e0e,0.1,32,23,0.71875,0.020410805940628052,14,0.3913043478260869,0.6086956262588501,1.0
candle,a34a253dc1080c944e5fff96,0.01,28,0,0.0,0.18210691213607788,0,,,
candle,a34a253dc1080c944e5fff96,0.05,28,2,0.07142857142857142,0.18210691213607788,1,0.5,0.5,1.0
candle,a34a253dc1080c944e5fff96,0.1,28,9,0.32142857142857145,0.18210691213607788,3,0.6666666666666667,0.5555555820465088,1.0
candle,a735a47cf34fc010bfb48855,0.01,32,3,0.09375,0.7925506830215454,3,0.0,1.0,1.0
candle,a735a47cf34fc010bfb48855,0.05,32,5,0.15625,0.7925506830215454,4,0.19999999999999996,0.6000000238418579,1.0
candle,a735a47cf34fc010bfb48855,0.1,32,8,0.25,0.7925506830215454,5,0.375,0.375,1.0
candle,a9112c607ddd101d6418aa7f,0.01,32,0,0.0,2.5990421772003174,0,,,
candle,a9112c607ddd101d6418aa7f,0.05,32,0,0.0,2.5990421772003174,0,,,
candle,a9112c607ddd101d6418aa7f,0.1,32,0,0.0,2.5990421772003174,0,,,
candle,ab2efb527cf824d54854ead1,0.01,32,0,0.0,0.9487687349319458,0,,,
candle,ab2efb527cf824d54854ead1,0.05,32,1,0.03125,0.9487687349319458,1,0.0,0.0,1.0
candle,ab2efb527cf824d54854ead1,0.1,32,3,0.09375,0.9487687349319458,1,0.6666666666666667,0.6666666865348816,1.0
candle,ab47a8d0b593686af515ade9,0.01,32,8,0.25,0.05236019194126129,6,0.25,0.75,0.625
candle,ab47a8d0b593686af515ade9,0.05,32,16,0.5,0.05236019194126129,10,0.375,0.5625,0.6875
candle,ab47a8d0b593686af515ade9,0.1,32,19,0.59375,0.05236019194126129,10,0.4736842105263158,0.6315789222717285,0.7368420958518982
candle,ab9afeb16fd9a8853dee5274,0.01,10,0,0.0,0.054084599018096924,0,,,
candle,ab9afeb16fd9a8853dee5274,0.05,10,4,0.4,0.054084599018096924,2,0.5,0.5,1.0
candle,ab9afeb16fd9a8853dee5274,0.1,10,10,1.0,0.054084599018096924,2,0.8,0.5,1.0
candle,add583dcc62a5788ebcdb480,0.01,32,9,0.28125,0.05049287527799606,5,0.4444444444444444,0.5555555820465088,0.5555555820465088
candle,add583dcc62a5788ebcdb480,0.05,32,16,0.5,0.05049287527799606,11,0.3125,0.5625,0.75
candle,add583dcc62a5788ebcdb480,0.1,32,23,0.71875,0.05049287527799606,12,0.4782608695652174,0.5652173757553101,0.8260869383811951
candle,b0080cf2c66a63e3093dff88,0.01,11,0,0.0,1.2211923599243164,0,,,
candle,b0080cf2c66a63e3093dff88,0.05,11,1,0.09090909090909091,1.2211923599243164,1,0.0,0.0,0.0
candle,b0080cf2c66a63e3093dff88,0.1,11,3,0.2727272727272727,1.2211923599243164,1,0.6666666666666667,0.6666666865348816,0.0
candle,b01dcc3fd008f4514189617a,0.01,32,2,0.0625,0.0861896276473999,2,0.0,0.5,1.0
candle,b01dcc3fd008f4514189617a,0.05,32,11,0.34375,0.0861896276473999,6,0.4545454545454546,0.6363636255264282,1.0
candle,b01dcc3fd008f4514189617a,0.1,32,20,0.625,0.0861896276473999,6,0.7,0.6000000238418579,1.0
candle,b43b95de4d0c97a22829d9ef,0.01,32,2,0.0625,0.577128529548645,2,0.0,0.0,1.0
candle,b43b95de4d0c97a22829d9ef,0.05,32,5,0.15625,0.577128529548645,4,0.19999999999999996,0.4000000059604645,0.6000000238418579
candle,b43b95de4d0c97a22829d9ef,0.1,32,7,0.21875,0.577128529548645,5,0.2857142857142857,0.4285714328289032,0.5714285969734192
candle,b55d0e80a1d91603885be041,0.01,5,1,0.2,0.037973642349243164,1,0.0,1.0,1.0
candle,b55d0e80a1d91603885be041,0.05,5,3,0.6,0.037973642349243164,1,0.6666666666666667,1.0,1.0
candle,b55d0e80a1d91603885be041,0.1,5,5,1.0,0.037973642349243164,1,0.8,1.0,1.0
candle,b9346d87212caa450aa83345,0.01,32,8,0.25,0.037678301334381104,8,0.0,0.75,0.75
candle,b9346d87212caa450aa83345,0.05,32,17,0.53125,0.037678301334381104,14,0.17647058823529416,0.7647058963775635,0.7647058963775635
candle,b9346d87212caa450aa83345,0.1,32,21,0.65625,0.037678301334381104,17,0.19047619047619047,0.7142857313156128,0.8095238208770752
candle,b963dc480a8a941790b51b9c,0.01,32,3,0.09375,0.17306900024414062,3,0.0,0.3333333432674408,1.0
candle,b963dc480a8a941790b51b9c,0.05,32,8,0.25,0.17306900024414062,8,0.0,0.375,1.0
candle,b963dc480a8a941790b51b9c,0.1,32,11,0.34375,0.17306900024414062,11,0.0,0.4545454680919647,0.9090909361839294
candle,bc57e888b248de105c8df944,0.01,32,3,0.09375,1.1476764678955078,3,0.0,0.6666666865348816,0.6666666865348816
candle,bc57e888b248de105c8df944,0.05,32,7,0.21875,1.1476764678955078,4,0.4285714285714286,0.4285714328289032,0.8571428656578064
candle,bc57e888b248de105c8df944,0.1,32,11,0.34375,1.1476764678955078,7,0.36363636363636365,0.4545454680919647,0.9090909361839294
candle,bd259225d453ef914c123ac0,0.01,32,2,0.0625,0.4103802442550659,2,0.0,0.0,0.5
candle,bd259225d453ef914c123ac0,0.05,32,4,0.125,0.4103802442550659,4,0.0,0.5,0.5
candle,bd259225d453ef914c123ac0,0.1,32,8,0.25,0.4103802442550659,7,0.125,0.5,0.625
candle,be7a0a3a57e6b9b1acf92d0b,0.01,32,8,0.25,0.019620047882199287,7,0.125,0.75,0.625
candle,be7a0a3a57e6b9b1acf92d0b,0.05,32,26,0.8125,0.019620047882199287,14,0.46153846153846156,0.692307710647583,0.807692289352417
candle,be7a0a3a57e6b9b1acf92d0b,0.1,32,29,0.90625,0.019620047882199287,15,0.48275862068965514,0.6206896305084229,0.7931034564971924
candle,bfeb102980f53b94cff860a9,0.01,32,0,0.0,0.3737660050392151,0,,,
candle,bfeb102980f53b94cff860a9,0.05,32,6,0.1875,0.3737660050392151,4,0.33333333333333337,0.6666666865348816,1.0
candle,bfeb102980f53b94cff860a9,0.1,32,10,0.3125,0.3737660050392151,8,0.19999999999999996,0.5,1.0
candle,c53dd2043d1837cc96845432,0.01,32,1,0.03125,1.6839982271194458,1,0.0,1.0,1.0
candle,c53dd2043d1837cc96845432,0.05,32,4,0.125,1.6839982271194458,4,0.0,0.5,0.75
candle,c53dd2043d1837cc96845432,0.1,32,7,0.21875,1.6839982271194458,6,0.1428571428571429,0.5714285969734192,0.5714285969734192
candle,c8182918e7c3a2c4de94070d,0.01,32,0,0.0,3.5932252407073975,0,,,
candle,c8182918e7c3a2c4de94070d,0.05,32,1,0.03125,3.5932252407073975,1,0.0,0.0,0.0
candle,c8182918e7c3a2c4de94070d,0.1,32,1,0.03125,3.5932252407073975,1,0.0,0.0,0.0
candle,cc2c3ce37c483eecd8d4939e,0.01,32,3,0.09375,0.10310262441635132,2,0.33333333333333337,0.3333333432674408,0.3333333432674408
candle,cc2c3ce37c483eecd8d4939e,0.05,32,11,0.34375,0.10310262441635132,7,0.36363636363636365,0.4545454680919647,0.4545454680919647
candle,cc2c3ce37c483eecd8d4939e,0.1,32,16,0.5,0.10310262441635132,10,0.375,0.5,0.625
candle,cdb66e6b154c64f38bdd3655,0.01,32,0,0.0,0.16196298599243164,0,,,
candle,cdb66e6b154c64f38bdd3655,0.05,32,5,0.15625,0.16196298599243164,4,0.19999999999999996,0.6000000238418579,0.800000011920929
