method,baseline,delta_macro_auroc,lower95,upper95,categories_improved,categories,bootstrap_replicates
linear_contrast,linear_D,0.0030006600660066004,0.0004424896515799513,0.005265190921810385,4,12,2000
linear_standardized,linear_D,0.0013745049504950496,-0.0001394746799946446,0.0029250390861485084,7,12,2000
linear_standardized,linear_contrast,-0.0016261551155115515,-0.004046698146755878,0.0010860423357396528,7,12,2000
