method,n,normal,anomaly,auroc,ap
D_raw,200,100,100,0.9732000000000001,0.9743394766799574
M_global,200,100,100,0.36019999999999996,0.4221626552492087
M_tight_top1,200,100,100,0.5339,0.5107164950913399
M_context_top1,200,100,100,0.5617,0.5234604240618179
M_context_top3max,200,100,100,0.3804,0.44833697478241874
D_z,200,100,100,0.9732000000000001,0.9743394766799574
M_context_top1_z,200,100,100,0.5617,0.5234604240618179
naive_context_top1,200,100,100,0.9446,0.9522412935867806
naive_context_top3max,200,100,100,0.9353,0.944519725311895
