variant_id,method,macro_image_auroc,macro_image_ap,macro_best_f1,pooled_image_auroc,pooled_image_ap,pooled_best_f1,num_categories,potential_call_rate,active_weight_rate
D0,Detector only,0.9882124995190634,0.9966714548289624,0.9844369947983854,0.9881461005028206,0.9959169147896377,0.9717244125846276,15,,
M0,Crop CLIP only,0.5585537543331276,0.790105121263597,0.8470424140448309,0.5302654020691557,0.759928310342255,0.8434461951055984,15,,
V3,Naive detector-crop fusion,0.9436266412196747,0.9801727513051853,0.9420908860296748,0.9384530014332256,0.9775721554050241,0.9137862534763609,15,,
V4,Old Quality-Calibrated QCR,0.9508706192857809,0.98296078554132,0.9456666458542828,0.9437075947341724,0.9791791474723017,0.919629057187017,15,,
V6,Old Adaptive QCR diagnostic reconstruction,0.9513322223473433,0.9831430614183266,0.9459778322524257,0.9439816438178953,0.9793371548982716,0.919629057187017,15,,
S1,SRB-QCR frozen transfer,0.9884777757380054,0.9968191441717308,0.9855220159403182,0.9880729072692797,0.9959058017364666,0.9711119905025722,15,0.7501449275362319,0.7171014492753623
