dataset,category,stratum,feature,fit_images,check_images,median,q01,q99,fraction_outside_source_scaler_3sd,fraction_outside_source_scaler_5sd
VisA,pcb1,high_response,intensity_mean,8,8,0.4630589485168457,0.3908715844154358,0.7910807728767395,0.0,0.0
VisA,pcb1,high_response,intensity_std,8,8,0.14286983013153076,0.04488152265548706,0.2825881838798523,0.0,0.0
VisA,pcb1,high_response,image_gradient,8,8,0.33397340774536133,0.05164308845996857,1.1861261129379272,0.1806640625,0.0
VisA,pcb1,uniform,response,8,8,-4.276247978210449,-5.929987907409668,-2.2137064933776855,0.0,0.0
VisA,pcb1,uniform,center_surround,8,8,0.002724554156884551,-0.881220281124115,0.8311709761619568,0.0001220703125,0.0
VisA,pcb1,uniform,surround,8,8,-4.292976379394531,-5.11995267868042,-2.7912657260894775,0.0,0.0
VisA,pcb1,uniform,response_std,8,8,0.5002403259277344,0.2688431143760681,1.1848045587539673,0.0,0.0
VisA,pcb1,uniform,intensity_mean,8,8,0.47332316637039185,0.37744688987731934,0.7795364856719971,0.0,0.0
VisA,pcb1,uniform,intensity_std,8,8,0.04882102459669113,0.028845390304923058,0.2885686159133911,0.0,0.0
VisA,pcb1,uniform,image_gradient,8,8,0.1926153600215912,0.11266139149665833,0.9141408205032349,0.015625,0.0
VisA,pcb2,high_response,response,8,8,-0.23076632618904114,-1.9173263311386108,2.2041139602661133,0.0,0.0
VisA,pcb2,high_response,center_surround,8,8,1.4286553859710693,0.7419771552085876,2.195462703704834,0.0,0.0
VisA,pcb2,high_response,surround,8,8,-1.913022756576538,-3.574765682220459,-0.2627502679824829,0.0,0.0
VisA,pcb2,high_response,response_std,8,8,1.0644111633300781,0.5490257143974304,1.5842385292053223,0.0,0.0
VisA,pcb2,high_response,intensity_mean,8,8,0.41012316942214966,0.2989528477191925,0.4594571590423584,0.0,0.0
VisA,pcb2,high_response,intensity_std,8,8,0.17014995217323303,0.02224194072186947,0.2104698121547699,0.0,0.0
VisA,pcb2,high_response,image_gradient,8,8,0.38415294885635376,0.06709957122802734,0.7595322728157043,0.0,0.0
VisA,pcb2,uniform,response,8,8,-3.695617914199829,-5.055632591247559,-1.8952593803405762,0.0,0.0
VisA,pcb2,uniform,center_surround,8,8,0.004807659424841404,-0.7688347101211548,0.6814746260643005,0.0,0.0
VisA,pcb2,uniform,surround,8,8,-3.7094931602478027,-4.361170291900635,-2.449228048324585,0.0,0.0
VisA,pcb2,uniform,response_std,8,8,0.4188516139984131,0.20500348508358002,0.9582935571670532,0.0,0.0
VisA,pcb2,uniform,intensity_mean,8,8,0.3211970925331116,0.2329290807247162,0.6123975515365601,0.0,0.0
VisA,pcb2,uniform,intensity_std,8,8,0.043100953102111816,0.02243902161717415,0.28159299492836,0.0,0.0
VisA,pcb2,uniform,image_gradient,8,8,0.15415674448013306,0.07182898372411728,1.0690239667892456,0.0499267578125,0.0
