dataset,category,stratum,feature,fit_images,check_images,median,q01,q99,fraction_outside_source_scaler_3sd,fraction_outside_source_scaler_5sd
VisA,pcb3,high_response,response,8,8,0.045499786734580994,-1.8101487159729004,2.4181432723999023,0.0,0.0
VisA,pcb3,high_response,center_surround,8,8,1.3103106021881104,0.8080534934997559,1.90109121799469,0.0,0.0
VisA,pcb3,high_response,surround,8,8,-1.8665117025375366,-3.6258416175842285,0.16317977011203766,0.0,0.0
VisA,pcb3,high_response,response_std,8,8,0.9589865207672119,0.6806637644767761,1.522861361503601,0.0,0.0
VisA,pcb3,high_response,intensity_mean,8,8,0.3725011348724365,0.09770495444536209,0.6083472371101379,0.0,0.0
VisA,pcb3,high_response,intensity_std,8,8,0.17717120051383972,0.00880072358995676,0.2908664345741272,0.0,0.0
VisA,pcb3,high_response,image_gradient,8,8,0.19478297233581543,0.030807411298155785,1.073439598083496,0.0361328125,0.0
VisA,pcb3,uniform,response,8,8,-4.47831392288208,-6.311618804931641,-1.382646918296814,0.0,0.0
VisA,pcb3,uniform,center_surround,8,8,0.004987345542758703,-0.9883758425712585,0.8505778312683105,0.0001220703125,0.0
VisA,pcb3,uniform,surround,8,8,-4.501537799835205,-5.54400110244751,-2.047358751296997,0.0,0.0
VisA,pcb3,uniform,response_std,8,8,0.5027323961257935,0.28246042132377625,1.2963881492614746,0.0,0.0
VisA,pcb3,uniform,intensity_mean,8,8,0.35330766439437866,0.19123385846614838,0.5839545130729675,0.0,0.0
VisA,pcb3,uniform,intensity_std,8,8,0.014567076228559017,0.006661505904048681,0.26699772477149963,0.0,0.0
VisA,pcb3,uniform,image_gradient,8,8,0.04428619146347046,0.027366723865270615,1.1432139873504639,0.0491943359375,0.0001220703125
VisA,pcb4,high_response,response,8,8,-0.4086236357688904,-1.5454014539718628,7.303369045257568,0.0,0.0
VisA,pcb4,high_response,center_surround,8,8,1.1171905994415283,0.791604220867157,3.9677789211273193,0.0,0.0
VisA,pcb4,high_response,surround,8,8,-1.588922142982483,-2.6981313228607178,2.586291551589966,0.0,0.0
VisA,pcb4,high_response,response_std,8,8,0.8249012231826782,0.6243763566017151,2.6508026123046875,0.0,0.0
VisA,pcb4,high_response,intensity_mean,8,8,0.32286179065704346,0.14980743825435638,0.48090052604675293,0.0,0.0
VisA,pcb4,high_response,intensity_std,8,8,0.17552578449249268,0.025243153795599937,0.2302999496459961,0.0,0.0
VisA,pcb4,high_response,image_gradient,8,8,0.3496987819671631,0.06104202941060066,0.6089481115341187,0.0,0.0
VisA,pcb4,uniform,response,8,8,-3.2863149642944336,-4.808850288391113,-0.7648073434829712,0.0,0.0
VisA,pcb4,uniform,center_surround,8,8,0.0035612469073385,-0.8022408485412598,0.6963333487510681,0.0,0.0
VisA,pcb4,uniform,surround,8,8,-3.3000733852386475,-4.09334135055542,-0.9341121912002563,0.0,0.0
VisA,pcb4,uniform,response_std,8,8,0.42147213220596313,0.2262497991323471,1.1269240379333496,0.0,0.0
VisA,pcb4,uniform,intensity_mean,8,8,0.15031439065933228,0.09274447709321976,0.5768980979919434,0.0,0.0
VisA,pcb4,uniform,intensity_std,8,8,0.030075812712311745,0.016912642866373062,0.26320961117744446,0.0,0.0
VisA,pcb4,uniform,image_gradient,8,8,0.10904529690742493,0.05184285342693329,1.0188648700714111,0.0311279296875,0.0
VisA,pipe_fryum,high_response,response,8,8,-0.0254969485104084,-1.1601802110671997,1.0350914001464844,0.0,0.0
VisA,pipe_fryum,high_response,center_surround,8,8,1.08530592918396,0.6789616942405701,1.5759896039962769,0.0,0.0
VisA,pipe_fryum,high_response,surround,8,8,-1.513476848602295,-2.391207218170166,-0.3538720905780792,0.0,0.0
VisA,pipe_fryum,high_response,response_std,8,8,0.9012283086776733,0.5293731689453125,1.1834027767181396,0.0,0.0
VisA,pipe_fryum,high_response,intensity_mean,8,8,0.5182522535324097,0.053185902535915375,0.6167126297950745,0.0,0.0
VisA,pipe_fryum,high_response,intensity_std,8,8,0.1012893095612526,0.016056010499596596,0.2272215485572815,0.0,0.0
VisA,pipe_fryum,high_response,image_gradient,8,8,0.09646054357290268,0.01771172508597374,0.17864392697811127,0.0,0.0
VisA,pipe_fryum,uniform,response,8,8,-3.869640350341797,-5.4047393798828125,-1.1833041906356812,0.0,0.0
VisA,pipe_fryum,uniform,center_surround,8,8,0.005813790950924158,-0.743989109992981,0.6594972014427185,0.0,0.0
VisA,pipe_fryum,uniform,surround,8,8,-3.885918617248535,-4.772756099700928,-1.632241129875183,0.0,0.0
VisA,pipe_fryum,uniform,response_std,8,8,0.4112617075443268,0.21969600021839142,1.0222294330596924,0.0,0.0
VisA,pipe_fryum,uniform,intensity_mean,8,8,0.06362470984458923,0.041229743510484695,0.586997389793396,0.0,0.0
VisA,pipe_fryum,uniform,intensity_std,8,8,0.007233140990138054,0.0036511362995952368,0.26534342765808105,0.0,0.0
VisA,pipe_fryum,uniform,image_gradient,8,8,0.031637042760849,0.011662313714623451,0.4018470048904419,0.0,0.0
