category,epoch,loss
wood,1,2.065446138381958
wood,20,1.9102668762207031
wood,40,1.849602222442627
wood,60,1.8010920286178589
wood,80,1.7535231113433838
wood,100,1.7144376039505005
wood,120,1.676922082901001
wood,140,1.6403634548187256
wood,160,1.6039810180664062
wood,180,1.5691208839416504
wood,200,1.5348931550979614
