method,category,condition,size_band,regions,aupro_0_05
raw_mean,rice,regular,large_gt_1pct,1,0.9965420294036431
raw_mean,rice,regular,small_0.1_to_1pct,10,0.8686535112105062
raw_mean,rice,regular,tiny_le_0.1pct,9,0.5845183358720882
raw_mean,rice,shift_1,all,20,0.7108028579627973
raw_mean,rice,shift_1,large_gt_1pct,1,0.9947769716287681
raw_mean,rice,shift_1,small_0.1_to_1pct,10,0.8246526499584824
raw_mean,rice,shift_1,tiny_le_0.1pct,9,0.5527504097825159
raw_mean,rice,shift_2,all,20,0.7580361575886164
raw_mean,rice,shift_2,large_gt_1pct,1,0.9965785240419539
raw_mean,rice,shift_2,small_0.1_to_1pct,10,0.8698208732018231
raw_mean,rice,shift_2,tiny_le_0.1pct,9,0.6073262106347229
raw_mean,rice,shift_3,all,20,0.7499180540352315
raw_mean,rice,shift_3,large_gt_1pct,1,0.9962616189657036
raw_mean,rice,shift_3,small_0.1_to_1pct,10,0.8575482319704959
raw_mean,rice,shift_3,tiny_le_0.1pct,9,0.6029574602260181
raw_mean,rice,underexposed,all,20,0.7442878240717856
raw_mean,rice,underexposed,large_gt_1pct,1,0.9963790173509715
raw_mean,rice,underexposed,small_0.1_to_1pct,10,0.8733096424469723
raw_mean,rice,underexposed,tiny_le_0.1pct,9,0.5729201155128
raw_mean,sheet_metal,overexposed,all,75,0.7177652195826925
raw_mean,sheet_metal,overexposed,large_gt_1pct,2,0.5997162349408028
raw_mean,sheet_metal,overexposed,small_0.1_to_1pct,4,0.9288019283999321
raw_mean,sheet_metal,overexposed,tiny_le_0.1pct,69,0.7089529171771154
raw_mean,sheet_metal,regular,all,75,0.7182067941225897
raw_mean,sheet_metal,regular,large_gt_1pct,2,0.6006536299481482
raw_mean,sheet_metal,regular,small_0.1_to_1pct,4,0.939194455753994
raw_mean,sheet_metal,regular,tiny_le_0.1pct,69,0.708803253279463
raw_mean,sheet_metal,shift_1,all,75,0.7277976062318651
raw_mean,sheet_metal,shift_1,large_gt_1pct,2,0.610561793952781
raw_mean,sheet_metal,shift_1,small_0.1_to_1pct,4,0.9776042063344836
raw_mean,sheet_metal,shift_1,tiny_le_0.1pct,69,0.7167142036832832
raw_mean,sheet_metal,shift_2,all,75,0.7241683505699195
raw_mean,sheet_metal,shift_2,large_gt_1pct,2,0.6080417473667948
raw_mean,sheet_metal,shift_2,small_0.1_to_1pct,4,0.9735126858804627
raw_mean,sheet_metal,shift_2,tiny_le_0.1pct,69,0.7130795949925903
raw_mean,sheet_metal,shift_3,all,75,0.728004547157593
raw_mean,sheet_metal,shift_3,large_gt_1pct,2,0.6168875677714619
raw_mean,sheet_metal,shift_3,small_0.1_to_1pct,4,0.9799418357966672
raw_mean,sheet_metal,shift_3,tiny_le_0.1pct,69,0.7166202689578307
raw_mean,sheet_metal,underexposed,all,75,0.7179212342183924
raw_mean,sheet_metal,underexposed,large_gt_1pct,2,0.6030939561736978
raw_mean,sheet_metal,underexposed,small_0.1_to_1pct,4,0.9523150209445098
raw_mean,sheet_metal,underexposed,tiny_le_0.1pct,69,0.707661515510938
raw_mean,vial,overexposed,all,25,0.7950148177481772
raw_mean,vial,overexposed,large_gt_1pct,7,0.4840256967036187
raw_mean,vial,overexposed,small_0.1_to_1pct,11,0.91347678406553
raw_mean,vial,overexposed,tiny_le_0.1pct,7,0.9198494202940585
raw_mean,vial,regular,all,24,0.7962303877577754
raw_mean,vial,regular,large_gt_1pct,7,0.4877278629939645
raw_mean,vial,regular,small_0.1_to_1pct,11,0.914771868775652
raw_mean,vial,regular,tiny_le_0.1pct,6,0.9388239514494465
raw_mean,vial,shift_1,all,25,0.7485461685142216
raw_mean,vial,shift_1,large_gt_1pct,7,0.4874485643170504
raw_mean,vial,shift_1,small_0.1_to_1pct,11,0.854388581052546
raw_mean,vial,shift_1,tiny_le_0.1pct,7,0.8433199815797607
raw_mean,vial,shift_2,all,25,0.7980830024454085
raw_mean,vial,shift_2,large_gt_1pct,7,0.4904308438358689
raw_mean,vial,shift_2,small_0.1_to_1pct,11,0.9120184893577791
raw_mean,vial,shift_2,tiny_le_0.1pct,7,0.926693681621227
raw_mean,vial,shift_3,all,25,0.7776967024647347
raw_mean,vial,shift_3,large_gt_1pct,7,0.48631643142226455
raw_mean,vial,shift_3,small_0.1_to_1pct,11,0.8914338828664581
raw_mean,vial,shift_3,tiny_le_0.1pct,7,0.8903471185902095
raw_mean,vial,shift_4,all,25,0.7360144629303764
raw_mean,vial,shift_4,large_gt_1pct,7,0.4852878799360448
raw_mean,vial,shift_4,small_0.1_to_1pct,11,0.8424593818334414
raw_mean,vial,shift_4,tiny_le_0.1pct,7,0.8194704590770413
raw_mean,vial,underexposed,all,26,0.7824544122590741
raw_mean,vial,underexposed,large_gt_1pct,7,0.4917043920077
raw_mean,vial,underexposed,small_0.1_to_1pct,11,0.913930160857537
raw_mean,vial,underexposed,tiny_le_0.1pct,8,0.8560815256561627
raw_mean,wallplugs,overexposed,all,15,0.616316780448011
raw_mean,wallplugs,overexposed,large_gt_1pct,2,0.9075983119546296
raw_mean,wallplugs,overexposed,small_0.1_to_1pct,3,0.3971559810396775
raw_mean,wallplugs,overexposed,tiny_le_0.1pct,10,0.6238087139691793
raw_mean,wallplugs,regular,all,15,0.6122389731112805
raw_mean,wallplugs,regular,large_gt_1pct,2,0.9060503999001965
raw_mean,wallplugs,regular,small_0.1_to_1pct,3,0.38988924998231006
raw_mean,wallplugs,regular,tiny_le_0.1pct,10,0.6201816046921786
raw_mean,wallplugs,shift_1,all,15,0.6397340087727729
raw_mean,wallplugs,shift_1,large_gt_1pct,2,0.9045300567516112
raw_mean,wallplugs,shift_1,small_0.1_to_1pct,3,0.4669460032548454
raw_mean,wallplugs,shift_1,tiny_le_0.1pct,10,0.6386112008323974
raw_mean,wallplugs,shift_2,all,15,0.47948752660738403
raw_mean,wallplugs,shift_2,large_gt_1pct,2,0.6948411569012797
raw_mean,wallplugs,shift_2,small_0.1_to_1pct,3,0.22226790603385413
raw_mean,wallplugs,shift_2,tiny_le_0.1pct,10,0.5135826867206701
raw_mean,wallplugs,shift_3,all,15,0.5688357211393583
raw_mean,wallplugs,shift_3,large_gt_1pct,2,0.8202336235920423
raw_mean,wallplugs,shift_3,small_0.1_to_1pct,3,0.375822019380061
raw_mean,wallplugs,shift_3,tiny_le_0.1pct,10,0.5764602511766099
raw_mean,wallplugs,underexposed,all,15,0.6123423892213303
raw_mean,wallplugs,underexposed,large_gt_1pct,2,0.9034530158872354
raw_mean,wallplugs,underexposed,small_0.1_to_1pct,3,0.39472814352362706
raw_mean,wallplugs,underexposed,tiny_le_0.1pct,10,0.6194045375974494
raw_mean,walnuts,overexposed,all,44,0.7390086494010379
raw_mean,walnuts,overexposed,large_gt_1pct,10,0.7807519247615596
raw_mean,walnuts,overexposed,small_0.1_to_1pct,14,0.8040486869359146
raw_mean,walnuts,overexposed,tiny_le_0.1pct,20,0.6726089854463801
raw_mean,walnuts,regular,all,44,0.7400885346256394
raw_mean,walnuts,regular,large_gt_1pct,10,0.7829478935597276
raw_mean,walnuts,regular,small_0.1_to_1pct,14,0.801793979002802
raw_mean,walnuts,regular,tiny_le_0.1pct,20,0.6754650440945934
raw_mean,walnuts,shift_1,all,44,0.5694309359249706
raw_mean,walnuts,shift_1,large_gt_1pct,10,0.6882426752948024
raw_mean,walnuts,shift_1,small_0.1_to_1pct,14,0.6126289610120746
raw_mean,walnuts,shift_1,tiny_le_0.1pct,20,0.4797864486790796
raw_mean,walnuts,shift_2,all,44,0.7481708817719024
raw_mean,walnuts,shift_2,large_gt_1pct,10,0.7765936096582234
raw_mean,walnuts,shift_2,small_0.1_to_1pct,14,0.7998840614481221
raw_mean,walnuts,shift_2,tiny_le_0.1pct,20,0.6977602920553969
raw_mean,walnuts,shift_3,all,44,0.6072875110470927
raw_mean,walnuts,shift_3,large_gt_1pct,10,0.6991141928733721
raw_mean,walnuts,shift_3,small_0.1_to_1pct,14,0.6472125141752255
raw_mean,walnuts,shift_3,tiny_le_0.1pct,20,0.5334266679442599
raw_mean,walnuts,underexposed,all,44,0.7430660165154629
raw_mean,walnuts,underexposed,large_gt_1pct,10,0.7856897865708506
raw_mean,walnuts,underexposed,small_0.1_to_1pct,14,0.7994094338468735
raw_mean,walnuts,underexposed,tiny_le_0.1pct,20,0.6823137393557922
tail_geomean,can,overexposed,all,16,0.14444776928915387
tail_geomean,can,overexposed,large_gt_1pct,0,nan
tail_geomean,can,overexposed,small_0.1_to_1pct,0,nan
tail_geomean,can,overexposed,tiny_le_0.1pct,16,0.14444776928915387
tail_geomean,can,regular,all,16,0.14474535917403367
tail_geomean,can,regular,large_gt_1pct,0,nan
tail_geomean,can,regular,small_0.1_to_1pct,0,nan
tail_geomean,can,regular,tiny_le_0.1pct,16,0.14474535917403367
tail_geomean,can,shift_1,all,16,0.14677347672538194
tail_geomean,can,shift_1,large_gt_1pct,0,nan
tail_geomean,can,shift_1,small_0.1_to_1pct,0,nan
tail_geomean,can,shift_1,tiny_le_0.1pct,16,0.14677347672538194
tail_geomean,can,shift_2,all,16,0.11067399279952553
tail_geomean,can,shift_2,large_gt_1pct,0,nan
tail_geomean,can,shift_2,small_0.1_to_1pct,0,nan
tail_geomean,can,shift_2,tiny_le_0.1pct,16,0.11067399279952553
tail_geomean,can,shift_3,all,16,0.1119314540804425
tail_geomean,can,shift_3,large_gt_1pct,0,nan
tail_geomean,can,shift_3,small_0.1_to_1pct,0,nan
tail_geomean,can,shift_3,tiny_le_0.1pct,16,0.1119314540804425
tail_geomean,can,underexposed,all,16,0.14092919939499537
tail_geomean,can,underexposed,large_gt_1pct,0,nan
tail_geomean,can,underexposed,small_0.1_to_1pct,0,nan
tail_geomean,can,underexposed,tiny_le_0.1pct,16,0.14092919939499537
tail_geomean,fabric,overexposed,all,32,0.3591347315003309
tail_geomean,fabric,overexposed,large_gt_1pct,1,0.4102083515810474
tail_geomean,fabric,overexposed,small_0.1_to_1pct,1,0.9980115061256885
tail_geomean,fabric,overexposed,tiny_le_0.1pct,30,0.3361363850101205
tail_geomean,fabric,regular,all,32,0.3556599241519776
tail_geomean,fabric,regular,large_gt_1pct,1,0.4074348505836183
tail_geomean,fabric,regular,small_0.1_to_1pct,1,0.9979447804196558
tail_geomean,fabric,regular,tiny_le_0.1pct,30,0.332524598061988
tail_geomean,fabric,shift_1,all,32,0.374397499147965
tail_geomean,fabric,shift_1,large_gt_1pct,1,0.4134971971564985
tail_geomean,fabric,shift_1,small_0.1_to_1pct,1,0.9991696761339944
tail_geomean,fabric,shift_1,tiny_le_0.1pct,30,0.3522684366481311
tail_geomean,fabric,shift_2,all,32,0.47828143784085814
tail_geomean,fabric,shift_2,large_gt_1pct,1,0.4254103775769291
tail_geomean,fabric,shift_2,small_0.1_to_1pct,1,0.9985911153844608
tail_geomean,fabric,shift_2,tiny_le_0.1pct,30,0.4627001505982132
tail_geomean,fabric,shift_3,all,32,0.482295181659395
tail_geomean,fabric,shift_3,large_gt_1pct,1,0.4318418106723796
tail_geomean,fabric,shift_3,small_0.1_to_1pct,1,0.9988868828220351
tail_geomean,fabric,shift_3,tiny_le_0.1pct,30,0.4667572373202074
tail_geomean,fabric,underexposed,all,32,0.3553597449456176
tail_geomean,fabric,underexposed,large_gt_1pct,1,0.4054755314086134
tail_geomean,fabric,underexposed,small_0.1_to_1pct,1,0.9979737990001339
tail_geomean,fabric,underexposed,tiny_le_0.1pct,30,0.33226875026169284
tail_geomean,fruit_jelly,overexposed,all,57,0.5575303909025539
tail_geomean,fruit_jelly,overexposed,large_gt_1pct,7,0.5121154629272543
tail_geomean,fruit_jelly,overexposed,small_0.1_to_1pct,10,0.7740358046833499
tail_geomean,fruit_jelly,overexposed,tiny_le_0.1pct,40,0.5113516498530257
tail_geomean,fruit_jelly,regular,all,57,0.5641569336714266
tail_geomean,fruit_jelly,regular,large_gt_1pct,7,0.5102707898554985
tail_geomean,fruit_jelly,regular,small_0.1_to_1pct,10,0.7821983206657903
tail_geomean,fruit_jelly,regular,tiny_le_0.1pct,40,0.519076662090623
tail_geomean,fruit_jelly,shift_1,all,57,0.5552485497000473
tail_geomean,fruit_jelly,shift_1,large_gt_1pct,7,0.5051589712448554
tail_geomean,fruit_jelly,shift_1,small_0.1_to_1pct,10,0.7745210168759156
tail_geomean,fruit_jelly,shift_1,tiny_le_0.1pct,40,0.5091961091357398
tail_geomean,fruit_jelly,underexposed,all,57,0.5646261620221386
tail_geomean,fruit_jelly,underexposed,large_gt_1pct,7,0.5068004043583233
tail_geomean,fruit_jelly,underexposed,small_0.1_to_1pct,10,0.7859633834884941
tail_geomean,fruit_jelly,underexposed,tiny_le_0.1pct,40,0.5194113642467131
tail_geomean,rice,overexposed,all,20,0.7306385377147534
tail_geomean,rice,overexposed,large_gt_1pct,1,0.9922782934724185
tail_geomean,rice,overexposed,small_0.1_to_1pct,10,0.8743077688481973
tail_geomean,rice,overexposed,tiny_le_0.1pct,9,0.5419349747045866
tail_geomean,rice,regular,all,20,0.7141882497249543
tail_geomean,rice,regular,large_gt_1pct,1,0.9926573977503389
tail_geomean,rice,regular,small_0.1_to_1pct,10,0.8465419222987488
tail_geomean,rice,regular,tiny_le_0.1pct,9,0.5361875970846245
tail_geomean,rice,shift_1,all,20,0.7004011648100539
tail_geomean,rice,shift_1,large_gt_1pct,1,0.9879910726300006
tail_geomean,rice,shift_1,small_0.1_to_1pct,10,0.8109596174602027
tail_geomean,rice,shift_1,tiny_le_0.1pct,9,0.5456040054410392
tail_geomean,rice,shift_2,all,20,0.7357314526783391
tail_geomean,rice,shift_2,large_gt_1pct,1,0.9964164633486678
tail_geomean,rice,shift_2,small_0.1_to_1pct,10,0.8587595610808437
tail_geomean,rice,shift_2,tiny_le_0.1pct,9,0.5700685532679034
tail_geomean,rice,shift_3,all,20,0.7284705977059732
tail_geomean,rice,shift_3,large_gt_1pct,1,0.996262616555123
tail_geomean,rice,shift_3,small_0.1_to_1pct,10,0.8531331254447561
tail_geomean,rice,shift_3,tiny_le_0.1pct,9,0.5602020092352804
tail_geomean,rice,underexposed,all,20,0.7118931557159965
tail_geomean,rice,underexposed,large_gt_1pct,1,0.992935096304959
tail_geomean,rice,underexposed,small_0.1_to_1pct,10,0.8547884025744974
tail_geomean,rice,underexposed,tiny_le_0.1pct,9,0.5218937769189145
tail_geomean,sheet_metal,overexposed,all,75,0.6178597977284078
tail_geomean,sheet_metal,overexposed,large_gt_1pct,2,0.5703676060019474
tail_geomean,sheet_metal,overexposed,small_0.1_to_1pct,4,0.8862906853655763
tail_geomean,sheet_metal,overexposed,tiny_le_0.1pct,69,0.6036751721183387
tail_geomean,sheet_metal,regular,all,75,0.6017133573747183
tail_geomean,sheet_metal,regular,large_gt_1pct,2,0.5684485643995456
tail_geomean,sheet_metal,regular,small_0.1_to_1pct,4,0.895733402305513
tail_geomean,sheet_metal,regular,tiny_le_0.1pct,69,0.5856329139867203
tail_geomean,sheet_metal,shift_1,all,75,0.6750612511612384
tail_geomean,sheet_metal,shift_1,large_gt_1pct,2,0.5664699630226532
tail_geomean,sheet_metal,shift_1,small_0.1_to_1pct,4,0.9687188759874502
tail_geomean,sheet_metal,shift_1,tiny_le_0.1pct,69,0.6611851943057665
tail_geomean,sheet_metal,shift_2,all,75,0.6823275629494431
tail_geomean,sheet_metal,shift_2,large_gt_1pct,2,0.5665275951080755
tail_geomean,sheet_metal,shift_2,small_0.1_to_1pct,4,0.9642793850586718
tail_geomean,sheet_metal,shift_2,tiny_le_0.1pct,69,0.6693390505906963
tail_geomean,sheet_metal,shift_3,all,75,0.6615186100061673
tail_geomean,sheet_metal,shift_3,large_gt_1pct,2,0.5686235334614498
tail_geomean,sheet_metal,shift_3,small_0.1_to_1pct,4,0.9722138425733713
tail_geomean,sheet_metal,shift_3,tiny_le_0.1pct,69,0.6461999030905311
tail_geomean,sheet_metal,underexposed,all,75,0.5884843367777763
tail_geomean,sheet_metal,underexposed,large_gt_1pct,2,0.5629663635642992
tail_geomean,sheet_metal,underexposed,small_0.1_to_1pct,4,0.9118673312896537
tail_geomean,sheet_metal,underexposed,tiny_le_0.1pct,69,0.5704771479137292
tail_geomean,vial,overexposed,all,25,0.792201053546855
tail_geomean,vial,overexposed,large_gt_1pct,7,0.48132707812605713
tail_geomean,vial,overexposed,small_0.1_to_1pct,11,0.9099655888859393
tail_geomean,vial,overexposed,tiny_le_0.1pct,7,0.9180164734348054
tail_geomean,vial,regular,all,24,0.7931567996303246
tail_geomean,vial,regular,large_gt_1pct,7,0.48512726855581034
tail_geomean,vial,regular,small_0.1_to_1pct,11,0.9095108406635641
tail_geomean,vial,regular,tiny_le_0.1pct,6,0.9392088439896591
tail_geomean,vial,shift_1,all,25,0.7495963060801666
tail_geomean,vial,shift_1,large_gt_1pct,7,0.4880232949225515
tail_geomean,vial,shift_1,small_0.1_to_1pct,11,0.852792880013022
tail_geomean,vial,shift_1,tiny_le_0.1pct,7,0.8490032724861576
tail_geomean,vial,shift_2,all,25,0.7948214165148796
tail_geomean,vial,shift_2,large_gt_1pct,7,0.4877125893941087
tail_geomean,vial,shift_2,small_0.1_to_1pct,11,0.9076649375332976
tail_geomean,vial,shift_2,tiny_le_0.1pct,7,0.9246047106067186
tail_geomean,vial,shift_3,all,25,0.7773535354288319
tail_geomean,vial,shift_3,large_gt_1pct,7,0.4851744256365402
tail_geomean,vial,shift_3,small_0.1_to_1pct,11,0.8908015324960435
tail_geomean,vial,shift_3,tiny_le_0.1pct,7,0.891257221258366
tail_geomean,vial,shift_4,all,25,0.7375340281525914
tail_geomean,vial,shift_4,large_gt_1pct,7,0.48758509090506846
tail_geomean,vial,shift_4,small_0.1_to_1pct,11,0.8407720827066245
tail_geomean,vial,shift_4,tiny_le_0.1pct,7,0.8252517368152246
tail_geomean,vial,underexposed,all,26,0.7593115440527631
tail_geomean,vial,underexposed,large_gt_1pct,7,0.48977542619283704
tail_geomean,vial,underexposed,small_0.1_to_1pct,11,0.9097280442697372
tail_geomean,vial,underexposed,tiny_le_0.1pct,8,0.7883329593818605
tail_geomean,wallplugs,overexposed,all,15,0.5499209170123989
tail_geomean,wallplugs,overexposed,large_gt_1pct,2,0.9077912759260521
tail_geomean,wallplugs,overexposed,small_0.1_to_1pct,3,0.40097992040805064
tail_geomean,wallplugs,overexposed,tiny_le_0.1pct,10,0.5230291442110052
tail_geomean,wallplugs,regular,all,15,0.5396192168226169
tail_geomean,wallplugs,regular,large_gt_1pct,2,0.9057740412271659
tail_geomean,wallplugs,regular,small_0.1_to_1pct,3,0.3948077377879112
tail_geomean,wallplugs,regular,tiny_le_0.1pct,10,0.5098316956521517
tail_geomean,wallplugs,shift_1,all,15,0.6398213586764436
tail_geomean,wallplugs,shift_1,large_gt_1pct,2,0.9096452390589321
tail_geomean,wallplugs,shift_1,small_0.1_to_1pct,3,0.47454164042646674
tail_geomean,wallplugs,shift_1,tiny_le_0.1pct,10,0.6354404980749515
tail_geomean,wallplugs,shift_2,all,15,0.48652754320376385
tail_geomean,wallplugs,shift_2,large_gt_1pct,2,0.6995578159584854
tail_geomean,wallplugs,shift_2,small_0.1_to_1pct,3,0.2261227801944402
tail_geomean,wallplugs,shift_2,tiny_le_0.1pct,10,0.5220429175556196
tail_geomean,wallplugs,shift_3,all,15,0.5634895608099234
tail_geomean,wallplugs,shift_3,large_gt_1pct,2,0.8286398734202834
tail_geomean,wallplugs,shift_3,small_0.1_to_1pct,3,0.3822068408619106
tail_geomean,wallplugs,shift_3,tiny_le_0.1pct,10,0.5648443142722662
tail_geomean,wallplugs,underexposed,all,15,0.5312929393254864
tail_geomean,wallplugs,underexposed,large_gt_1pct,2,0.9024095287000812
tail_geomean,wallplugs,underexposed,small_0.1_to_1pct,3,0.39892196206627556
tail_geomean,wallplugs,underexposed,tiny_le_0.1pct,10,0.49678091462836416
tail_geomean,walnuts,overexposed,all,44,0.7384970629263322
tail_geomean,walnuts,overexposed,large_gt_1pct,10,0.7786961221279185
tail_geomean,walnuts,overexposed,small_0.1_to_1pct,14,0.8004035784606565
tail_geomean,walnuts,overexposed,tiny_le_0.1pct,20,0.6750629724515207
tail_geomean,walnuts,regular,all,44,0.7393432177842494
tail_geomean,walnuts,regular,large_gt_1pct,10,0.7809134902133822
tail_geomean,walnuts,regular,small_0.1_to_1pct,14,0.7982438396839395
tail_geomean,walnuts,regular,tiny_le_0.1pct,20,0.6773276462399195
tail_geomean,walnuts,shift_1,all,44,0.5762660867379812
tail_geomean,walnuts,shift_1,large_gt_1pct,10,0.6909468678278131
tail_geomean,walnuts,shift_1,small_0.1_to_1pct,14,0.617854442580517
tail_geomean,walnuts,shift_1,tiny_le_0.1pct,20,0.48981384710328674
tail_geomean,walnuts,shift_2,all,44,0.7474271528136103
tail_geomean,walnuts,shift_2,large_gt_1pct,10,0.7760264025515096
tail_geomean,walnuts,shift_2,small_0.1_to_1pct,14,0.7966927911923867
tail_geomean,walnuts,shift_2,tiny_le_0.1pct,20,0.6986415810795343
tail_geomean,walnuts,shift_3,all,44,0.612128219099608
tail_geomean,walnuts,shift_3,large_gt_1pct,10,0.7012659475938633
tail_geomean,walnuts,shift_3,small_0.1_to_1pct,14,0.6507916445351608
tail_geomean,walnuts,shift_3,tiny_le_0.1pct,20,0.5404949570475931
tail_geomean,walnuts,underexposed,all,44,0.742521526785436
tail_geomean,walnuts,underexposed,large_gt_1pct,10,0.7835036576723733
tail_geomean,walnuts,underexposed,small_0.1_to_1pct,14,0.7955499141900754
tail_geomean,walnuts,underexposed,tiny_le_0.1pct,20,0.6849105901587467
tail_mean,can,overexposed,all,16,0.14066812931487935
tail_mean,can,overexposed,large_gt_1pct,0,nan
tail_mean,can,overexposed,small_0.1_to_1pct,0,nan
tail_mean,can,overexposed,tiny_le_0.1pct,16,0.14066812931487935
tail_mean,can,regular,all,16,0.1408171544999618
tail_mean,can,regular,large_gt_1pct,0,nan
tail_mean,can,regular,small_0.1_to_1pct,0,nan
tail_mean,can,regular,tiny_le_0.1pct,16,0.1408171544999618
tail_mean,can,shift_1,all,16,0.158542089935463
tail_mean,can,shift_1,large_gt_1pct,0,nan
tail_mean,can,shift_1,small_0.1_to_1pct,0,nan
tail_mean,can,shift_1,tiny_le_0.1pct,16,0.158542089935463
tail_mean,can,shift_2,all,16,0.10672472283457385
tail_mean,can,shift_2,large_gt_1pct,0,nan
tail_mean,can,shift_2,small_0.1_to_1pct,0,nan
tail_mean,can,shift_2,tiny_le_0.1pct,16,0.10672472283457385
tail_mean,can,shift_3,all,16,0.11313980001956589
tail_mean,can,shift_3,large_gt_1pct,0,nan
tail_mean,can,shift_3,small_0.1_to_1pct,0,nan
tail_mean,can,shift_3,tiny_le_0.1pct,16,0.11313980001956589
tail_mean,can,underexposed,all,16,0.13777590666449563
tail_mean,can,underexposed,large_gt_1pct,0,nan
tail_mean,can,underexposed,small_0.1_to_1pct,0,nan
tail_mean,can,underexposed,tiny_le_0.1pct,16,0.13777590666449563
tail_mean,fabric,overexposed,all,32,0.474211887470799
tail_mean,fabric,overexposed,large_gt_1pct,1,0.5043476754227512
tail_mean,fabric,overexposed,small_0.1_to_1pct,1,0.9977949886839741
tail_mean,fabric,overexposed,tiny_le_0.1pct,30,0.4557545911652883
tail_mean,fabric,regular,all,32,0.4644877125306027
tail_mean,fabric,regular,large_gt_1pct,1,0.5043911027436551
tail_mean,fabric,regular,small_0.1_to_1pct,1,0.9977218133853196
tail_mean,fabric,regular,tiny_le_0.1pct,30,0.445383129495001
tail_mean,fabric,shift_1,all,32,0.48131599856132007
tail_mean,fabric,shift_1,large_gt_1pct,1,0.5075528363444273
tail_mean,fabric,shift_1,small_0.1_to_1pct,1,0.9990020600424361
tail_mean,fabric,shift_1,tiny_le_0.1pct,30,0.4631852352525038
tail_mean,fabric,shift_2,all,32,0.5574339835286205
tail_mean,fabric,shift_2,large_gt_1pct,1,0.47903222292198067
tail_mean,fabric,shift_2,small_0.1_to_1pct,1,0.9984950722289998
tail_mean,fabric,shift_2,tiny_le_0.1pct,30,0.5453453392588422
tail_mean,fabric,shift_3,all,32,0.5792955276933849
tail_mean,fabric,shift_3,large_gt_1pct,1,0.4908030756098279
tail_mean,fabric,shift_3,small_0.1_to_1pct,1,0.9987980030476782
tail_mean,fabric,shift_3,tiny_le_0.1pct,30,0.5682618602510303
tail_mean,fabric,underexposed,all,32,0.45027295209514495
tail_mean,fabric,underexposed,large_gt_1pct,1,0.5035605537820061
tail_mean,fabric,underexposed,small_0.1_to_1pct,1,0.997744740622342
tail_mean,fabric,underexposed,tiny_le_0.1pct,30,0.4302476390880024
tail_mean,fruit_jelly,overexposed,all,57,0.5597331857771445
tail_mean,fruit_jelly,overexposed,large_gt_1pct,7,0.509642533918828
tail_mean,fruit_jelly,overexposed,small_0.1_to_1pct,10,0.771340268417473
tail_mean,fruit_jelly,overexposed,tiny_le_0.1pct,40,0.515597279192267
tail_mean,fruit_jelly,regular,all,57,0.5672632130773749
tail_mean,fruit_jelly,regular,large_gt_1pct,7,0.5090605880759459
tail_mean,fruit_jelly,regular,small_0.1_to_1pct,10,0.7807238094523711
tail_mean,fruit_jelly,regular,tiny_le_0.1pct,40,0.5240835233588739
tail_mean,fruit_jelly,shift_1,all,57,0.5563379931115252
tail_mean,fruit_jelly,shift_1,large_gt_1pct,7,0.5056479271186975
tail_mean,fruit_jelly,shift_1,small_0.1_to_1pct,10,0.7730300768752779
tail_mean,fruit_jelly,shift_1,tiny_le_0.1pct,40,0.511035733719329
tail_mean,fruit_jelly,underexposed,all,57,0.5653146266319937
tail_mean,fruit_jelly,underexposed,large_gt_1pct,7,0.5050744596029085
tail_mean,fruit_jelly,underexposed,small_0.1_to_1pct,10,0.7833523541968318
tail_mean,fruit_jelly,underexposed,tiny_le_0.1pct,40,0.5213472239708733
tail_mean,rice,overexposed,all,20,0.7540523514299143
tail_mean,rice,overexposed,large_gt_1pct,1,0.9963500720867502
tail_mean,rice,overexposed,small_0.1_to_1pct,10,0.88830919140531
tail_mean,rice,overexposed,tiny_le_0.1pct,9,0.5779561158287351
tail_mean,rice,regular,all,20,0.7428434314996146
tail_mean,rice,regular,large_gt_1pct,1,0.9965212790299713
tail_mean,rice,regular,small_0.1_to_1pct,10,0.8634762131346816
tail_mean,rice,regular,tiny_le_0.1pct,9,0.58062057995729
tail_mean,rice,shift_1,all,20,0.7105555404464875
tail_mean,rice,shift_1,large_gt_1pct,1,0.9946427902301292
tail_mean,rice,shift_1,small_0.1_to_1pct,10,0.821836698910152
tail_mean,rice,shift_1,tiny_le_0.1pct,9,0.5553445588442585
tail_mean,rice,shift_2,all,20,0.7584932366404812
tail_mean,rice,shift_2,large_gt_1pct,1,0.9965445528042077
tail_mean,rice,shift_2,small_0.1_to_1pct,10,0.8704093119357393
tail_mean,rice,shift_2,tiny_le_0.1pct,9,0.6076918956276622
tail_mean,rice,shift_3,all,20,0.7498657667278144
tail_mean,rice,shift_3,large_gt_1pct,1,0.9962287768038322
tail_mean,rice,shift_3,small_0.1_to_1pct,10,0.8537410123565403
tail_mean,rice,shift_3,tiny_le_0.1pct,9,0.6070751593541418
tail_mean,rice,underexposed,all,20,0.7391068723321249
tail_mean,rice,underexposed,large_gt_1pct,1,0.996358063867094
tail_mean,rice,underexposed,small_0.1_to_1pct,10,0.8668138501595902
tail_mean,rice,underexposed,tiny_le_0.1pct,9,0.5686267645755078
tail_mean,sheet_metal,overexposed,all,75,0.6944800475153875
tail_mean,sheet_metal,overexposed,large_gt_1pct,2,0.5970417587990986
tail_mean,sheet_metal,overexposed,small_0.1_to_1pct,4,0.9239239046396641
tail_mean,sheet_metal,overexposed,tiny_le_0.1pct,69,0.6840032525724316
