method,category,condition,size_band,regions,aupro_0_05
q99_harmonic,fabric,underexposed,all,32,0.3966394709275506
q99_harmonic,fabric,underexposed,large_gt_1pct,1,0.4666513539625618
q99_harmonic,fabric,underexposed,small_0.1_to_1pct,1,0.9979993544515577
q99_harmonic,fabric,underexposed,tiny_le_0.1pct,30,0.37426041204225935
q99_harmonic,fruit_jelly,overexposed,all,57,0.5592483044305726
q99_harmonic,fruit_jelly,overexposed,large_gt_1pct,7,0.5125100601592331
q99_harmonic,fruit_jelly,overexposed,small_0.1_to_1pct,10,0.7726577230534561
q99_harmonic,fruit_jelly,overexposed,tiny_le_0.1pct,40,0.5140751425223289
q99_harmonic,fruit_jelly,regular,all,57,0.5657978110577764
q99_harmonic,fruit_jelly,regular,large_gt_1pct,7,0.5110162782699799
q99_harmonic,fruit_jelly,regular,small_0.1_to_1pct,10,0.7813689394558229
q99_harmonic,fruit_jelly,regular,tiny_le_0.1pct,40,0.5214917971961305
q99_harmonic,fruit_jelly,shift_1,all,57,0.5564525511189923
q99_harmonic,fruit_jelly,shift_1,large_gt_1pct,7,0.5078046760720913
q99_harmonic,fruit_jelly,shift_1,small_0.1_to_1pct,10,0.7739160087972399
q99_harmonic,fruit_jelly,shift_1,tiny_le_0.1pct,40,0.510600064832644
q99_harmonic,fruit_jelly,underexposed,all,57,0.5651883209071217
q99_harmonic,fruit_jelly,underexposed,large_gt_1pct,7,0.5070935340268024
q99_harmonic,fruit_jelly,underexposed,small_0.1_to_1pct,10,0.7848728098007832
q99_harmonic,fruit_jelly,underexposed,tiny_le_0.1pct,40,0.5204337863877581
q99_harmonic,rice,overexposed,all,20,0.7544225858283318
q99_harmonic,rice,overexposed,large_gt_1pct,1,0.9960912439178574
q99_harmonic,rice,overexposed,small_0.1_to_1pct,10,0.8931884561320832
q99_harmonic,rice,overexposed,tiny_le_0.1pct,9,0.5733862123698249
q99_harmonic,rice,regular,all,20,0.7432107476628363
q99_harmonic,rice,regular,large_gt_1pct,1,0.9961785256843576
q99_harmonic,rice,regular,small_0.1_to_1pct,10,0.868328026059933
q99_harmonic,rice,regular,tiny_le_0.1pct,9,0.576084018552592
q99_harmonic,rice,shift_1,all,20,0.7081653681538667
q99_harmonic,rice,shift_1,large_gt_1pct,1,0.9941445523874433
q99_harmonic,rice,shift_1,small_0.1_to_1pct,10,0.8240106641829438
q99_harmonic,rice,shift_1,tiny_le_0.1pct,9,0.5476729076511916
q99_harmonic,rice,shift_2,all,20,0.7521854863281809
q99_harmonic,rice,shift_2,large_gt_1pct,1,0.9965162381720379
q99_harmonic,rice,shift_2,small_0.1_to_1pct,10,0.8680852318324931
q99_harmonic,rice,shift_2,tiny_le_0.1pct,9,0.596260130007481
q99_harmonic,rice,shift_3,all,20,0.7428902580439551
q99_harmonic,rice,shift_3,large_gt_1pct,1,0.9962570252342374
q99_harmonic,rice,shift_3,small_0.1_to_1pct,10,0.8575210378839051
q99_harmonic,rice,shift_3,tiny_le_0.1pct,9,0.5873708618673517
q99_harmonic,rice,underexposed,all,20,0.7404763125018102
q99_harmonic,rice,underexposed,large_gt_1pct,1,0.9960829507464419
q99_harmonic,rice,underexposed,small_0.1_to_1pct,10,0.8732363221485202
q99_harmonic,rice,underexposed,tiny_le_0.1pct,9,0.5645644530894255
q99_harmonic,sheet_metal,overexposed,all,75,0.7122806766499351
q99_harmonic,sheet_metal,overexposed,large_gt_1pct,2,0.5864994974919199
q99_harmonic,sheet_metal,overexposed,small_0.1_to_1pct,4,0.9153918040554284
q99_harmonic,sheet_metal,overexposed,tiny_le_0.1pct,69,0.7041519498194184
q99_harmonic,sheet_metal,regular,all,75,0.7102035175664969
q99_harmonic,sheet_metal,regular,large_gt_1pct,2,0.5865663494201503
q99_harmonic,sheet_metal,regular,small_0.1_to_1pct,4,0.9267487382568595
q99_harmonic,sheet_metal,regular,tiny_le_0.1pct,69,0.7012338574727564
q99_harmonic,sheet_metal,shift_1,all,75,0.7202297241801423
q99_harmonic,sheet_metal,shift_1,large_gt_1pct,2,0.5845018853331188
q99_harmonic,sheet_metal,shift_1,small_0.1_to_1pct,4,0.9761236773819507
q99_harmonic,sheet_metal,shift_1,tiny_le_0.1pct,69,0.7093294323669164
q99_harmonic,sheet_metal,shift_2,all,75,0.7191713258635909
q99_harmonic,sheet_metal,shift_2,large_gt_1pct,2,0.5847512949235101
q99_harmonic,sheet_metal,shift_2,small_0.1_to_1pct,4,0.9713023596406097
q99_harmonic,sheet_metal,shift_2,tiny_le_0.1pct,69,0.7084512668313075
q99_harmonic,sheet_metal,shift_3,all,75,0.7184122806151202
q99_harmonic,sheet_metal,shift_3,large_gt_1pct,2,0.587981956847099
q99_harmonic,sheet_metal,shift_3,small_0.1_to_1pct,4,0.9794236435610257
q99_harmonic,sheet_metal,shift_3,tiny_le_0.1pct,69,0.7070617762057393
q99_harmonic,sheet_metal,underexposed,all,75,0.7069083658472282
q99_harmonic,sheet_metal,underexposed,large_gt_1pct,2,0.5895421421184753
q99_harmonic,sheet_metal,underexposed,small_0.1_to_1pct,4,0.9426227280711804
q99_harmonic,sheet_metal,underexposed,tiny_le_0.1pct,69,0.6966456846669752
q99_harmonic,vial,overexposed,all,25,0.7961001406362178
q99_harmonic,vial,overexposed,large_gt_1pct,7,0.48615132268939915
q99_harmonic,vial,overexposed,small_0.1_to_1pct,11,0.913729362251953
q99_harmonic,vial,overexposed,tiny_le_0.1pct,7,0.9212030389011674
q99_harmonic,vial,regular,all,24,0.7975377871963913
q99_harmonic,vial,regular,large_gt_1pct,7,0.4906866332253901
q99_harmonic,vial,regular,small_0.1_to_1pct,11,0.9150965290988583
q99_harmonic,vial,regular,tiny_le_0.1pct,6,0.9400064400080744
q99_harmonic,vial,shift_1,all,25,0.7521101538087451
q99_harmonic,vial,shift_1,large_gt_1pct,7,0.4906021665718716
q99_harmonic,vial,shift_1,small_0.1_to_1pct,11,0.8567763245596278
q99_harmonic,vial,shift_1,tiny_le_0.1pct,7,0.8491427298656928
q99_harmonic,vial,shift_2,all,25,0.7993263051436528
q99_harmonic,vial,shift_2,large_gt_1pct,7,0.4930040046895398
q99_harmonic,vial,shift_2,small_0.1_to_1pct,11,0.912288498401041
q99_harmonic,vial,shift_2,tiny_le_0.1pct,7,0.9281365876218878
q99_harmonic,vial,shift_3,all,25,0.7801848838501744
q99_harmonic,vial,shift_3,large_gt_1pct,7,0.4889554644682076
q99_harmonic,vial,shift_3,small_0.1_to_1pct,11,0.8932090719317689
q99_harmonic,vial,shift_3,tiny_le_0.1pct,7,0.8938048648182108
q99_harmonic,vial,shift_4,all,25,0.7398126483641984
q99_harmonic,vial,shift_4,large_gt_1pct,7,0.4887581553152426
q99_harmonic,vial,shift_4,small_0.1_to_1pct,11,0.8445921829024933
q99_harmonic,vial,shift_4,tiny_le_0.1pct,7,0.8262135871387006
q99_harmonic,vial,underexposed,all,26,0.7812448307139509
q99_harmonic,vial,underexposed,large_gt_1pct,7,0.49458760086266157
q99_harmonic,vial,underexposed,small_0.1_to_1pct,11,0.9143678736196871
q99_harmonic,vial,underexposed,tiny_le_0.1pct,8,0.8490257228384396
q99_harmonic,wallplugs,overexposed,all,15,0.599304804717545
q99_harmonic,wallplugs,overexposed,large_gt_1pct,2,0.9091334091054748
q99_harmonic,wallplugs,overexposed,small_0.1_to_1pct,3,0.39682291847546997
q99_harmonic,wallplugs,overexposed,tiny_le_0.1pct,10,0.5980836497125835
q99_harmonic,wallplugs,regular,all,15,0.5931677089606112
q99_harmonic,wallplugs,regular,large_gt_1pct,2,0.9075172880982626
q99_harmonic,wallplugs,regular,small_0.1_to_1pct,3,0.39011829286214417
q99_harmonic,wallplugs,regular,tiny_le_0.1pct,10,0.5912126179626276
q99_harmonic,wallplugs,shift_1,all,15,0.6392550060594606
q99_harmonic,wallplugs,shift_1,large_gt_1pct,2,0.9086285047414688
q99_harmonic,wallplugs,shift_1,small_0.1_to_1pct,3,0.47143102934536285
q99_harmonic,wallplugs,shift_1,tiny_le_0.1pct,10,0.6357274993373083
q99_harmonic,wallplugs,shift_2,all,15,0.4836961243883931
q99_harmonic,wallplugs,shift_2,large_gt_1pct,2,0.6998323856887937
q99_harmonic,wallplugs,shift_2,small_0.1_to_1pct,3,0.22430976079056442
q99_harmonic,wallplugs,shift_2,tiny_le_0.1pct,10,0.5182847812076665
q99_harmonic,wallplugs,shift_3,all,15,0.5645560563459946
q99_harmonic,wallplugs,shift_3,large_gt_1pct,2,0.8267136765167663
q99_harmonic,wallplugs,shift_3,small_0.1_to_1pct,3,0.3800551235520544
q99_harmonic,wallplugs,shift_3,tiny_le_0.1pct,10,0.5674748121500256
q99_harmonic,wallplugs,underexposed,all,15,0.5927745327482367
q99_harmonic,wallplugs,underexposed,large_gt_1pct,2,0.904943817849371
q99_harmonic,wallplugs,underexposed,small_0.1_to_1pct,3,0.3943757304796272
q99_harmonic,wallplugs,underexposed,tiny_le_0.1pct,10,0.589860316408595
q99_harmonic,walnuts,overexposed,all,44,0.7391207711967605
q99_harmonic,walnuts,overexposed,large_gt_1pct,10,0.7806007104248067
q99_harmonic,walnuts,overexposed,small_0.1_to_1pct,14,0.8033287232820676
q99_harmonic,walnuts,overexposed,tiny_le_0.1pct,20,0.6734352351230377
q99_harmonic,walnuts,regular,all,44,0.740110008174048
q99_harmonic,walnuts,regular,large_gt_1pct,10,0.782837149136576
q99_harmonic,walnuts,regular,small_0.1_to_1pct,14,0.801078919472756
q99_harmonic,walnuts,regular,tiny_le_0.1pct,20,0.6760681997837131
q99_harmonic,walnuts,shift_1,all,44,0.5735330418374763
q99_harmonic,walnuts,shift_1,large_gt_1pct,10,0.6904324638120513
q99_harmonic,walnuts,shift_1,small_0.1_to_1pct,14,0.6159843282436027
q99_harmonic,walnuts,shift_1,tiny_le_0.1pct,20,0.48536743036589647
q99_harmonic,walnuts,shift_2,all,44,0.748134741103418
q99_harmonic,walnuts,shift_2,large_gt_1pct,10,0.7767799951468318
q99_harmonic,walnuts,shift_2,small_0.1_to_1pct,14,0.7992174744210024
q99_harmonic,walnuts,shift_2,tiny_le_0.1pct,20,0.6980542007594218
q99_harmonic,walnuts,shift_3,all,44,0.61014252326284
q99_harmonic,walnuts,shift_3,large_gt_1pct,10,0.7007992279555619
q99_harmonic,walnuts,shift_3,small_0.1_to_1pct,14,0.6495695006573438
q99_harmonic,walnuts,shift_3,tiny_le_0.1pct,20,0.537215286740326
q99_harmonic,walnuts,underexposed,all,44,0.7431360635461735
q99_harmonic,walnuts,underexposed,large_gt_1pct,10,0.7855025186384392
q99_harmonic,walnuts,underexposed,small_0.1_to_1pct,14,0.7986238337661996
q99_harmonic,walnuts,underexposed,tiny_le_0.1pct,20,0.6831113968460334
q99_mean,can,overexposed,all,16,0.14746911829752596
q99_mean,can,overexposed,large_gt_1pct,0,nan
q99_mean,can,overexposed,small_0.1_to_1pct,0,nan
q99_mean,can,overexposed,tiny_le_0.1pct,16,0.14746911829752596
q99_mean,can,regular,all,16,0.1475476940202292
q99_mean,can,regular,large_gt_1pct,0,nan
q99_mean,can,regular,small_0.1_to_1pct,0,nan
q99_mean,can,regular,tiny_le_0.1pct,16,0.1475476940202292
q99_mean,can,shift_1,all,16,0.17031462117177643
q99_mean,can,shift_1,large_gt_1pct,0,nan
q99_mean,can,shift_1,small_0.1_to_1pct,0,nan
q99_mean,can,shift_1,tiny_le_0.1pct,16,0.17031462117177643
q99_mean,can,shift_2,all,16,0.10784060992193603
q99_mean,can,shift_2,large_gt_1pct,0,nan
q99_mean,can,shift_2,small_0.1_to_1pct,0,nan
q99_mean,can,shift_2,tiny_le_0.1pct,16,0.10784060992193603
q99_mean,can,shift_3,all,16,0.1238622814646576
q99_mean,can,shift_3,large_gt_1pct,0,nan
q99_mean,can,shift_3,small_0.1_to_1pct,0,nan
q99_mean,can,shift_3,tiny_le_0.1pct,16,0.1238622814646576
q99_mean,can,underexposed,all,16,0.14366141727601636
q99_mean,can,underexposed,large_gt_1pct,0,nan
q99_mean,can,underexposed,small_0.1_to_1pct,0,nan
q99_mean,can,underexposed,tiny_le_0.1pct,16,0.14366141727601636
q99_mean,fabric,overexposed,all,32,0.41099700072284445
q99_mean,fabric,overexposed,large_gt_1pct,1,0.4822438919868267
q99_mean,fabric,overexposed,small_0.1_to_1pct,1,0.9979153899762239
q99_mean,fabric,overexposed,tiny_le_0.1pct,30,0.38905815803894245
q99_mean,fabric,regular,all,32,0.408437962818541
q99_mean,fabric,regular,large_gt_1pct,1,0.48259130857593524
q99_mean,fabric,regular,small_0.1_to_1pct,1,0.9978438979378729
q99_mean,fabric,regular,tiny_le_0.1pct,30,0.3863193201226587
q99_mean,fabric,shift_1,all,32,0.4243967284449722
q99_mean,fabric,shift_1,large_gt_1pct,1,0.48404794883497704
q99_mean,fabric,shift_1,small_0.1_to_1pct,1,0.9991143779473507
q99_mean,fabric,shift_1,tiny_le_0.1pct,30,0.4032510994485633
q99_mean,fabric,shift_2,all,32,0.5244393585084917
q99_mean,fabric,shift_2,large_gt_1pct,1,0.46441638072434843
q99_mean,fabric,shift_2,small_0.1_to_1pct,1,0.9985529827795497
q99_mean,fabric,shift_2,tiny_le_0.1pct,30,0.5106363369589371
q99_mean,fabric,shift_3,all,32,0.5320807189543372
q99_mean,fabric,shift_3,large_gt_1pct,1,0.476949603195105
q99_mean,fabric,shift_3,small_0.1_to_1pct,1,0.9988485548387915
q99_mean,fabric,shift_3,tiny_le_0.1pct,30,0.5183594949501643
q99_mean,fabric,underexposed,all,32,0.4082064305353811
q99_mean,fabric,underexposed,large_gt_1pct,1,0.4805375566751764
q99_mean,fabric,underexposed,small_0.1_to_1pct,1,0.9978854513142404
q99_mean,fabric,underexposed,tiny_le_0.1pct,30,0.3861394256381012
q99_mean,fruit_jelly,overexposed,all,57,0.5592143963817254
q99_mean,fruit_jelly,overexposed,large_gt_1pct,7,0.5113662520389953
q99_mean,fruit_jelly,overexposed,small_0.1_to_1pct,10,0.7716320339101546
q99_mean,fruit_jelly,overexposed,tiny_le_0.1pct,40,0.5144834122595905
q99_mean,fruit_jelly,regular,all,57,0.5659179627578953
q99_mean,fruit_jelly,regular,large_gt_1pct,7,0.5098511337641366
q99_mean,fruit_jelly,regular,small_0.1_to_1pct,10,0.7805435112858934
q99_mean,fruit_jelly,regular,tiny_le_0.1pct,40,0.5220732706998044
q99_mean,fruit_jelly,shift_1,all,57,0.5565379741597684
q99_mean,fruit_jelly,shift_1,large_gt_1pct,7,0.5073236897977841
q99_mean,fruit_jelly,shift_1,small_0.1_to_1pct,10,0.7732216815221307
q99_mean,fruit_jelly,shift_1,tiny_le_0.1pct,40,0.510979547082522
q99_mean,fruit_jelly,underexposed,all,57,0.5650646498728266
q99_mean,fruit_jelly,underexposed,large_gt_1pct,7,0.5060142455603648
q99_mean,fruit_jelly,underexposed,small_0.1_to_1pct,10,0.7838669213759706
q99_mean,fruit_jelly,underexposed,tiny_le_0.1pct,40,0.5206979027517158
q99_mean,rice,overexposed,all,20,0.7555355756142202
q99_mean,rice,overexposed,large_gt_1pct,1,0.9963358302910476
q99_mean,rice,overexposed,small_0.1_to_1pct,10,0.8924458785604807
q99_mean,rice,overexposed,tiny_le_0.1pct,9,0.5766574329321111
q99_mean,rice,regular,all,20,0.7445788977157008
q99_mean,rice,regular,large_gt_1pct,1,0.9964479056814888
q99_mean,rice,regular,small_0.1_to_1pct,10,0.8674516573363441
q99_mean,rice,regular,tiny_le_0.1pct,9,0.5800681639188164
q99_mean,rice,shift_1,all,20,0.7092431698639663
q99_mean,rice,shift_1,large_gt_1pct,1,0.9946098782512555
q99_mean,rice,shift_1,small_0.1_to_1pct,10,0.824470807609825
q99_mean,rice,shift_1,tiny_le_0.1pct,9,0.5495050492144585
q99_mean,rice,shift_2,all,20,0.7557691896248299
q99_mean,rice,shift_2,large_gt_1pct,1,0.9965059497882136
q99_mean,rice,shift_2,small_0.1_to_1pct,10,0.8691367634794006
q99_mean,rice,shift_2,tiny_le_0.1pct,9,0.6030566897683226
q99_mean,rice,shift_3,all,20,0.7474719119619334
q99_mean,rice,shift_3,large_gt_1pct,1,0.9961912298134901
q99_mean,rice,shift_3,small_0.1_to_1pct,10,0.8568646766096134
q99_mean,rice,shift_3,tiny_le_0.1pct,9,0.5982889159254783
q99_mean,rice,underexposed,all,20,0.7416544048910418
q99_mean,rice,underexposed,large_gt_1pct,1,0.9962790500883508
q99_mean,rice,underexposed,small_0.1_to_1pct,10,0.8722777435967455
q99_mean,rice,underexposed,tiny_le_0.1pct,9,0.5682257346405806
q99_mean,sheet_metal,overexposed,all,75,0.716384409870953
q99_mean,sheet_metal,overexposed,large_gt_1pct,2,0.58873542864651
q99_mean,sheet_metal,overexposed,small_0.1_to_1pct,4,0.9190516006134387
q99_mean,sheet_metal,overexposed,tiny_le_0.1pct,69,0.7083355576894963
q99_mean,sheet_metal,regular,all,75,0.7137923456284908
q99_mean,sheet_metal,regular,large_gt_1pct,2,0.5886521196525729
q99_mean,sheet_metal,regular,small_0.1_to_1pct,4,0.9294337569844053
q99_mean,sheet_metal,regular,tiny_le_0.1pct,69,0.7049186471723873
q99_mean,sheet_metal,shift_1,all,75,0.7259642087024462
q99_mean,sheet_metal,shift_1,large_gt_1pct,2,0.5917388442700968
q99_mean,sheet_metal,shift_1,small_0.1_to_1pct,4,0.9767567657594015
q99_mean,sheet_metal,shift_1,tiny_le_0.1pct,69,0.7153161000160274
q99_mean,sheet_metal,shift_2,all,75,0.724367501069029
q99_mean,sheet_metal,shift_2,large_gt_1pct,2,0.590896313422002
q99_mean,sheet_metal,shift_2,small_0.1_to_1pct,4,0.9719471060270255
q99_mean,sheet_metal,shift_2,tiny_le_0.1pct,69,0.7138837902786258
q99_mean,sheet_metal,shift_3,all,75,0.7240813326361393
q99_mean,sheet_metal,shift_3,large_gt_1pct,2,0.5958436678486382
q99_mean,sheet_metal,shift_3,small_0.1_to_1pct,4,0.9797875223857531
q99_mean,sheet_metal,shift_3,tiny_le_0.1pct,69,0.7129748191662392
q99_mean,sheet_metal,underexposed,all,75,0.7095694379712466
q99_mean,sheet_metal,underexposed,large_gt_1pct,2,0.5914801182805981
q99_mean,sheet_metal,underexposed,small_0.1_to_1pct,4,0.9441997322531709
q99_mean,sheet_metal,underexposed,tiny_le_0.1pct,69,0.6993905606126108
q99_mean,vial,overexposed,all,25,0.7958334204620612
q99_mean,vial,overexposed,large_gt_1pct,7,0.48529320063766246
q99_mean,vial,overexposed,small_0.1_to_1pct,11,0.9135238720091898
q99_mean,vial,overexposed,tiny_le_0.1pct,7,0.9214315021409675
q99_mean,vial,regular,all,24,0.7970924008480144
q99_mean,vial,regular,large_gt_1pct,7,0.4892115037385733
q99_mean,vial,regular,small_0.1_to_1pct,11,0.915149003505292
q99_mean,vial,regular,tiny_le_0.1pct,6,0.939849675937366
q99_mean,vial,shift_1,all,25,0.7497103117243131
q99_mean,vial,shift_1,large_gt_1pct,7,0.4891262635977838
q99_mean,vial,shift_1,small_0.1_to_1pct,11,0.8547798128944847
q99_mean,vial,shift_1,tiny_le_0.1pct,7,0.8451851437263094
q99_mean,vial,shift_2,all,25,0.7990629118209575
q99_mean,vial,shift_2,large_gt_1pct,7,0.49187401941452086
q99_mean,vial,shift_2,small_0.1_to_1pct,11,0.9121705534152548
q99_mean,vial,shift_2,tiny_le_0.1pct,7,0.9285112245792412
q99_mean,vial,shift_3,all,25,0.7785087366276431
q99_mean,vial,shift_3,large_gt_1pct,7,0.48745380596415927
q99_mean,vial,shift_3,small_0.1_to_1pct,11,0.8913966647192442
q99_mean,vial,shift_3,tiny_le_0.1pct,7,0.8921683517186085
q99_mean,vial,shift_4,all,25,0.7371424983737148
q99_mean,vial,shift_4,large_gt_1pct,7,0.4865580120128184
q99_mean,vial,shift_4,small_0.1_to_1pct,11,0.8427502116254704
q99_mean,vial,shift_4,tiny_le_0.1pct,7,0.8217720067675767
q99_mean,vial,underexposed,all,26,0.7853710599305952
q99_mean,vial,underexposed,large_gt_1pct,7,0.4929057780284216
q99_mean,vial,underexposed,small_0.1_to_1pct,11,0.9139952951313707
q99_mean,vial,underexposed,tiny_le_0.1pct,8,0.864419858193924
q99_mean,wallplugs,overexposed,all,15,0.6119099914436872
q99_mean,wallplugs,overexposed,large_gt_1pct,2,0.9070395691497662
q99_mean,wallplugs,overexposed,small_0.1_to_1pct,3,0.39529508769875127
q99_mean,wallplugs,overexposed,tiny_le_0.1pct,10,0.6178685470259451
q99_mean,wallplugs,regular,all,15,0.6076845154064558
q99_mean,wallplugs,regular,large_gt_1pct,2,0.9055081335797205
q99_mean,wallplugs,regular,small_0.1_to_1pct,3,0.38805004958217015
q99_mean,wallplugs,regular,tiny_le_0.1pct,10,0.6140101315190843
q99_mean,wallplugs,shift_1,all,15,0.638728312741735
q99_mean,wallplugs,shift_1,large_gt_1pct,2,0.9051005622763214
q99_mean,wallplugs,shift_1,small_0.1_to_1pct,3,0.46678447210070095
q99_mean,wallplugs,shift_1,tiny_le_0.1pct,10,0.6370370150271418
q99_mean,wallplugs,shift_2,all,15,0.4781985990022015
q99_mean,wallplugs,shift_2,large_gt_1pct,2,0.6964226821256375
q99_mean,wallplugs,shift_2,small_0.1_to_1pct,3,0.22126730389182145
q99_mean,wallplugs,shift_2,tiny_le_0.1pct,10,0.5116331709106334
q99_mean,wallplugs,shift_3,all,15,0.5665694845048008
q99_mean,wallplugs,shift_3,large_gt_1pct,2,0.8208956925393419
q99_mean,wallplugs,shift_3,small_0.1_to_1pct,3,0.3756367581641541
q99_mean,wallplugs,shift_3,tiny_le_0.1pct,10,0.5729840608000861
q99_mean,wallplugs,underexposed,all,15,0.6075968103437397
q99_mean,wallplugs,underexposed,large_gt_1pct,2,0.9029512855829127
q99_mean,wallplugs,underexposed,small_0.1_to_1pct,3,0.3927764830842087
q99_mean,wallplugs,underexposed,tiny_le_0.1pct,10,0.6129720134737576
q99_mean,walnuts,overexposed,all,44,0.7389339658190103
q99_mean,walnuts,overexposed,large_gt_1pct,10,0.7807861313314547
q99_mean,walnuts,overexposed,small_0.1_to_1pct,14,0.8039642442193293
q99_mean,walnuts,overexposed,tiny_le_0.1pct,20,0.6724866881825805
q99_mean,walnuts,regular,all,44,0.7400253681519536
q99_mean,walnuts,regular,large_gt_1pct,10,0.7829782427201126
q99_mean,walnuts,regular,small_0.1_to_1pct,14,0.8017237894608509
q99_mean,walnuts,regular,tiny_le_0.1pct,20,0.6753600359516582
q99_mean,walnuts,shift_1,all,44,0.5693245071379062
q99_mean,walnuts,shift_1,large_gt_1pct,10,0.6883268940977494
q99_mean,walnuts,shift_1,small_0.1_to_1pct,14,0.6125415456726643
q99_mean,walnuts,shift_1,tiny_le_0.1pct,20,0.4795713866836469
q99_mean,walnuts,shift_2,all,44,0.7480638456404204
q99_mean,walnuts,shift_2,large_gt_1pct,10,0.7766098793113899
q99_mean,walnuts,shift_2,small_0.1_to_1pct,14,0.799797338759472
q99_mean,walnuts,shift_2,tiny_le_0.1pct,20,0.6975773836216163
q99_mean,walnuts,shift_3,all,44,0.6071755885460417
q99_mean,walnuts,shift_3,large_gt_1pct,10,0.6991876057891052
q99_mean,walnuts,shift_3,small_0.1_to_1pct,14,0.6471317338403967
q99_mean,walnuts,shift_3,tiny_le_0.1pct,20,0.5332002782184567
q99_mean,walnuts,underexposed,all,44,0.7430070143678406
q99_mean,walnuts,underexposed,large_gt_1pct,10,0.7857259400149552
q99_mean,walnuts,underexposed,small_0.1_to_1pct,14,0.7993450173946367
q99_mean,walnuts,underexposed,tiny_le_0.1pct,20,0.6822109494255494
q99_positive_025,can,overexposed,all,16,0.1567701741933511
q99_positive_025,can,overexposed,large_gt_1pct,0,nan
q99_positive_025,can,overexposed,small_0.1_to_1pct,0,nan
q99_positive_025,can,overexposed,tiny_le_0.1pct,16,0.1567701741933511
q99_positive_025,can,regular,all,16,0.1565372697479877
q99_positive_025,can,regular,large_gt_1pct,0,nan
q99_positive_025,can,regular,small_0.1_to_1pct,0,nan
q99_positive_025,can,regular,tiny_le_0.1pct,16,0.1565372697479877
q99_positive_025,can,shift_1,all,16,0.1856988038505485
q99_positive_025,can,shift_1,large_gt_1pct,0,nan
q99_positive_025,can,shift_1,small_0.1_to_1pct,0,nan
q99_positive_025,can,shift_1,tiny_le_0.1pct,16,0.1856988038505485
q99_positive_025,can,shift_2,all,16,0.10494009530636415
q99_positive_025,can,shift_2,large_gt_1pct,0,nan
q99_positive_025,can,shift_2,small_0.1_to_1pct,0,nan
q99_positive_025,can,shift_2,tiny_le_0.1pct,16,0.10494009530636415
q99_positive_025,can,shift_3,all,16,0.13990671313821768
q99_positive_025,can,shift_3,large_gt_1pct,0,nan
q99_positive_025,can,shift_3,small_0.1_to_1pct,0,nan
q99_positive_025,can,shift_3,tiny_le_0.1pct,16,0.13990671313821768
q99_positive_025,can,underexposed,all,16,0.15347881474012115
q99_positive_025,can,underexposed,large_gt_1pct,0,nan
q99_positive_025,can,underexposed,small_0.1_to_1pct,0,nan
q99_positive_025,can,underexposed,tiny_le_0.1pct,16,0.15347881474012115
q99_positive_025,fabric,overexposed,all,32,0.35716420765162415
q99_positive_025,fabric,overexposed,large_gt_1pct,1,0.48152544110369855
q99_positive_025,fabric,overexposed,small_0.1_to_1pct,1,0.9981641822430162
q99_positive_025,fabric,overexposed,tiny_le_0.1pct,30,0.3316521673835175
q99_positive_025,fabric,regular,all,32,0.349187736146923
q99_positive_025,fabric,regular,large_gt_1pct,1,0.48368345970702536
q99_positive_025,fabric,regular,small_0.1_to_1pct,1,0.9981116874219716
q99_positive_025,fabric,regular,tiny_le_0.1pct,30,0.32307374698576263
q99_positive_025,fabric,shift_1,all,32,0.36363942686897693
q99_positive_025,fabric,shift_1,large_gt_1pct,1,0.48613583025808577
q99_positive_025,fabric,shift_1,small_0.1_to_1pct,1,0.9994223960762696
q99_positive_025,fabric,shift_1,tiny_le_0.1pct,30,0.33836344778243693
q99_positive_025,fabric,shift_2,all,32,0.46668187459854293
q99_positive_025,fabric,shift_2,large_gt_1pct,1,0.4663571965889206
q99_positive_025,fabric,shift_2,small_0.1_to_1pct,1,0.9985293887356024
q99_positive_025,fabric,shift_2,tiny_le_0.1pct,30,0.4489644467276319
q99_positive_025,fabric,shift_3,all,32,0.4671888904194906
q99_positive_025,fabric,shift_3,large_gt_1pct,1,0.47861371391477814
q99_positive_025,fabric,shift_3,small_0.1_to_1pct,1,0.9987964884973033
q99_positive_025,fabric,shift_3,tiny_le_0.1pct,30,0.4490878097003909
q99_positive_025,fabric,underexposed,all,32,0.35112157584150683
q99_positive_025,fabric,underexposed,large_gt_1pct,1,0.4812533170176046
q99_positive_025,fabric,underexposed,small_0.1_to_1pct,1,0.9983905368746024
q99_positive_025,fabric,underexposed,tiny_le_0.1pct,30,0.32520821910121
q99_positive_025,fruit_jelly,overexposed,all,57,0.5316589592957289
q99_positive_025,fruit_jelly,overexposed,large_gt_1pct,7,0.49925372842151317
q99_positive_025,fruit_jelly,overexposed,small_0.1_to_1pct,10,0.7589619503209091
q99_positive_025,fruit_jelly,overexposed,tiny_le_0.1pct,40,0.480504126942413
q99_positive_025,fruit_jelly,regular,all,57,0.5388935571698308
q99_positive_025,fruit_jelly,regular,large_gt_1pct,7,0.4986714946346777
q99_positive_025,fruit_jelly,regular,small_0.1_to_1pct,10,0.7674701363203956
q99_positive_025,fruit_jelly,regular,tiny_le_0.1pct,40,0.48878827332583064
q99_positive_025,fruit_jelly,shift_1,all,57,0.5304115914474289
q99_positive_025,fruit_jelly,shift_1,large_gt_1pct,7,0.49440786557513833
q99_positive_025,fruit_jelly,shift_1,small_0.1_to_1pct,10,0.760130677297804
