repeat,full_calls,selective_calls,full_crops,selective_crops,full_sec,selective_sec,saved_sec,saving_rate,speedup
1,243,182,502,397,297.023,240.746,56.277000000000015,0.18947017571029856,1.2337608932235635
2,243,182,502,397,287.022,232.422,54.599999999999994,0.19022932040052676,1.2349175207166274
3,243,182,502,397,287.431,243.133,44.29799999999997,0.15411698807713847,1.182196575536846
