method,n,normal,anomaly,auroc,ap
D_raw,200,100,100,0.9624999999999999,0.9688283370282473
M_global,200,100,100,0.5599,0.5729809850291132
M_tight_top1,200,100,100,0.45289999999999997,0.5142219460381039
M_context_top1,200,100,100,0.5101000000000001,0.5676439112760743
M_context_top3max,200,100,100,0.49060000000000004,0.5229296235149178
D_z,200,100,100,0.9624999999999999,0.9688283370282473
M_context_top1_z,200,100,100,0.5101000000000001,0.5676439112760743
naive_context_top1,200,100,100,0.9247,0.9475551308567973
naive_context_top3max,200,100,100,0.9286,0.9488439268760004
