method,n,normal,anomaly,auroc,ap
D_raw,114,24,90,0.6532407407407408,0.8914405058310522
M_global,114,24,90,0.650462962962963,0.8606312027867197
M_tight_top1,114,24,90,0.5935185185185186,0.8335220103850796
M_context_top1,114,24,90,0.41759259259259257,0.788952759147594
M_context_top3max,114,24,90,0.5171296296296296,0.818985764452509
D_z,114,24,90,0.6532407407407408,0.8914405058310522
M_context_top1_z,114,24,90,0.41759259259259257,0.788952759147594
naive_context_top1,114,24,90,0.6282407407407408,0.8886879690422339
naive_context_top3max,114,24,90,0.6166666666666667,0.8607478095191243
