method,n,normal,anomaly,auroc,ap
D_raw,140,35,105,0.8642176870748299,0.9514223221057349
M_global,140,35,105,0.4476190476190477,0.7543296830200056
M_tight_top1,140,35,105,0.6740136054421769,0.8758891286698366
M_context_top1,140,35,105,0.6010884353741497,0.8587155396746751
M_context_top3max,140,35,105,0.6960544217687075,0.8990175043741846
D_z,140,35,105,0.8642176870748299,0.9514223221057349
M_context_top1_z,140,35,105,0.6010884353741497,0.8587155396746751
naive_context_top1,140,35,105,0.820952380952381,0.9434977379986035
naive_context_top3max,140,35,105,0.8802721088435375,0.9639202113627237
