category,epoch,loss,bce,dice,identity,residual_l1,normal_fp
grid,1,2.758418083190918,0.445638507604599,0.9369526505470276,0.0,0.0,0.458609014749527
grid,50,2.7156128883361816,0.42798855900764465,0.9384980201721191,9.402025170857087e-05,0.005603296682238579,0.44777828454971313
grid,100,2.6749305725097656,0.4143664240837097,0.9393405914306641,0.00035065982956439257,0.011688468046486378,0.43627792596817017
grid,150,2.637385606765747,0.40262654423713684,0.9394790530204773,0.0007245274027809501,0.017841629683971405,0.4253297448158264
