category,image_id,method,best_window_coverage,union_coverage,recalled50,recalled90
fryum,76ae63a58d116bcef0b90bb7,top8,1.0,1.0,1.0,1.0
fryum,7b79b85be79dbd15a7ef0bce,grid8,0.19756838905775076,0.19756838905775076,0.0,0.0
fryum,7b79b85be79dbd15a7ef0bce,mixed8,1.0,1.0,1.0,1.0
fryum,7b79b85be79dbd15a7ef0bce,top8,1.0,1.0,1.0,1.0
fryum,7c4a79c3d182c14dd86bf5e9,grid8,0.0,0.0,0.0,0.0
fryum,7c4a79c3d182c14dd86bf5e9,mixed8,1.0,1.0,1.0,1.0
fryum,7c4a79c3d182c14dd86bf5e9,top8,1.0,1.0,1.0,1.0
fryum,7d64493def194919d5bbdfcb,grid8,0.0,0.0,0.0,0.0
fryum,7d64493def194919d5bbdfcb,mixed8,1.0,1.0,1.0,1.0
fryum,7d64493def194919d5bbdfcb,top8,1.0,1.0,1.0,1.0
fryum,80e711df3b1e427366c7b265,grid8,0.0,0.0,0.0,0.0
fryum,80e711df3b1e427366c7b265,mixed8,1.0,1.0,1.0,1.0
fryum,80e711df3b1e427366c7b265,top8,1.0,1.0,1.0,1.0
fryum,8158fb697f286afef8136831,grid8,1.0,1.0,1.0,1.0
fryum,8158fb697f286afef8136831,mixed8,1.0,1.0,1.0,1.0
fryum,8158fb697f286afef8136831,top8,1.0,1.0,1.0,1.0
fryum,8c73db972249d627ce5cc42d,grid8,1.0,1.0,1.0,1.0
fryum,8c73db972249d627ce5cc42d,mixed8,1.0,1.0,1.0,1.0
fryum,8c73db972249d627ce5cc42d,top8,1.0,1.0,1.0,1.0
fryum,936780b8fbb9114eb6559c17,grid8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
fryum,936780b8fbb9114eb6559c17,mixed8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
fryum,936780b8fbb9114eb6559c17,top8,1.0,1.0,1.0,1.0
fryum,983e626043ee09675b8a9bac,grid8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
fryum,983e626043ee09675b8a9bac,mixed8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
fryum,983e626043ee09675b8a9bac,top8,1.0,1.0,1.0,1.0
fryum,9a233808680ccbe66eed60fd,grid8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
fryum,9a233808680ccbe66eed60fd,mixed8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
fryum,9a233808680ccbe66eed60fd,top8,1.0,1.0,1.0,1.0
fryum,9bcd6e833b236cbc795dd8f5,grid8,0.875,0.875,0.875,0.875
fryum,9bcd6e833b236cbc795dd8f5,mixed8,0.5,0.5,0.5,0.5
fryum,9bcd6e833b236cbc795dd8f5,top8,0.0,0.0,0.0,0.0
fryum,a0f1a3cc0818e0e5eb11e7e0,grid8,0.0,0.0,0.0,0.0
fryum,a0f1a3cc0818e0e5eb11e7e0,mixed8,1.0,1.0,1.0,1.0
fryum,a0f1a3cc0818e0e5eb11e7e0,top8,1.0,1.0,1.0,1.0
fryum,a173dd6ce470aa641462ae9e,grid8,0.0,0.0,0.0,0.0
fryum,a173dd6ce470aa641462ae9e,mixed8,1.0,1.0,1.0,1.0
fryum,a173dd6ce470aa641462ae9e,top8,1.0,1.0,1.0,1.0
fryum,abccf93ccdf1ddd69aec4953,grid8,0.36,0.36,0.36,0.36
fryum,abccf93ccdf1ddd69aec4953,mixed8,1.0,1.0,1.0,1.0
fryum,abccf93ccdf1ddd69aec4953,top8,1.0,1.0,1.0,1.0
fryum,af89a3fc93367d11c2b90e46,grid8,1.0,1.0,1.0,1.0
fryum,af89a3fc93367d11c2b90e46,mixed8,1.0,1.0,1.0,1.0
fryum,af89a3fc93367d11c2b90e46,top8,0.0,0.0,0.0,0.0
fryum,affc226aa78a52c4a9e5f55d,grid8,0.0,0.0,0.0,0.0
fryum,affc226aa78a52c4a9e5f55d,mixed8,1.0,1.0,1.0,1.0
fryum,affc226aa78a52c4a9e5f55d,top8,1.0,1.0,1.0,1.0
fryum,b02417ed927c24517ea53019,grid8,0.0,0.0,0.0,0.0
fryum,b02417ed927c24517ea53019,mixed8,1.0,1.0,1.0,1.0
fryum,b02417ed927c24517ea53019,top8,1.0,1.0,1.0,1.0
fryum,b8f197ee8c7dea0ba265d809,grid8,0.0,0.0,0.0,0.0
fryum,b8f197ee8c7dea0ba265d809,mixed8,1.0,1.0,1.0,1.0
fryum,b8f197ee8c7dea0ba265d809,top8,1.0,1.0,1.0,1.0
fryum,be287c3d130dbab9e49c5e01,grid8,0.1567571628932078,0.1567571628932078,0.14285714285714285,0.07142857142857142
fryum,be287c3d130dbab9e49c5e01,mixed8,0.7228917982287254,0.7228917982287254,0.7142857142857143,0.7142857142857143
fryum,be287c3d130dbab9e49c5e01,top8,1.0,1.0,1.0,1.0
fryum,bf4604877c2cfdcdbd8c029c,grid8,1.0,1.0,1.0,1.0
fryum,bf4604877c2cfdcdbd8c029c,mixed8,1.0,1.0,1.0,1.0
fryum,bf4604877c2cfdcdbd8c029c,top8,1.0,1.0,1.0,1.0
fryum,c09fe3ad04c8af091445e1e8,grid8,1.0,1.0,1.0,1.0
fryum,c09fe3ad04c8af091445e1e8,mixed8,1.0,1.0,1.0,1.0
fryum,c09fe3ad04c8af091445e1e8,top8,1.0,1.0,1.0,1.0
fryum,c3d104097bd1c0951b4d0e40,grid8,1.0,1.0,1.0,1.0
fryum,c3d104097bd1c0951b4d0e40,mixed8,0.0,0.0,0.0,0.0
fryum,c3d104097bd1c0951b4d0e40,top8,1.0,1.0,1.0,1.0
fryum,d2227a3a0a5ded10b84aa59f,grid8,1.0,1.0,1.0,1.0
fryum,d2227a3a0a5ded10b84aa59f,mixed8,1.0,1.0,1.0,1.0
fryum,d2227a3a0a5ded10b84aa59f,top8,1.0,1.0,1.0,1.0
fryum,d45d40f0cfe3ec168b544349,grid8,0.5,0.5,0.5,0.5
fryum,d45d40f0cfe3ec168b544349,mixed8,0.0,0.0,0.0,0.0
fryum,d45d40f0cfe3ec168b544349,top8,1.0,1.0,1.0,1.0
fryum,d4ec56d92b5bc3454049717e,grid8,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043
fryum,d4ec56d92b5bc3454049717e,mixed8,1.0,1.0,1.0,1.0
fryum,d4ec56d92b5bc3454049717e,top8,1.0,1.0,1.0,1.0
fryum,ddec27e78f9f74f3e2195d7b,grid8,0.0,0.0,0.0,0.0
fryum,ddec27e78f9f74f3e2195d7b,mixed8,1.0,1.0,1.0,1.0
fryum,ddec27e78f9f74f3e2195d7b,top8,1.0,1.0,1.0,1.0
fryum,e13aaf7261b73fb3560ccb8a,grid8,1.0,1.0,1.0,1.0
fryum,e13aaf7261b73fb3560ccb8a,mixed8,1.0,1.0,1.0,1.0
fryum,e13aaf7261b73fb3560ccb8a,top8,1.0,1.0,1.0,1.0
fryum,e155f540bc071f756a015d82,grid8,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421
fryum,e155f540bc071f756a015d82,mixed8,1.0,1.0,1.0,1.0
fryum,e155f540bc071f756a015d82,top8,1.0,1.0,1.0,1.0
fryum,e1923bf3529e43dab3ed7a36,grid8,1.0,1.0,1.0,1.0
fryum,e1923bf3529e43dab3ed7a36,mixed8,0.5,0.5,0.5,0.5
fryum,e1923bf3529e43dab3ed7a36,top8,1.0,1.0,1.0,1.0
fryum,e6b2601125b73e982bd8a6d1,grid8,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727
fryum,e6b2601125b73e982bd8a6d1,mixed8,1.0,1.0,1.0,1.0
fryum,e6b2601125b73e982bd8a6d1,top8,1.0,1.0,1.0,1.0
fryum,e7ef16aed3002dad8595e1a8,grid8,0.0,0.0,0.0,0.0
fryum,e7ef16aed3002dad8595e1a8,mixed8,1.0,1.0,1.0,1.0
fryum,e7ef16aed3002dad8595e1a8,top8,1.0,1.0,1.0,1.0
fryum,e977d01059e3d0cd388b1029,grid8,0.0,0.0,0.0,0.0
fryum,e977d01059e3d0cd388b1029,mixed8,1.0,1.0,1.0,1.0
fryum,e977d01059e3d0cd388b1029,top8,1.0,1.0,1.0,1.0
fryum,ea02790de71c63f77a669219,grid8,0.7653636972883803,0.7653636972883803,0.6666666666666666,0.6666666666666666
fryum,ea02790de71c63f77a669219,mixed8,1.0,1.0,1.0,1.0
fryum,ea02790de71c63f77a669219,top8,1.0,1.0,1.0,1.0
fryum,eea7ab4a971c68837368d286,grid8,0.0,0.0,0.0,0.0
fryum,eea7ab4a971c68837368d286,mixed8,1.0,1.0,1.0,1.0
fryum,eea7ab4a971c68837368d286,top8,1.0,1.0,1.0,1.0
fryum,f3738daf5812e9a050851a6b,grid8,0.5,0.5,0.5,0.5
fryum,f3738daf5812e9a050851a6b,mixed8,0.5,0.5,0.5,0.5
fryum,f3738daf5812e9a050851a6b,top8,0.5,0.5,0.5,0.5
fryum,f547d01d4f8f187c7a38cfd7,grid8,0.5,0.5,0.5,0.5
fryum,f547d01d4f8f187c7a38cfd7,mixed8,1.0,1.0,1.0,1.0
fryum,f547d01d4f8f187c7a38cfd7,top8,0.75,0.75,0.75,0.75
fryum,f9d8f08a7f6b5e7422431cf4,grid8,0.0,0.0,0.0,0.0
fryum,f9d8f08a7f6b5e7422431cf4,mixed8,1.0,1.0,1.0,1.0
fryum,f9d8f08a7f6b5e7422431cf4,top8,1.0,1.0,1.0,1.0
fryum,fe17b3bb7e6d91bf855be45a,grid8,0.4451711585140112,0.4451711585140112,0.6666666666666666,0.0
fryum,fe17b3bb7e6d91bf855be45a,mixed8,1.0,1.0,1.0,1.0
fryum,fe17b3bb7e6d91bf855be45a,top8,1.0,1.0,1.0,1.0
macaroni1,009ae6d6a7cf15f60e00275e,grid8,1.0,1.0,1.0,1.0
macaroni1,009ae6d6a7cf15f60e00275e,mixed8,1.0,1.0,1.0,1.0
macaroni1,009ae6d6a7cf15f60e00275e,top8,1.0,1.0,1.0,1.0
macaroni1,067ddfed88952e43c12bc42a,grid8,0.8795379537953796,1.0,1.0,0.5
macaroni1,067ddfed88952e43c12bc42a,mixed8,1.0,1.0,1.0,1.0
macaroni1,067ddfed88952e43c12bc42a,top8,1.0,1.0,1.0,1.0
macaroni1,0b3d289359dc893c12d78013,grid8,1.0,1.0,1.0,1.0
macaroni1,0b3d289359dc893c12d78013,mixed8,1.0,1.0,1.0,1.0
macaroni1,0b3d289359dc893c12d78013,top8,1.0,1.0,1.0,1.0
macaroni1,0f35d2c299de03a383e80afe,grid8,0.835583796664019,1.0,1.0,0.6666666666666666
macaroni1,0f35d2c299de03a383e80afe,mixed8,1.0,1.0,1.0,1.0
macaroni1,0f35d2c299de03a383e80afe,top8,1.0,1.0,1.0,1.0
macaroni1,11a8694ae92e988093708a31,grid8,0.9551577152600171,0.9551577152600171,0.9411764705882353,0.9411764705882353
macaroni1,11a8694ae92e988093708a31,mixed8,1.0,1.0,1.0,1.0
macaroni1,11a8694ae92e988093708a31,top8,1.0,1.0,1.0,1.0
macaroni1,124a3ce41aebda69a518a35e,grid8,1.0,1.0,1.0,1.0
macaroni1,124a3ce41aebda69a518a35e,mixed8,1.0,1.0,1.0,1.0
macaroni1,124a3ce41aebda69a518a35e,top8,1.0,1.0,1.0,1.0
macaroni1,13295077e692b776977e90f1,grid8,1.0,1.0,1.0,1.0
macaroni1,13295077e692b776977e90f1,mixed8,1.0,1.0,1.0,1.0
macaroni1,13295077e692b776977e90f1,top8,1.0,1.0,1.0,1.0
macaroni1,14c183f1381f0b21cf8a2106,grid8,0.7549261083743842,1.0,1.0,0.0
macaroni1,14c183f1381f0b21cf8a2106,mixed8,1.0,1.0,1.0,1.0
macaroni1,14c183f1381f0b21cf8a2106,top8,1.0,1.0,1.0,1.0
macaroni1,158c1a24504aa99270a9ace6,grid8,1.0,1.0,1.0,1.0
macaroni1,158c1a24504aa99270a9ace6,mixed8,1.0,1.0,1.0,1.0
macaroni1,158c1a24504aa99270a9ace6,top8,1.0,1.0,1.0,1.0
macaroni1,16181216c45b3f0bfba3307b,grid8,0.9464105156723963,1.0,1.0,1.0
macaroni1,16181216c45b3f0bfba3307b,mixed8,1.0,1.0,1.0,1.0
macaroni1,16181216c45b3f0bfba3307b,top8,1.0,1.0,1.0,1.0
macaroni1,2345d287749147fc1d326ea3,grid8,1.0,1.0,1.0,1.0
macaroni1,2345d287749147fc1d326ea3,mixed8,1.0,1.0,1.0,1.0
macaroni1,2345d287749147fc1d326ea3,top8,1.0,1.0,1.0,1.0
macaroni1,251140b68bcbff57a5e06fec,grid8,0.02865761689291101,0.02865761689291101,0.0,0.0
macaroni1,251140b68bcbff57a5e06fec,mixed8,1.0,1.0,1.0,1.0
macaroni1,251140b68bcbff57a5e06fec,top8,1.0,1.0,1.0,1.0
macaroni1,259c3149bfd2e3b96010f6bd,grid8,0.0,0.0,0.0,0.0
macaroni1,259c3149bfd2e3b96010f6bd,mixed8,1.0,1.0,1.0,1.0
macaroni1,259c3149bfd2e3b96010f6bd,top8,1.0,1.0,1.0,1.0
macaroni1,2803f7fccd0d5162a7a3db22,grid8,1.0,1.0,1.0,1.0
macaroni1,2803f7fccd0d5162a7a3db22,mixed8,1.0,1.0,1.0,1.0
macaroni1,2803f7fccd0d5162a7a3db22,top8,1.0,1.0,1.0,1.0
macaroni1,2905db12308a3447e25ef517,grid8,1.0,1.0,1.0,1.0
macaroni1,2905db12308a3447e25ef517,mixed8,1.0,1.0,1.0,1.0
macaroni1,2905db12308a3447e25ef517,top8,1.0,1.0,1.0,1.0
macaroni1,2fc54af7eb831978d6c0c25e,grid8,1.0,1.0,1.0,1.0
macaroni1,2fc54af7eb831978d6c0c25e,mixed8,1.0,1.0,1.0,1.0
macaroni1,2fc54af7eb831978d6c0c25e,top8,1.0,1.0,1.0,1.0
macaroni1,40de7bc67bc4efe486eb4fa8,grid8,1.0,1.0,1.0,1.0
macaroni1,40de7bc67bc4efe486eb4fa8,mixed8,1.0,1.0,1.0,1.0
macaroni1,40de7bc67bc4efe486eb4fa8,top8,1.0,1.0,1.0,1.0
macaroni1,4bfdfe23349cc38a681dc6ea,grid8,0.125,0.125,0.0,0.0
macaroni1,4bfdfe23349cc38a681dc6ea,mixed8,0.9583333333333334,0.9583333333333334,1.0,1.0
macaroni1,4bfdfe23349cc38a681dc6ea,top8,0.9583333333333334,0.9583333333333334,1.0,1.0
macaroni1,4e0ded510d62c7ba61cb9f50,grid8,0.4804343841642229,0.4804343841642229,0.45454545454545453,0.45454545454545453
macaroni1,4e0ded510d62c7ba61cb9f50,mixed8,1.0,1.0,1.0,1.0
macaroni1,4e0ded510d62c7ba61cb9f50,top8,1.0,1.0,1.0,1.0
macaroni1,4ffd9e26024323e77bcc20d1,grid8,1.0,1.0,1.0,1.0
macaroni1,4ffd9e26024323e77bcc20d1,mixed8,1.0,1.0,1.0,1.0
macaroni1,4ffd9e26024323e77bcc20d1,top8,1.0,1.0,1.0,1.0
macaroni1,502de3d0a3b80d5fe9a20206,grid8,1.0,1.0,1.0,1.0
macaroni1,502de3d0a3b80d5fe9a20206,mixed8,1.0,1.0,1.0,1.0
macaroni1,502de3d0a3b80d5fe9a20206,top8,1.0,1.0,1.0,1.0
macaroni1,51085c0dde6572394f925b75,grid8,0.0,0.0,0.0,0.0
macaroni1,51085c0dde6572394f925b75,mixed8,1.0,1.0,1.0,1.0
macaroni1,51085c0dde6572394f925b75,top8,1.0,1.0,1.0,1.0
macaroni1,5129989f8e81fb6a8abbd966,grid8,0.0,0.0,0.0,0.0
macaroni1,5129989f8e81fb6a8abbd966,mixed8,1.0,1.0,1.0,1.0
macaroni1,5129989f8e81fb6a8abbd966,top8,1.0,1.0,1.0,1.0
macaroni1,53eca411b8cb199d728dcd82,grid8,0.5,0.5,0.5,0.5
macaroni1,53eca411b8cb199d728dcd82,mixed8,1.0,1.0,1.0,1.0
macaroni1,53eca411b8cb199d728dcd82,top8,1.0,1.0,1.0,1.0
macaroni1,584c4d4b937541e3e8fc4467,grid8,1.0,1.0,1.0,1.0
macaroni1,584c4d4b937541e3e8fc4467,mixed8,1.0,1.0,1.0,1.0
macaroni1,584c4d4b937541e3e8fc4467,top8,1.0,1.0,1.0,1.0
macaroni1,5ba9be9dce43d728a9f9989d,grid8,0.0,0.0,0.0,0.0
macaroni1,5ba9be9dce43d728a9f9989d,mixed8,1.0,1.0,1.0,1.0
macaroni1,5ba9be9dce43d728a9f9989d,top8,1.0,1.0,1.0,1.0
macaroni1,5d7adaa1a43aa8239aaae18a,grid8,1.0,1.0,1.0,1.0
macaroni1,5d7adaa1a43aa8239aaae18a,mixed8,1.0,1.0,1.0,1.0
macaroni1,5d7adaa1a43aa8239aaae18a,top8,1.0,1.0,1.0,1.0
macaroni1,5e269e1aef429fb78dd6a9f4,grid8,1.0,1.0,1.0,1.0
macaroni1,5e269e1aef429fb78dd6a9f4,mixed8,1.0,1.0,1.0,1.0
macaroni1,5e269e1aef429fb78dd6a9f4,top8,1.0,1.0,1.0,1.0
macaroni1,623e70869370a4627f59c678,grid8,1.0,1.0,1.0,1.0
macaroni1,623e70869370a4627f59c678,mixed8,1.0,1.0,1.0,1.0
macaroni1,623e70869370a4627f59c678,top8,1.0,1.0,1.0,1.0
macaroni1,638abd854a72e1f7d01f8b49,grid8,1.0,1.0,1.0,1.0
macaroni1,638abd854a72e1f7d01f8b49,mixed8,1.0,1.0,1.0,1.0
macaroni1,638abd854a72e1f7d01f8b49,top8,1.0,1.0,1.0,1.0
macaroni1,654501aee741251968ca0c14,grid8,1.0,1.0,1.0,1.0
macaroni1,654501aee741251968ca0c14,mixed8,1.0,1.0,1.0,1.0
macaroni1,654501aee741251968ca0c14,top8,1.0,1.0,1.0,1.0
macaroni1,67b394201437c775a3f8cf6d,grid8,1.0,1.0,1.0,1.0
macaroni1,67b394201437c775a3f8cf6d,mixed8,1.0,1.0,1.0,1.0
macaroni1,67b394201437c775a3f8cf6d,top8,1.0,1.0,1.0,1.0
macaroni1,6cc0a6b7e23183b3cb8e719c,grid8,0.0,0.0,0.0,0.0
macaroni1,6cc0a6b7e23183b3cb8e719c,mixed8,1.0,1.0,1.0,1.0
macaroni1,6cc0a6b7e23183b3cb8e719c,top8,1.0,1.0,1.0,1.0
macaroni1,6dbf6a1c2a242638f234b770,grid8,1.0,1.0,1.0,1.0
macaroni1,6dbf6a1c2a242638f234b770,mixed8,1.0,1.0,1.0,1.0
macaroni1,6dbf6a1c2a242638f234b770,top8,1.0,1.0,1.0,1.0
macaroni1,6fce8600bc3038b0e9240de1,grid8,0.5508474576271186,1.0,1.0,0.0
macaroni1,6fce8600bc3038b0e9240de1,mixed8,1.0,1.0,1.0,1.0
macaroni1,6fce8600bc3038b0e9240de1,top8,1.0,1.0,1.0,1.0
macaroni1,704a758c54b5f09596f8244a,grid8,0.6891926814140996,0.6891926814140996,0.6964285714285714,0.6785714285714286
macaroni1,704a758c54b5f09596f8244a,mixed8,1.0,1.0,1.0,1.0
macaroni1,704a758c54b5f09596f8244a,top8,1.0,1.0,1.0,1.0
macaroni1,78285238f65b7c9fa932013a,grid8,1.0,1.0,1.0,1.0
macaroni1,78285238f65b7c9fa932013a,mixed8,1.0,1.0,1.0,1.0
macaroni1,78285238f65b7c9fa932013a,top8,1.0,1.0,1.0,1.0
macaroni1,78f5e80e155e6e49e3262332,grid8,1.0,1.0,1.0,1.0
macaroni1,78f5e80e155e6e49e3262332,mixed8,1.0,1.0,1.0,1.0
macaroni1,78f5e80e155e6e49e3262332,top8,1.0,1.0,1.0,1.0
macaroni1,7d1c867164af3b9437402cb4,grid8,1.0,1.0,1.0,1.0
macaroni1,7d1c867164af3b9437402cb4,mixed8,1.0,1.0,1.0,1.0
macaroni1,7d1c867164af3b9437402cb4,top8,1.0,1.0,1.0,1.0
macaroni1,8686cee89c231ee9ac208eed,grid8,1.0,1.0,1.0,1.0
macaroni1,8686cee89c231ee9ac208eed,mixed8,1.0,1.0,1.0,1.0
macaroni1,8686cee89c231ee9ac208eed,top8,1.0,1.0,1.0,1.0
macaroni1,8c2143fdd3b3980b2d19b468,grid8,0.0,0.0,0.0,0.0
macaroni1,8c2143fdd3b3980b2d19b468,mixed8,1.0,1.0,1.0,1.0
macaroni1,8c2143fdd3b3980b2d19b468,top8,1.0,1.0,1.0,1.0
macaroni1,969ed4892a21b13adc0de64a,grid8,1.0,1.0,1.0,1.0
macaroni1,969ed4892a21b13adc0de64a,mixed8,1.0,1.0,1.0,1.0
macaroni1,969ed4892a21b13adc0de64a,top8,1.0,1.0,1.0,1.0
macaroni1,985d85bec4b4efa1c7c68607,grid8,1.0,1.0,1.0,1.0
macaroni1,985d85bec4b4efa1c7c68607,mixed8,1.0,1.0,1.0,1.0
macaroni1,985d85bec4b4efa1c7c68607,top8,1.0,1.0,1.0,1.0
macaroni1,98b83d9bb42ef3e610d8f55c,grid8,0.41698351941227085,0.41698351941227085,0.25,0.25
macaroni1,98b83d9bb42ef3e610d8f55c,mixed8,1.0,1.0,1.0,1.0
macaroni1,98b83d9bb42ef3e610d8f55c,top8,1.0,1.0,1.0,1.0
macaroni1,99684aada658938377885f6f,grid8,1.0,1.0,1.0,1.0
macaroni1,99684aada658938377885f6f,mixed8,1.0,1.0,1.0,1.0
macaroni1,99684aada658938377885f6f,top8,1.0,1.0,1.0,1.0
macaroni1,9f508efba2b34d78c14ebf4b,grid8,1.0,1.0,1.0,1.0
macaroni1,9f508efba2b34d78c14ebf4b,mixed8,1.0,1.0,1.0,1.0
macaroni1,9f508efba2b34d78c14ebf4b,top8,1.0,1.0,1.0,1.0
macaroni1,a1fc30499cc531de35f8d50e,grid8,1.0,1.0,1.0,1.0
macaroni1,a1fc30499cc531de35f8d50e,mixed8,1.0,1.0,1.0,1.0
macaroni1,a1fc30499cc531de35f8d50e,top8,1.0,1.0,1.0,1.0
macaroni1,a9fa9d0cf2c594cfa408e420,grid8,1.0,1.0,1.0,1.0
macaroni1,a9fa9d0cf2c594cfa408e420,mixed8,1.0,1.0,1.0,1.0
macaroni1,a9fa9d0cf2c594cfa408e420,top8,1.0,1.0,1.0,1.0
macaroni1,ac1c53cb6301e55ec304a394,grid8,1.0,1.0,1.0,1.0
macaroni1,ac1c53cb6301e55ec304a394,mixed8,1.0,1.0,1.0,1.0
macaroni1,ac1c53cb6301e55ec304a394,top8,1.0,1.0,1.0,1.0
macaroni1,b17630256afb67385ea21ce9,grid8,0.8905013192612137,1.0,1.0,0.0
macaroni1,b17630256afb67385ea21ce9,mixed8,1.0,1.0,1.0,1.0
macaroni1,b17630256afb67385ea21ce9,top8,1.0,1.0,1.0,1.0
macaroni1,b32933441242293194c28408,grid8,0.9954378405778735,0.9954378405778735,1.0,1.0
macaroni1,b32933441242293194c28408,mixed8,1.0,1.0,1.0,1.0
macaroni1,b32933441242293194c28408,top8,1.0,1.0,1.0,1.0
macaroni1,b3520e891492cf0620a45437,grid8,0.2800682194569792,0.2800682194569792,0.16666666666666666,0.16666666666666666
macaroni1,b3520e891492cf0620a45437,mixed8,1.0,1.0,1.0,1.0
macaroni1,b3520e891492cf0620a45437,top8,1.0,1.0,1.0,1.0
macaroni1,b6642c6bb684eb9e7880574e,grid8,0.5454545454545454,0.5454545454545454,1.0,0.0
macaroni1,b6642c6bb684eb9e7880574e,mixed8,1.0,1.0,1.0,1.0
macaroni1,b6642c6bb684eb9e7880574e,top8,1.0,1.0,1.0,1.0
macaroni1,b7f407f081d3c4a18a659b99,grid8,1.0,1.0,1.0,1.0
macaroni1,b7f407f081d3c4a18a659b99,mixed8,1.0,1.0,1.0,1.0
macaroni1,b7f407f081d3c4a18a659b99,top8,1.0,1.0,1.0,1.0
macaroni1,ba6523958ae850d02b5b3d0a,grid8,0.9446845289541919,1.0,1.0,1.0
macaroni1,ba6523958ae850d02b5b3d0a,mixed8,1.0,1.0,1.0,1.0
macaroni1,ba6523958ae850d02b5b3d0a,top8,1.0,1.0,1.0,1.0
macaroni1,bd48310a6a7abe1c8bc80fba,grid8,0.9921875,0.9921875,1.0,1.0
macaroni1,bd48310a6a7abe1c8bc80fba,mixed8,1.0,1.0,1.0,1.0
macaroni1,bd48310a6a7abe1c8bc80fba,top8,1.0,1.0,1.0,1.0
macaroni1,bd8c82f8bbbd108306a3bfb5,grid8,1.0,1.0,1.0,1.0
macaroni1,bd8c82f8bbbd108306a3bfb5,mixed8,1.0,1.0,1.0,1.0
macaroni1,bd8c82f8bbbd108306a3bfb5,top8,1.0,1.0,1.0,1.0
macaroni1,c26f9c46fe963265e51e7d9c,grid8,1.0,1.0,1.0,1.0
macaroni1,c26f9c46fe963265e51e7d9c,mixed8,1.0,1.0,1.0,1.0
macaroni1,c26f9c46fe963265e51e7d9c,top8,1.0,1.0,1.0,1.0
macaroni1,c290d272e54b12aa5b4c6cf8,grid8,0.6623376623376623,0.7012987012987013,1.0,0.0
macaroni1,c290d272e54b12aa5b4c6cf8,mixed8,1.0,1.0,1.0,1.0
macaroni1,c290d272e54b12aa5b4c6cf8,top8,1.0,1.0,1.0,1.0
macaroni1,c421503b61809f1136f3a315,grid8,1.0,1.0,1.0,1.0
macaroni1,c421503b61809f1136f3a315,mixed8,1.0,1.0,1.0,1.0
macaroni1,c421503b61809f1136f3a315,top8,1.0,1.0,1.0,1.0
macaroni1,c565b413df23a0ebcfbc6a7c,grid8,1.0,1.0,1.0,1.0
macaroni1,c565b413df23a0ebcfbc6a7c,mixed8,1.0,1.0,1.0,1.0
macaroni1,c565b413df23a0ebcfbc6a7c,top8,1.0,1.0,1.0,1.0
macaroni1,c6a5c6a7893471795272c2e8,grid8,1.0,1.0,1.0,1.0
macaroni1,c6a5c6a7893471795272c2e8,mixed8,1.0,1.0,1.0,1.0
macaroni1,c6a5c6a7893471795272c2e8,top8,1.0,1.0,1.0,1.0
macaroni1,c8551eaef4dfb2c931d4c605,grid8,1.0,1.0,1.0,1.0
macaroni1,c8551eaef4dfb2c931d4c605,mixed8,1.0,1.0,1.0,1.0
macaroni1,c8551eaef4dfb2c931d4c605,top8,1.0,1.0,1.0,1.0
macaroni1,cb801eb202924f8a85d48e26,grid8,0.5183779499823882,0.5183779499823882,0.55,0.45
macaroni1,cb801eb202924f8a85d48e26,mixed8,1.0,1.0,1.0,1.0
macaroni1,cb801eb202924f8a85d48e26,top8,1.0,1.0,1.0,1.0
macaroni1,ce696f2bf7f8b1de7e417355,grid8,0.7233009708737864,0.7233009708737864,0.6666666666666666,0.6666666666666666
macaroni1,ce696f2bf7f8b1de7e417355,mixed8,1.0,1.0,1.0,1.0
macaroni1,ce696f2bf7f8b1de7e417355,top8,1.0,1.0,1.0,1.0
macaroni1,d22f9c55dedb39fc3784ba9c,grid8,1.0,1.0,1.0,1.0
macaroni1,d22f9c55dedb39fc3784ba9c,mixed8,1.0,1.0,1.0,1.0
macaroni1,d22f9c55dedb39fc3784ba9c,top8,1.0,1.0,1.0,1.0
macaroni1,d3ca4706e5369328cc9988c8,grid8,1.0,1.0,1.0,1.0
macaroni1,d3ca4706e5369328cc9988c8,mixed8,1.0,1.0,1.0,1.0
macaroni1,d3ca4706e5369328cc9988c8,top8,1.0,1.0,1.0,1.0
macaroni1,d87c34803bde260541762a13,grid8,0.5,0.5,0.5,0.5
macaroni1,d87c34803bde260541762a13,mixed8,1.0,1.0,1.0,1.0
macaroni1,d87c34803bde260541762a13,top8,1.0,1.0,1.0,1.0
macaroni1,d8895294a23c7168af5aa474,grid8,1.0,1.0,1.0,1.0
macaroni1,d8895294a23c7168af5aa474,mixed8,1.0,1.0,1.0,1.0
macaroni1,d8895294a23c7168af5aa474,top8,1.0,1.0,1.0,1.0
