method,n,normal,anomaly,auroc,ap
D_raw,200,100,100,0.9734,0.9737000804531304
M_global,200,100,100,0.36019999999999996,0.4221626552492087
M_tight_top1,200,100,100,0.5316,0.5629454864730328
M_context_top1,200,100,100,0.47465,0.47279351759582444
M_context_top3max,200,100,100,0.474,0.49072220214933404
D_z,200,100,100,0.9734,0.9737000804531304
M_context_top1_z,200,100,100,0.47465,0.47279351759582444
naive_context_top1,200,100,100,0.9612999999999999,0.9624129746122561
naive_context_top3max,200,100,100,0.9443999999999999,0.9502211903794242
