image_id,category,split,evidence_available,encoded_views,matching_reason,u_mean,v_mean,bidirectional_mean,u_std,v_std,reference_contrast,visual_distance,match_error,reference_margin,swap_margin_mean
005e070227309d82c55c4275,pcb4,evaluation,1,7,ok,0.004247888922691345,0.003390774130821228,0.0038193315267562866,0.00021027028560638428,0.000981166958808899,0.0029662251472473145,0.08180946111679077,0.011006390976892816,0.005583286285400391,0.006637841463088989
00fa6be94b9f1137a440b277,pcb4,evaluation,1,7,ok,0.0004653632640838623,0.002220168709754944,0.001342765986919403,0.0001169741153717041,0.00038583576679229736,0.0009291619062423706,0.10095182061195374,0.010085224356055737,-0.0002336055040359497,0.0011083781719207764
027038eb34c752939a1e0aa2,pcb4,evaluation,1,7,ok,0.0015914738178253174,0.0016139447689056396,0.0016027092933654785,0.0019234716892242432,0.0008194148540496826,0.0016136318445205688,0.06155538558959961,0.0067588156011225906,0.003943607211112976,0.004761658608913422
02acb841616b8cf4e09bc9c1,pcb4,evaluation,1,7,ok,-0.0006522834300994873,-0.0003081709146499634,-0.00048022717237472534,0.0004544854164123535,0.0002012699842453003,-0.0015785545110702515,0.037266939878463745,0.00440183570806445,0.0009491890668869019,0.0003319680690765381
047764c95331feae308c90e2,pcb4,evaluation,1,7,ok,0.0015466809272766113,-0.0003063678741455078,0.0006201565265655518,0.0007541179656982422,0.00019732117652893066,0.0022006332874298096,0.0734032392501831,0.012379092650985888,-0.001214146614074707,-0.0010403543710708618
04bf308582eed1623c49dada,pcb4,calibration,1,7,ok,0.001151949167251587,0.0008914768695831299,0.0010217130184173584,0.0010245442390441895,0.00010377168655395508,0.0013964176177978516,0.044206827878952026,0.00465375738045604,0.002634763717651367,0.0032027363777160645
0526d987ae6faeb2ac46b9cc,pcb4,evaluation,1,7,ok,-6.92605972290039e-05,-0.000883057713508606,-0.00047615915536880493,0.00023859739303588867,0.0011324435472488403,0.0003097951412200928,0.06433349847793579,0.008771533869475455,0.005985379219055176,0.005733378231525421
056f325717dc75cdf75734d6,pcb4,evaluation,1,7,ok,0.0032597780227661133,0.005415201187133789,0.004337489604949951,0.0004353523254394531,0.0005339682102203369,0.004643186926841736,0.07708108425140381,0.010543488008871383,0.0032762140035629272,0.006675519049167633
068868c67451fd61d22440f1,pcb4,evaluation,1,7,ok,0.003771185874938965,0.0027239471673965454,0.003247566521167755,0.0011856555938720703,0.0009306520223617554,0.0018880069255828857,0.0849570631980896,0.012254891191632616,0.0026534199714660645,0.0030738040804862976
06cea9d17be8bdbeccab1b9a,pcb4,evaluation,1,7,ok,-0.0007218420505523682,-0.000951230525970459,-0.0008365362882614136,0.00133475661277771,0.0011697709560394287,-0.0004181712865829468,0.03580358624458313,0.008482122622461761,0.003309085965156555,0.0029853060841560364
072d4a79bd05c7d78e259898,pcb4,evaluation,1,7,ok,0.0014191418886184692,-0.0006450414657592773,0.00038705021142959595,0.00046665966510772705,0.0021643340587615967,-0.00020979344844818115,0.03836947679519653,0.007515526232812783,0.00504051148891449,0.003903523087501526
079717bb7f5b63d42fbcac8f,pcb4,calibration,1,7,ok,-0.0005614534020423889,-0.0010115280747413635,-0.0007864907383918762,0.00026347488164901733,6.0655176639556885e-05,-0.0007820874452590942,0.08905607461929321,0.0027710661928877873,0.0008375346660614014,0.00022145360708236694
0a393c866e939db3e38a59f9,pcb4,evaluation,1,7,ok,1.2919306755065918e-05,-0.00046531111001968384,-0.00022619590163230896,0.00010019540786743164,8.456408977508545e-06,-0.001466415822505951,0.035656511783599854,0.01308329623021339,0.0030242428183555603,0.00205191969871521
0b2c0ba10cdf39771cd6bf20,pcb4,calibration,1,7,ok,3.865361213684082e-05,-0.00039283186197280884,-0.000177089124917984,0.0006804764270782471,0.0006200447678565979,0.0009295642375946045,0.01269066333770752,0.002639601058307164,0.0006932467222213745,0.0009422861039638519
0d0f11a63286028e86709718,pcb4,evaluation,1,7,ok,-0.0013257414102554321,-0.0001730024814605713,-0.0007493719458580017,0.000437125563621521,0.000745922327041626,-0.002256527543067932,0.06007060408592224,0.008511168868453415,0.0023674815893173218,0.0018155872821807861
0d58adca2a3d073c075adc19,pcb4,calibration,1,7,ok,-0.0006329119205474854,-0.0006964653730392456,-0.0006646886467933655,0.00010371208190917969,0.00010222196578979492,-0.0005582943558692932,0.00946044921875,0.0002027624506291335,0.0024407729506492615,0.0021298490464687347
0e44d9e4845b53091a4cf53f,pcb4,calibration,1,7,ok,-0.00019531697034835815,0.00018446892499923706,-5.424022674560547e-06,0.00024960190057754517,0.0002717450261116028,0.00023956596851348877,0.011133849620819092,0.00020173231556622656,0.0020974278450012207,0.0024071037769317627
0faf418cf81ced5dd69c34c7,pcb4,evaluation,1,7,ok,0.000735849142074585,-0.00017489492893218994,0.0002804771065711975,0.001179724931716919,0.0004633218050003052,0.0017041116952896118,0.049561530351638794,0.015211231013292251,-0.0003645867109298706,3.209710121154785e-05
11d19c328a71bea06c5efa35,pcb4,evaluation,1,7,ok,-0.0008796602487564087,0.001761406660079956,0.0004408732056617737,0.00015468895435333252,0.000209808349609375,0.00036294758319854736,0.026781320571899414,0.005229432882939466,0.0009317249059677124,0.0024337321519851685
12774eb0dd589f4b33059131,pcb4,evaluation,1,7,ok,0.0002785623073577881,-0.0008662417531013489,-0.0002938397228717804,0.00036910176277160645,0.00017736107110977173,0.00017715990543365479,0.026385486125946045,0.009594687100114494,0.0005979984998703003,0.0001141764223575592
1315e58ccfc03d64e65dd8b1,pcb4,evaluation,1,7,ok,9.329617023468018e-05,0.0008420646190643311,0.0004676803946495056,4.64320182800293e-05,0.0003761202096939087,-4.5239925384521484e-05,0.009244292974472046,0.0037688144139178684,0.0013285279273986816,0.0016802921891212463
15a489cb6d19a6a30ec17d8f,pcb4,calibration,1,7,ok,0.00064067542552948,0.0009495168924331665,0.0007950961589813232,0.000445440411567688,0.0006391853094100952,-0.000957876443862915,0.031558454036712646,0.0039042131917362373,-7.304549217224121e-05,-0.00039756298065185547
16f97c0d505f09955e660ae5,pcb4,evaluation,1,7,ok,0.0036576390266418457,0.005399331450462341,0.0045284852385520935,0.0006479322910308838,0.00015448033809661865,0.005013406276702881,0.10121822357177734,0.014003988781815056,-1.1354684829711914e-05,0.0033661946654319763
17e584cd0c3324b6eb08e5bf,pcb4,evaluation,1,7,ok,0.002137988805770874,0.0017395168542861938,0.001938752830028534,0.0009681582450866699,0.00031913816928863525,0.003168746829032898,0.07511502504348755,0.013387282779212277,0.0012967735528945923,0.002681910991668701
18b56ae51ab1f4c17be2c55f,pcb4,evaluation,1,7,ok,0.0014327019453048706,0.0010004490613937378,0.0012165755033493042,0.0005868226289749146,0.0007088631391525269,0.001416623592376709,0.04797211289405823,0.008747884786634665,-0.0005071163177490234,-1.4930963516235352e-05
18bb01bf7702c211e846338c,pcb4,evaluation,1,7,ok,0.000638231635093689,0.0012632161378860474,0.0009507238864898682,8.873641490936279e-05,0.0002788752317428589,0.0022295117378234863,0.050133317708969116,0.017651484413010662,-0.0005860030651092529,0.0008412450551986694
18f0fd2d3dbdc60d5f3513d9,pcb4,evaluation,1,7,ok,0.003169044852256775,0.0016228407621383667,0.002395942807197571,0.00011013448238372803,0.0011409670114517212,0.0035846978425979614,0.07124996185302734,0.012630775899163983,0.0028634220361709595,0.003882668912410736
190a2a3d2a2b8ee2288dcdb1,pcb4,evaluation,1,7,ok,0.0008313953876495361,0.00045575201511383057,0.0006435737013816833,9.864568710327148e-06,5.945563316345215e-06,0.0003373175859451294,0.0841590166091919,0.010714966135739664,0.004817113280296326,0.004797950387001038
195faf93735335e019e6e7d4,pcb4,evaluation,1,7,ok,0.0013389736413955688,0.0007659792900085449,0.0010524764657020569,0.0005000382661819458,0.00031754374504089355,0.0005493462085723877,0.02746710181236267,0.002736635110071049,0.0023625195026397705,0.0023506954312324524
19a1d3b29d800c76ff6fbfd5,pcb4,calibration,1,7,ok,0.0006219148635864258,-0.0005672872066497803,2.7313828468322754e-05,0.0008613467216491699,0.0007415860891342163,-0.0004023909568786621,0.012110024690628052,0.0038771733644851905,0.0008974671363830566,0.00010167062282562256
19beac86001ba6a35484fd4e,pcb4,evaluation,1,7,ok,0.002288326621055603,0.002471238374710083,0.002379782497882843,0.0003253370523452759,0.00038501620292663574,0.00306817889213562,0.0662848949432373,0.0055803007380977555,0.0008851289749145508,0.002510674297809601
1a7d46f8b3d178aeddbe62a5,pcb4,calibration,1,7,ok,0.0017581284046173096,-0.00030499696731567383,0.0007265657186508179,0.002346038818359375,0.002800583839416504,0.00037428736686706543,0.08011966943740845,0.011386986779873761,-4.076957702636719e-05,-0.0008851885795593262
