category,epoch,loss,bce,dice,identity,residual_l1,normal_fp
leather,1,2.57316517829895,0.3209046721458435,0.8969976902008057,0.0,0.0,0.45175427198410034
leather,50,2.5414950847625732,0.3115329444408417,0.8977859020233154,3.439745705691166e-05,0.0037077299784868956,0.4427998960018158
leather,100,2.5134737491607666,0.3044975996017456,0.898547351360321,0.00012591340055223554,0.006935033481568098,0.4344140291213989
leather,150,2.485074520111084,0.29787635803222656,0.8990520238876343,0.00027469464112073183,0.010264048352837563,0.4257775843143463
