method,n,normal,anomaly,auroc,ap
D_raw,201,101,100,0.985049504950495,0.9864242081134261
M_global,201,101,100,0.61,0.6401953416472997
M_tight_top1,201,101,100,0.6277227722772277,0.6498963156634022
M_context_top1,201,101,100,0.773960396039604,0.7869759979136685
M_context_top3max,201,101,100,0.7156435643564356,0.7394168491932058
D_z,201,101,100,0.985049504950495,0.9864242081134261
M_context_top1_z,201,101,100,0.773960396039604,0.7869759979136685
naive_context_top1,201,101,100,0.9795049504950495,0.9838133927805213
naive_context_top3max,201,101,100,0.986930693069307,0.9899813868549437
