method,n,normal,anomaly,auroc,ap
D_raw,200,100,100,0.9847999999999999,0.9849984935421512
M_global,200,100,100,0.6633999999999999,0.6826416662724973
M_tight_top1,200,100,100,0.4197,0.5009210760182229
M_context_top1,200,100,100,0.5028,0.5792251763110455
M_context_top3max,200,100,100,0.6104999999999999,0.6223367167614997
D_z,200,100,100,0.9847999999999999,0.9849984935421512
M_context_top1_z,200,100,100,0.5028,0.5792251763110455
naive_context_top1,200,100,100,0.9841,0.9861254998669722
naive_context_top3max,200,100,100,0.9851999999999999,0.9873810140533679
