backbone,strategy,eval_mode,debiased_method,num_images,num_normal,num_anomaly,candidate_coverage,auroc,ap,best_f1,best_accuracy,best_threshold,vlm_only_auroc,vlm_only_ap,vlm_only_best_f1,vlm_only_best_accuracy,delta_auroc_vs_vlm,delta_ap_vs_vlm,delta_best_f1_vs_vlm,delta_accuracy_vs_vlm
PatchCore,category_binary,full_all,candidate_quality_original,2162,962,1200,0.5550416281221091,0.995,0.9976415131558318,0.9949748743718593,0.9944495837187789,0.0011839024513291,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,0.468856981981982,0.41851808712007066,0.2811140772273024,0.4394079555966698
PatchCore,category_binary,full_all,detector_only,2162,962,1200,0.5550416281221091,0.9131098406098406,0.9259251283102992,0.8605769230769231,0.8390379278445883,0.2342765639717073,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,0.3869668225918226,0.346801702274538,0.14671612593236627,0.2839962997224792
PatchCore,category_binary,full_all,qcr_u_original_detector_aware,2162,962,1200,0.5550416281221091,0.795911295911296,0.8364344348676257,0.768771012327232,0.713691026827012,0.31226537473024957,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,0.26976827789327795,0.25731100883186453,0.05491021518267514,0.1586493987049029
PatchCore,category_binary,full_all,qcr_u_original_fixed,2162,962,1200,0.5550416281221091,0.7103967428967429,0.7619825688756265,0.730428863172226,0.633672525439408,0.2673892711316047,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,0.18425372487872493,0.18285914283986537,0.016568066027669137,0.07863089731729889
PatchCore,category_binary,full_all,qcr_u_no_q_detector_aware,2162,962,1200,0.5550416281221091,0.6855595980595981,0.7380263848151944,0.7256057629338573,0.6123959296947271,0.2635839801579851,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,0.1594165800415801,0.15890295877943328,0.011744965789300399,0.057354301572618005
PatchCore,category_binary,full_all,qcr_u_neutral_q_detector_aware,2162,962,1200,0.5550416281221091,0.6100259875259876,0.6802981606853185,0.7138607971445569,0.5550416281221091,0.035233471939394446,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,0.08388296950796958,0.10117473464955729,0.0,0.0
PatchCore,category_binary,full_all,qcr_u_no_q_fixed,2162,962,1200,0.5550416281221091,0.5888392238392238,0.6552306613639167,0.7138607971445569,0.5550416281221091,0.0,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,0.06269620582120583,0.07610723532815555,0.0,0.0
PatchCore,category_binary,full_all,vlm_only,2162,962,1200,0.5550416281221091,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,0.0,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,0.0,0.0,0.0,0.0
PatchCore,category_binary,full_all,qcr_u_neutral_q_fixed,2162,962,1200,0.5550416281221091,0.524278413028413,0.605014799488685,0.7138607971445569,0.5550416281221091,0.022315882028211286,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,-0.0018646049896049455,0.025891373452923805,0.0,0.0
PatchCore,category_binary,full_all,candidate_quality_neutral,2162,962,1200,0.5550416281221091,0.2683333333333333,0.582415516260038,0.7138607971445569,0.5550416281221091,0.0,0.526143018018018,0.5791234260357612,0.7138607971445569,0.5550416281221091,-0.2578096846846847,0.003292090224276789,0.0,0.0
PatchCore,generic_binary,crop_or_full,candidate_quality_original,2162,962,1200,0.5550416281221091,0.995,0.9976415131558318,0.9949748743718593,0.9944495837187789,0.0011839024513291,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,0.11503508316008315,0.07716213801554961,0.18061843872829497,0.2025901942645698
PatchCore,generic_binary,crop_or_full,qcr_u_original_detector_aware,2162,962,1200,0.5550416281221091,0.9632969507969508,0.9761049328628159,0.9171648163962425,0.910268270120259,0.3550557030484265,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,0.08333203395703392,0.055625557722533636,0.10280838075267817,0.11840888066604993
PatchCore,generic_binary,crop_or_full,qcr_u_original_fixed,2162,962,1200,0.5550416281221091,0.9405595980595981,0.9626709543013182,0.8885999133073256,0.8811285846438482,0.37993560186816444,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,0.06059468121968126,0.042191579161036,0.07424347766376127,0.08926919518963916
PatchCore,generic_binary,crop_or_full,qcr_u_no_q_detector_aware,2162,962,1200,0.5550416281221091,0.9322531185031185,0.9552344910530091,0.8787205686361617,0.8737280296022202,0.43848865495517886,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,0.052288201663201694,0.03475511591272684,0.06436413299259736,0.0818686401480111
PatchCore,generic_binary,crop_or_full,detector_only,2162,962,1200,0.5550416281221091,0.9131098406098406,0.9259251283102992,0.8605769230769231,0.8390379278445883,0.2342765639717073,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,0.03314492376992373,0.005445753170016943,0.046220487433358826,0.04717853839037922
PatchCore,generic_binary,crop_or_full,qcr_u_no_q_fixed,2162,962,1200,0.5550416281221091,0.9005621968121968,0.9368267971802025,0.8392627518216889,0.8265494912118408,0.4260723541565491,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,0.020597279972280003,0.016347422039920234,0.024906316178124555,0.034690101757631764
PatchCore,generic_binary,crop_or_full,qcr_u_neutral_q_detector_aware,2162,962,1200,0.5550416281221091,0.8949298336798337,0.9303886121463362,0.8313559322033899,0.8159111933395005,0.41588407846627146,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,0.014964916839916853,0.00990923700605395,0.016999496559825578,0.02405180388529138
PatchCore,generic_binary,crop_or_full,vlm_only,2162,962,1200,0.5550416281221091,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,0.4427592105759696,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,0.0,0.0,0.0,0.0
PatchCore,generic_binary,crop_or_full,qcr_u_neutral_q_fixed,2162,962,1200,0.5550416281221091,0.863960498960499,0.9112647087569905,0.7987616099071208,0.7895467160037003,0.4524672592099443,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,-0.016004417879417865,-0.009214666383291714,-0.015594825736443552,-0.0023126734505087843
PatchCore,generic_binary,crop_or_full,candidate_quality_neutral,2162,962,1200,0.5550416281221091,0.2683333333333333,0.582415516260038,0.7138607971445569,0.5550416281221091,0.0,0.8799649168399168,0.9204793751402822,0.8143564356435643,0.7918593894542091,-0.6116315835065835,-0.33806385888024426,-0.10049563849900744,-0.23681776133209997
