backbone,strategy,eval_mode,fusion_method,category,num_images,num_normal,num_anomaly,has_both_classes,candidate_coverage,auroc,ap,best_f1,best_accuracy,best_threshold,vlm_only_auroc,vlm_only_ap,vlm_only_best_f1,vlm_only_best_accuracy,delta_auroc_vs_vlm,delta_ap_vs_vlm,delta_best_f1_vs_vlm,delta_accuracy_vs_vlm
FastFlow,inspection_binary,crop_or_full,vlm_only,fryum,150,50,100,True,0.6666666666666666,0.9902,0.9959479591836735,0.98,0.9733333333333334,0.2727434658557799,0.9902,0.9959479591836735,0.98,0.9733333333333334,0.0,0.0,0.0,0.0
FastFlow,inspection_binary,crop_or_full,detector_only,fryum,150,50,100,True,0.6666666666666666,0.9496,0.9762500544261796,0.9178743961352657,0.8866666666666667,0.3355346706669524,0.9902,0.9959479591836735,0.98,0.9733333333333334,-0.04059999999999997,-0.01969790475749389,-0.06212560386473431,-0.08666666666666667
FastFlow,inspection_binary,crop_or_full,candidate_quality_only,macaroni1,200,100,100,True,0.5,0.995,1.0,0.9949748743718593,0.995,0.3336951253026469,0.964,0.9746151065646186,0.9346733668341709,0.935,0.031000000000000028,0.025384893435381417,0.06030150753768837,0.05999999999999994
FastFlow,inspection_binary,crop_or_full,qcr_u_detector_aware,macaroni1,200,100,100,True,0.5,0.9889,0.9917033599502082,0.9696969696969697,0.97,0.3466029314422895,0.964,0.9746151065646186,0.9346733668341709,0.935,0.024900000000000033,0.017088253385589613,0.03502360286279882,0.03499999999999992
FastFlow,inspection_binary,crop_or_full,qcr_u_fixed,macaroni1,200,100,100,True,0.5,0.9874,0.9909627605248912,0.9743589743589743,0.975,0.3834910860682989,0.964,0.9746151065646186,0.9346733668341709,0.935,0.023400000000000087,0.0163476539602726,0.039685607524803435,0.039999999999999925
FastFlow,inspection_binary,crop_or_full,vlm_detector_avg,macaroni1,200,100,100,True,0.5,0.9652,0.9722967426655622,0.9230769230769231,0.925,0.4406962488879239,0.964,0.9746151065646186,0.9346733668341709,0.935,0.0011999999999999789,-0.002318363899056375,-0.011596443757247776,-0.010000000000000009
FastFlow,inspection_binary,crop_or_full,vlm_only,macaroni1,200,100,100,True,0.5,0.964,0.9746151065646186,0.9346733668341709,0.935,0.3864216993109457,0.964,0.9746151065646186,0.9346733668341709,0.935,0.0,0.0,0.0,0.0
FastFlow,inspection_binary,crop_or_full,detector_only,macaroni1,200,100,100,True,0.5,0.8792,0.8810759022531788,0.8230088495575221,0.8,0.3495813019883397,0.964,0.9746151065646186,0.9346733668341709,0.935,-0.08479999999999999,-0.0935392043114398,-0.11166451727664883,-0.135
FastFlow,inspection_binary,crop_or_full,candidate_quality_only,macaroni2,200,100,100,True,0.5,0.995,1.0,0.9949748743718593,0.995,0.1031957210021118,0.8122,0.8449905844252585,0.7641509433962265,0.75,0.18279999999999996,0.15500941557474146,0.2308239309756328,0.245
FastFlow,inspection_binary,crop_or_full,qcr_u_detector_aware,macaroni2,200,100,100,True,0.5,0.941,0.95368441984105,0.8947368421052632,0.9,0.4440812635779834,0.8122,0.8449905844252585,0.7641509433962265,0.75,0.12879999999999991,0.10869383541579147,0.1305858987090367,0.15000000000000002
FastFlow,inspection_binary,crop_or_full,qcr_u_fixed,macaroni2,200,100,100,True,0.5,0.9217,0.9403485413881596,0.8663101604278075,0.875,0.4478506921949433,0.8122,0.8449905844252585,0.7641509433962265,0.75,0.10949999999999993,0.09535795696290106,0.10215921703158104,0.125
FastFlow,inspection_binary,crop_or_full,vlm_detector_avg,macaroni2,200,100,100,True,0.5,0.8555,0.8793919110706965,0.7941176470588235,0.79,0.463988189073383,0.8122,0.8449905844252585,0.7641509433962265,0.75,0.043300000000000005,0.034401326645437935,0.029966703662597016,0.040000000000000036
