backbone,strategy,eval_mode,fusion_method,num_images,num_normal,num_anomaly,coverage_ratio,auroc,ap,best_f1,best_accuracy,best_threshold,vlm_only_auroc,vlm_only_ap,vlm_only_best_f1,vlm_only_best_accuracy,delta_auroc_vs_vlm,delta_ap_vs_vlm,delta_best_f1_vs_vlm,delta_accuracy_vs_vlm
PatchCore,inspection_binary,crop_or_full,vlm_detector_avg,2162,962,1200,0.5550416281221091,0.9362543312543312,0.9520420710754107,0.8795031055900621,0.8654024051803886,0.3758437128114182,0.8682371794871795,0.8948999424879276,0.8231611893583725,0.7909343200740055,0.06801715176715173,0.05714212858748313,0.056341916231689604,0.07446808510638303
PatchCore,inspection_binary,crop_or_full,detector_only,2162,962,1200,0.5550416281221091,0.9131098406098406,0.9259251283102992,0.8605769230769231,0.8390379278445883,0.23427656397170737,0.8682371794871795,0.8948999424879276,0.8231611893583725,0.7909343200740055,0.044872661122661084,0.03102518582237157,0.03741573371855067,0.04810360777058276
PatchCore,inspection_binary,crop_or_full,vlm_only,2162,962,1200,0.5550416281221091,0.8682371794871795,0.8948999424879276,0.8231611893583725,0.7909343200740055,0.3338713225735514,0.8682371794871795,0.8948999424879276,0.8231611893583725,0.7909343200740055,0.0,0.0,0.0,0.0
PatchCore,inspection_binary,crop_topk_ensemble,candidate_quality_only,2162,962,1200,0.5550416281221091,0.995,0.9976415131558318,0.9949748743718593,0.9944495837187789,0.0011839024513291066,0.8845556133056133,0.9095730486789034,0.8340425531914893,0.8015726179463459,0.11044438669438672,0.0880684644769284,0.16093232118036993,0.19287696577243296
PatchCore,inspection_binary,crop_topk_ensemble,qcr_u_detector_aware,2162,962,1200,0.5550416281221091,0.9674662162162162,0.9769082149095046,0.9153846153846154,0.9084181313598519,0.3500604436586194,0.8845556133056133,0.9095730486789034,0.8340425531914893,0.8015726179463459,0.08291060291060293,0.0673351662306012,0.08134206219312601,0.10684551341350601
PatchCore,inspection_binary,crop_topk_ensemble,vlm_detector_avg,2162,962,1200,0.5550416281221091,0.9493468468468469,0.9617678432998796,0.892886345053148,0.8788159111933395,0.37505043159175444,0.8845556133056133,0.9095730486789034,0.8340425531914893,0.8015726179463459,0.06479123354123362,0.052194794620976204,0.05884379186165867,0.07724329324699353
PatchCore,inspection_binary,crop_topk_ensemble,qcr_u_fixed,2162,962,1200,0.5550416281221091,0.9456037768537768,0.9618601459277496,0.8910229645093946,0.8792784458834413,0.3342851872539501,0.8845556133056133,0.9095730486789034,0.8340425531914893,0.8015726179463459,0.06104816354816356,0.05228709724884617,0.05698041131790521,0.07770582793709535
PatchCore,inspection_binary,crop_topk_ensemble,detector_only,2162,962,1200,0.5550416281221091,0.9131098406098406,0.9259251283102992,0.8605769230769231,0.8390379278445883,0.23427656397170737,0.8845556133056133,0.9095730486789034,0.8340425531914893,0.8015726179463459,0.028554227304227298,0.016352079631395733,0.026534369885433784,0.03746530989824237
PatchCore,inspection_binary,crop_topk_ensemble,vlm_only,2162,962,1200,0.5550416281221091,0.8845556133056133,0.9095730486789034,0.8340425531914893,0.8015726179463459,0.3310290722723448,0.8845556133056133,0.9095730486789034,0.8340425531914893,0.8015726179463459,0.0,0.0,0.0,0.0
PatchCore,inspection_binary,full_all,candidate_quality_only,2162,962,1200,0.5550416281221091,0.995,0.9976415131558318,0.9949748743718593,0.9944495837187789,0.0011839024513291066,0.5890609840609841,0.6318976292562584,0.7138607971445569,0.5550416281221091,0.40593901593901593,0.36574388389957346,0.2811140772273024,0.4394079555966698
PatchCore,inspection_binary,full_all,detector_only,2162,962,1200,0.5550416281221091,0.9131098406098406,0.9259251283102992,0.8605769230769231,0.8390379278445883,0.23427656397170737,0.5890609840609841,0.6318976292562584,0.7138607971445569,0.5550416281221091,0.3240488565488565,0.2940274990540408,0.14671612593236627,0.2839962997224792
PatchCore,inspection_binary,full_all,qcr_u_detector_aware,2162,962,1200,0.5550416281221091,0.8256444906444906,0.8573379778256541,0.7910883856829802,0.7354301572617946,0.2805637954847,0.5890609840609841,0.6318976292562584,0.7138607971445569,0.5550416281221091,0.23658350658350658,0.22544034856939577,0.07722758853842338,0.1803885291396855
PatchCore,inspection_binary,full_all,vlm_detector_avg,2162,962,1200,0.5550416281221091,0.7662751212751213,0.7981288948282989,0.7612359550561798,0.6854764107308048,0.3,0.5890609840609841,0.6318976292562584,0.7138607971445569,0.5550416281221091,0.17721413721413726,0.1662312655720405,0.047375157911622945,0.13043478260869568
PatchCore,inspection_binary,full_all,qcr_u_fixed,2162,962,1200,0.5550416281221091,0.7534199584199585,0.7971520918626435,0.7540867093105899,0.6799259944495837,0.2687364263436647,0.5890609840609841,0.6318976292562584,0.7138607971445569,0.5550416281221091,0.1643589743589744,0.1652544626063851,0.040225912166032995,0.12488436632747457
PatchCore,inspection_binary,full_all,vlm_only,2162,962,1200,0.5550416281221091,0.5890609840609841,0.6318976292562584,0.7138607971445569,0.5550416281221091,0.0,0.5890609840609841,0.6318976292562584,0.7138607971445569,0.5550416281221091,0.0,0.0,0.0,0.0
