method,auroc,ap
D_z,0.6689311410591172,0.7907620982668357
fixed_source,0.6734180953526191,0.7943886473662681
logistic_geometry,0.6841296897546898,0.8073076675356489
logistic_source,0.6771522910511005,0.7971339340908694
