method,n,normal,anomaly,auroc,ap
D_raw,150,50,100,0.9909999999999999,0.9960316881939906
M_global,150,50,100,0.7660000000000001,0.8847926644276127
M_tight_top1,150,50,100,0.669,0.8109926106478884
M_context_top1,150,50,100,0.7394,0.8631319189472811
M_context_top3max,150,50,100,0.6498,0.8274473602323044
D_z,150,50,100,0.9909999999999999,0.9960316881939906
M_context_top1_z,150,50,100,0.7394,0.8631319189472811
naive_context_top1,150,50,100,0.9884,0.9950268596900733
naive_context_top3max,150,50,100,0.9875999999999999,0.9948095288225829
