method,n,normal,anomaly,auroc,ap
D_raw,200,100,100,0.8249000000000001,0.8242616411715697
M_global,200,100,100,0.4327,0.4650445861771655
M_tight_top1,200,100,100,0.641,0.7002532129254005
M_context_top1,200,100,100,0.5776,0.5888520862673394
M_context_top3max,200,100,100,0.6138999999999999,0.6039370853408065
D_z,200,100,100,0.8249000000000001,0.8242616411715697
M_context_top1_z,200,100,100,0.5776,0.5888520862673394
naive_context_top1,200,100,100,0.7918,0.800979266214368
naive_context_top3max,200,100,100,0.8489,0.8521099420376357
