method,n,normal,anomaly,auroc,ap
D_raw,150,60,90,0.5625925925925926,0.6815126863081594
M_global,150,60,90,0.3453703703703703,0.5182467532613045
M_tight_top1,150,60,90,0.64,0.6986703230474993
M_context_top1,150,60,90,0.5633333333333334,0.6511525219375669
M_context_top3max,150,60,90,0.4444444444444444,0.549232301559662
D_z,150,60,90,0.5625925925925926,0.6815126863081594
M_context_top1_z,150,60,90,0.5633333333333334,0.6511525219375669
naive_context_top1,150,60,90,0.5905555555555554,0.7068340451303676
naive_context_top3max,150,60,90,0.5053703703703704,0.6166480048789477
