method,n,normal,anomaly,auroc,ap
D_raw,162,72,90,0.44382716049382714,0.5569980589854331
M_global,162,72,90,0.3381172839506173,0.47623150850356294
M_tight_top1,162,72,90,0.47901234567901235,0.5213864082652826
M_context_top1,162,72,90,0.5245370370370371,0.5529616742269482
M_context_top3max,162,72,90,0.5200617283950617,0.5620236486916421
D_z,162,72,90,0.44382716049382714,0.5569980589854331
M_context_top1_z,162,72,90,0.5245370370370371,0.5529616742269482
naive_context_top1,162,72,90,0.4813271604938272,0.551780851510761
naive_context_top3max,162,72,90,0.5006172839506173,0.5547138704285555
