method,n,normal,anomaly,auroc,ap
D_raw,80,20,60,0.7899999999999999,0.9293496212782802
M_global,80,20,60,0.5316666666666667,0.7399415962270866
M_tight_top1,80,20,60,0.44,0.754754681567174
M_context_top1,80,20,60,0.4733333333333334,0.751464728610729
M_context_top3max,80,20,60,0.5475,0.7903405668845651
D_z,80,20,60,0.7899999999999999,0.9293496212782802
M_context_top1_z,80,20,60,0.4733333333333334,0.751464728610729
naive_context_top1,80,20,60,0.7366666666666666,0.9082049855015464
naive_context_top3max,80,20,60,0.75,0.9145223805837581
