method,n,normal,anomaly,auroc,ap
D_raw,200,100,100,0.8292,0.8272645759779061
M_global,200,100,100,0.5634,0.5844062064725547
M_tight_top1,200,100,100,0.7537,0.7234091544904842
M_context_top1,200,100,100,0.6922,0.6144649202606915
M_context_top3max,200,100,100,0.5787,0.5331488212710066
D_z,200,100,100,0.8292,0.8272645759779061
M_context_top1_z,200,100,100,0.6922,0.6144649202606915
naive_context_top1,200,100,100,0.8621,0.861364396053347
naive_context_top3max,200,100,100,0.8264,0.7961970604622493
