method,baseline,delta_macro_auroc,lower95,upper95,categories_improved,categories,bootstrap_replicates
percentile_42,D_z,0.011636193619361938,0.005650858854801435,0.017767940450543775,7,12,2000
percentile_123,D_z,0.010841831683168315,0.004821048924314316,0.016957448954752534,5,12,2000
percentile_2026,D_z,0.010448294829482951,0.004331251078907424,0.01686758792160812,5,12,2000
robust_42,D_z,0.014476512651265127,0.009053587205616201,0.020517043216335698,6,12,2000
robust_123,D_z,0.011739356435643564,0.006066112302667435,0.01789796124784134,5,12,2000
robust_2026,D_z,0.012312431243124313,0.006917095963006493,0.018018831699297782,6,12,2000
