timestamp,category,status,max_epochs,train_batch_size,eval_batch_size,num_workers,precision,check_val_every_n_epoch,fit_sec,test_sec,image_AUROC,image_F1Score,pixel_AUROC,pixel_F1Score,error,stage19_seeded_from
2026-07-05T14:30:13,fruit_jelly,success,100,1,64,16,16-mixed,20,15268.667,16.217,0.8266666531562805,0.84375,0.8424254655838013,0.5561066269874573,,results/stage17_defensive_sensitivity/stage17_a_efficientad100_fruit_jelly.csv
2026-07-06T17:19:24,sheet_metal,success,100,1,64,16,16-mixed,10,8122.054,30.337,0.7083333134651184,0.8823529481887817,0.7777146697044373,0.29560014605522156,,
2026-07-06T19:35:16,vial,success,100,1,64,16,16-mixed,10,16101.963,22.853,0.9035639762878418,0.9444444179534912,0.9423906803131104,0.40549859404563904,,
2026-07-07T00:04:01,walnuts,success,100,1,64,16,16-mixed,10,24912.969,59.15,0.6240740418434143,0.7636363506317139,0.7760066986083984,0.061979860067367554,,
