category,epoch,loss
leather,1,2.100712299346924
leather,20,1.9700751304626465
leather,40,1.9143025875091553
leather,60,1.8551243543624878
leather,80,1.8088161945343018
leather,100,1.7619516849517822
leather,120,1.7246428728103638
leather,140,1.687140941619873
leather,160,1.649484634399414
leather,180,1.6131434440612793
leather,200,1.5783157348632812
