method,n,normal,anomaly,auroc,ap
D_raw,156,66,90,0.7856902356902357,0.8120076832795635
M_global,156,66,90,0.5163299663299663,0.6251375116940208
M_tight_top1,156,66,90,0.5575757575757576,0.5747760665501487
M_context_top1,156,66,90,0.4023569023569023,0.5084124340500631
M_context_top3max,156,66,90,0.42558922558922563,0.5172726564765283
D_z,156,66,90,0.7856902356902357,0.8120076832795635
M_context_top1_z,156,66,90,0.4023569023569023,0.5084124340500631
naive_context_top1,156,66,90,0.6579124579124579,0.7307552326031012
naive_context_top3max,156,66,90,0.6466329966329967,0.7219016915442227
