method,n,normal,anomaly,auroc,ap
D_raw,150,50,100,0.984,0.9919779086885728
M_global,150,50,100,0.5821999999999999,0.7397394711757617
M_tight_top1,150,50,100,0.6742,0.838040163363073
M_context_top1,150,50,100,0.6124,0.7898694043091058
M_context_top3max,150,50,100,0.6329999999999999,0.8259662267141065
D_z,150,50,100,0.984,0.9919779086885728
M_context_top1_z,150,50,100,0.6124,0.7898694043091058
naive_context_top1,150,50,100,0.9398,0.9758327465403351
naive_context_top3max,150,50,100,0.9838,0.9926005100210711
