method,baseline,delta_macro_auroc,lower95,upper95,categories_improved,categories,bootstrap_replicates
nested_selected,logistic_geometry,-0.0019432343234323435,-0.004234361837715357,0.00023253781176010027,4,12,2000
nested_selected,D_z,0.008216886688668866,0.0006549971127166648,0.01620828383495457,7,12,2000
lr_tight_text_z,logistic_geometry,0.001114851485148515,-0.0017544548018460643,0.003940662572264293,6,12,2000
lr_tight_visual_z,logistic_geometry,0.0004105060506050605,-0.002308197772207128,0.003243812537211303,5,12,2000
lr_context15_visual_z,logistic_geometry,0.0007981848184818481,-0.0017942002313615384,0.003300618069475876,6,12,2000
lr_context30_text_z,logistic_geometry,-0.0008157865786578657,-0.003637051585287874,0.001888021822126247,6,12,2000
lr_context30_visual_z,logistic_geometry,-0.00013151815181518134,-0.0034675239603852446,0.0033025775863396085,6,12,2000
