method,n,normal,anomaly,auroc,ap
D_raw,200,100,100,0.6688000000000001,0.6664001065955215
M_global,200,100,100,0.5634,0.5844062064725547
M_tight_top1,200,100,100,0.6434,0.6547627523373325
M_context_top1,200,100,100,0.5069,0.4927968038682699
M_context_top3max,200,100,100,0.5133,0.5022856949071932
D_z,200,100,100,0.6688000000000001,0.6664001065955215
M_context_top1_z,200,100,100,0.5069,0.4927968038682699
naive_context_top1,200,100,100,0.6332,0.6569980373843127
naive_context_top3max,200,100,100,0.634,0.6253818590791395
