method,n,normal,anomaly,auroc,ap
D_raw,200,100,100,0.9336000000000001,0.9311853472869269
M_global,200,100,100,0.6633999999999999,0.6826416662724973
M_tight_top1,200,100,100,0.4673,0.5372129933877199
M_context_top1,200,100,100,0.5880000000000001,0.6077739872274903
M_context_top3max,200,100,100,0.5489999999999999,0.5716623690178694
D_z,200,100,100,0.9336000000000001,0.9311853472869269
M_context_top1_z,200,100,100,0.5880000000000001,0.6077739872274903
naive_context_top1,200,100,100,0.935,0.9337016679987841
naive_context_top3max,200,100,100,0.9469000000000001,0.9434248021173993
