method,n,normal,anomaly,auroc,ap
D_raw,114,24,90,0.699537037037037,0.9117786460432544
M_global,114,24,90,0.650462962962963,0.8606312027867197
M_tight_top1,114,24,90,0.4481481481481482,0.7587773827472357
M_context_top1,114,24,90,0.6324074074074074,0.8761115917363804
M_context_top3max,114,24,90,0.49907407407407406,0.7830699263241631
D_z,114,24,90,0.699537037037037,0.9117786460432544
M_context_top1_z,114,24,90,0.6324074074074074,0.8761115917363804
naive_context_top1,114,24,90,0.7407407407407407,0.920002119197074
naive_context_top3max,114,24,90,0.663888888888889,0.8917390771312624
