dataset,backbone,num_test_images,num_test_anomaly,image_auroc,image_best_f1,pixel_auroc,pixel_best_f1,candidate_coverage_ratio,reason_full_auroc,reason_full_ap,reason_full_best_f1,reason_full_accuracy,reason_crop_auroc,reason_crop_ap,reason_crop_best_f1,reason_crop_accuracy,delta_auroc,delta_ap,delta_best_f1,delta_accuracy
VisA,PatchCore,2162,1200,0.9137511138613864,0.8842918468986579,0.8971161399559371,0.1814042671527278,1.0,0.5949971397139714,0.6796165066285377,0.7394776790909408,0.6215241500829187,0.8844370187018701,0.9178538352044332,0.8783189493629032,0.8651191956882255,0.2894398789878987,0.23823732857589552,0.13884127027196247,0.24359504560530676
VisA,FastFlow,2162,1200,0.8933886826182619,0.8630355979712183,0.9511185361827152,0.2573370148349851,0.9991666666666666,0.5949971397139714,0.6796165066285377,0.7394776790909408,0.6215241500829187,0.9221857260726072,0.9398195768083912,0.9042398243985746,0.8947284411276949,0.3271885863586358,0.26020307017985356,0.1647621453076339,0.27320429104477617
