heldout_category,train_categories,selected_q_source,selected_q_direction,selected_eta,selected_gamma,train_mean_V3,train_mean_quality,train_mean_adaptive,train_mean_delta_quality,train_mean_delta_adaptive,train_wins_quality,train_wins_adaptive,test_V3,test_quality_qcr,test_adaptive_qcr,test_delta_quality_minus_V3,test_delta_adaptive_minus_V3,test_delta_adaptive_minus_quality,test_Q_alone
fruit_jelly,sheet_metal;vial;walnuts,candidate_score_max_min,inverted,0.3,0.0,0.8126228744467738,0.8452783601211274,0.8452783601211274,0.03265548567435358,0.03265548567435358,2,2,0.8766666666666668,0.8699999999999999,0.8699999999999999,-0.006666666666666932,-0.006666666666666932,0.0,0.51
sheet_metal,fruit_jelly;vial;walnuts,candidate_score_mean_max,direct,0.35,0.03,0.8573142324714652,0.880305147915211,0.8809014675052412,0.022990915443745652,0.02358723503377595,3,3,0.7425925925925927,0.6277777777777778,0.6277777777777778,-0.11481481481481493,-0.11481481481481493,0.0,0.3018518518518518
vial,fruit_jelly;sheet_metal;walnuts,candidate_score_max_min,inverted,0.3,0.0,0.7987654320987655,0.8302469135802468,0.8302469135802468,0.03148148148148141,0.03148148148148141,2,2,0.9182389937106918,0.9150943396226414,0.9150943396226414,-0.003144654088050425,-0.003144654088050425,0.0,0.4570230607966457
walnuts,fruit_jelly;sheet_metal;vial,candidate_score_max_min,inverted,0.3,0.0,0.8458327509899838,0.8691055206149545,0.8691055206149545,0.023272769624970713,0.023272769624970713,1,1,0.777037037037037,0.7985185185185186,0.7985185185185186,0.021481481481481657,0.021481481481481657,0.0,0.44444444444444453
