protocol,num_folds,mean_test_V3,mean_test_quality_qcr,mean_test_adaptive_qcr,mean_delta_quality_minus_V3,mean_delta_adaptive_minus_V3,wins_quality_over_V3,wins_adaptive_over_V3,wins_adaptive_over_quality,worst_quality_delta,worst_adaptive_delta,worst_quality_category,worst_adaptive_category
AD2_leave_one_category_out_qcr_policy_selection,4,0.828633822501747,0.8028476589797344,0.8028476589797344,-0.025786163522012656,-0.025786163522012656,1,1,0,-0.11481481481481493,-0.11481481481481493,sheet_metal,sheet_metal
