q_source,q_direction,q_name,category,num_images,auroc_detector_D,auroc_crop_M,auroc_quality_Q_alone,auroc_V3_naive,auroc_V4_quality,auroc_V5_fixed_qc,auroc_V6_adaptive,delta_V4_minus_V3,delta_V6_minus_V4,delta_V6_minus_V3
full_image_anomaly_score,direct,full_image_anomaly_score__direct,walnuts,75,0.8051851851851852,0.6429629629629628,0.32,0.777037037037037,0.7525925925925926,0.7407407407407408,0.7525925925925926,-0.02444444444444438,0.0,-0.02444444444444438
full_image_anomaly_score,inverted,full_image_anomaly_score__inverted,fruit_jelly,40,0.7166666666666667,0.8566666666666668,0.3466666666666667,0.8766666666666668,0.8700000000000001,0.8766666666666666,0.8700000000000001,-0.00666666666666671,0.0,-0.00666666666666671
full_image_anomaly_score,inverted,full_image_anomaly_score__inverted,sheet_metal,57,0.7462962962962963,0.587037037037037,0.5037037037037038,0.7425925925925927,0.7222222222222222,0.7333333333333333,0.7222222222222222,-0.020370370370370483,0.0,-0.020370370370370483
full_image_anomaly_score,inverted,full_image_anomaly_score__inverted,vial,71,0.8731656184486374,0.5230607966457024,0.30083857442348005,0.9182389937106918,0.9067085953878408,0.8888888888888888,0.9077568134171908,-0.011530398322851076,0.0010482180293500676,-0.010482180293501009
full_image_anomaly_score,inverted,full_image_anomaly_score__inverted,walnuts,75,0.8051851851851852,0.6429629629629628,0.68,0.777037037037037,0.8037037037037037,0.8074074074074074,0.8037037037037037,0.026666666666666727,0.0,0.026666666666666727
tight_top1_score,direct,tight_top1_score__direct,fruit_jelly,40,0.7166666666666667,0.8566666666666668,0.7366666666666667,0.8766666666666668,0.8566666666666667,0.8899999999999999,0.8533333333333334,-0.02000000000000013,-0.0033333333333332993,-0.023333333333333428
tight_top1_score,direct,tight_top1_score__direct,sheet_metal,57,0.7462962962962963,0.587037037037037,0.4925925925925926,0.7425925925925927,0.737037037037037,0.7018518518518518,0.7333333333333333,-0.005555555555555647,-0.0037037037037037646,-0.009259259259259411
tight_top1_score,direct,tight_top1_score__direct,vial,71,0.8731656184486374,0.5230607966457024,0.3752620545073375,0.9182389937106918,0.9129979035639413,0.8878406708595388,0.9119496855345912,-0.00524109014675056,-0.0010482180293500676,-0.0062893081761006275
tight_top1_score,direct,tight_top1_score__direct,walnuts,75,0.8051851851851852,0.6429629629629628,0.562962962962963,0.777037037037037,0.7762962962962963,0.7718518518518518,0.7762962962962963,-0.0007407407407407085,0.0,-0.0007407407407407085
tight_top1_score,inverted,tight_top1_score__inverted,fruit_jelly,40,0.7166666666666667,0.8566666666666668,0.2633333333333333,0.8766666666666668,0.8533333333333334,0.8700000000000001,0.8533333333333334,-0.023333333333333428,0.0,-0.023333333333333428
tight_top1_score,inverted,tight_top1_score__inverted,sheet_metal,57,0.7462962962962963,0.587037037037037,0.5074074074074074,0.7425925925925927,0.7611111111111112,0.762962962962963,0.7611111111111112,0.01851851851851849,0.0,0.01851851851851849
