category,q_source,q_direction,eta,gamma,auroc_V3_naive,auroc_quality_qcr,auroc_adaptive_qcr,auroc_Q_alone,delta_quality_minus_V3,delta_adaptive_minus_V3,delta_adaptive_minus_quality
walnuts,tight_topk_max_score,inverted,0.15,0.0,0.777037037037037,0.782962962962963,0.782962962962963,0.4925925925925926,0.005925925925926001,0.005925925925926001,0.0
fruit_jelly,tight_topk_max_score,inverted,0.15,0.01,0.8766666666666668,0.8666666666666668,0.8666666666666668,0.26666666666666666,-0.010000000000000009,-0.010000000000000009,0.0
sheet_metal,tight_topk_max_score,inverted,0.15,0.01,0.7425925925925927,0.7703703703703704,0.7703703703703704,0.6518518518518519,0.02777777777777768,0.02777777777777768,0.0
vial,tight_topk_max_score,inverted,0.15,0.01,0.9182389937106918,0.9213836477987423,0.9224318658280923,0.6457023060796646,0.003144654088050425,0.004192872117400492,0.0010482180293500676
walnuts,tight_topk_max_score,inverted,0.15,0.01,0.777037037037037,0.782962962962963,0.782962962962963,0.4925925925925926,0.005925925925926001,0.005925925925926001,0.0
fruit_jelly,tight_topk_max_score,inverted,0.15,0.03,0.8766666666666668,0.8666666666666668,0.8666666666666668,0.26666666666666666,-0.010000000000000009,-0.010000000000000009,0.0
sheet_metal,tight_topk_max_score,inverted,0.15,0.03,0.7425925925925927,0.7703703703703704,0.7703703703703704,0.6518518518518519,0.02777777777777768,0.02777777777777768,0.0
vial,tight_topk_max_score,inverted,0.15,0.03,0.9182389937106918,0.9213836477987423,0.9234800838574424,0.6457023060796646,0.003144654088050425,0.00524109014675056,0.002096436058700135
walnuts,tight_topk_max_score,inverted,0.15,0.03,0.777037037037037,0.782962962962963,0.782962962962963,0.4925925925925926,0.005925925925926001,0.005925925925926001,0.0
fruit_jelly,tight_topk_max_score,inverted,0.15,0.05,0.8766666666666668,0.8666666666666668,0.8666666666666668,0.26666666666666666,-0.010000000000000009,-0.010000000000000009,0.0
sheet_metal,tight_topk_max_score,inverted,0.15,0.05,0.7425925925925927,0.7703703703703704,0.7703703703703704,0.6518518518518519,0.02777777777777768,0.02777777777777768,0.0
vial,tight_topk_max_score,inverted,0.15,0.05,0.9182389937106918,0.9213836477987423,0.9224318658280923,0.6457023060796646,0.003144654088050425,0.004192872117400492,0.0010482180293500676
walnuts,tight_topk_max_score,inverted,0.15,0.05,0.777037037037037,0.782962962962963,0.782962962962963,0.4925925925925926,0.005925925925926001,0.005925925925926001,0.0
fruit_jelly,tight_topk_max_score,inverted,0.2,0.0,0.8766666666666668,0.87,0.87,0.26666666666666666,-0.006666666666666821,-0.006666666666666821,0.0
sheet_metal,tight_topk_max_score,inverted,0.2,0.0,0.7425925925925927,0.7851851851851852,0.7851851851851852,0.6518518518518519,0.042592592592592515,0.042592592592592515,0.0
vial,tight_topk_max_score,inverted,0.2,0.0,0.9182389937106918,0.920335429769392,0.920335429769392,0.6457023060796646,0.002096436058700135,0.002096436058700135,0.0
walnuts,tight_topk_max_score,inverted,0.2,0.0,0.777037037037037,0.7888888888888889,0.7888888888888889,0.4925925925925926,0.011851851851851891,0.011851851851851891,0.0
fruit_jelly,tight_topk_max_score,inverted,0.2,0.01,0.8766666666666668,0.87,0.87,0.26666666666666666,-0.006666666666666821,-0.006666666666666821,0.0
sheet_metal,tight_topk_max_score,inverted,0.2,0.01,0.7425925925925927,0.7851851851851852,0.787037037037037,0.6518518518518519,0.042592592592592515,0.04444444444444429,0.0018518518518517713
vial,tight_topk_max_score,inverted,0.2,0.01,0.9182389937106918,0.920335429769392,0.920335429769392,0.6457023060796646,0.002096436058700135,0.002096436058700135,0.0
walnuts,tight_topk_max_score,inverted,0.2,0.01,0.777037037037037,0.7888888888888889,0.7888888888888889,0.4925925925925926,0.011851851851851891,0.011851851851851891,0.0
fruit_jelly,tight_topk_max_score,inverted,0.2,0.03,0.8766666666666668,0.87,0.87,0.26666666666666666,-0.006666666666666821,-0.006666666666666821,0.0
sheet_metal,tight_topk_max_score,inverted,0.2,0.03,0.7425925925925927,0.7851851851851852,0.787037037037037,0.6518518518518519,0.042592592592592515,0.04444444444444429,0.0018518518518517713
vial,tight_topk_max_score,inverted,0.2,0.03,0.9182389937106918,0.920335429769392,0.920335429769392,0.6457023060796646,0.002096436058700135,0.002096436058700135,0.0
walnuts,tight_topk_max_score,inverted,0.2,0.03,0.777037037037037,0.7888888888888889,0.7888888888888889,0.4925925925925926,0.011851851851851891,0.011851851851851891,0.0
fruit_jelly,tight_topk_max_score,inverted,0.2,0.05,0.8766666666666668,0.87,0.87,0.26666666666666666,-0.006666666666666821,-0.006666666666666821,0.0
sheet_metal,tight_topk_max_score,inverted,0.2,0.05,0.7425925925925927,0.7851851851851852,0.787037037037037,0.6518518518518519,0.042592592592592515,0.04444444444444429,0.0018518518518517713
vial,tight_topk_max_score,inverted,0.2,0.05,0.9182389937106918,0.920335429769392,0.920335429769392,0.6457023060796646,0.002096436058700135,0.002096436058700135,0.0
walnuts,tight_topk_max_score,inverted,0.2,0.05,0.777037037037037,0.7888888888888889,0.788148148148148,0.4925925925925926,0.011851851851851891,0.011111111111111072,-0.0007407407407408195
fruit_jelly,tight_topk_max_score,inverted,0.25,0.0,0.8766666666666668,0.86,0.86,0.26666666666666666,-0.01666666666666683,-0.01666666666666683,0.0
sheet_metal,tight_topk_max_score,inverted,0.25,0.0,0.7425925925925927,0.7999999999999999,0.7999999999999999,0.6518518518518519,0.05740740740740724,0.05740740740740724,0.0
vial,tight_topk_max_score,inverted,0.25,0.0,0.9182389937106918,0.9150943396226415,0.9150943396226415,0.6457023060796646,-0.0031446540880503138,-0.0031446540880503138,0.0
walnuts,tight_topk_max_score,inverted,0.25,0.0,0.777037037037037,0.7903703703703703,0.7903703703703703,0.4925925925925926,0.013333333333333308,0.013333333333333308,0.0
fruit_jelly,tight_topk_max_score,inverted,0.25,0.01,0.8766666666666668,0.86,0.86,0.26666666666666666,-0.01666666666666683,-0.01666666666666683,0.0
sheet_metal,tight_topk_max_score,inverted,0.25,0.01,0.7425925925925927,0.7999999999999999,0.8,0.6518518518518519,0.05740740740740724,0.05740740740740735,1.1102230246251565e-16
vial,tight_topk_max_score,inverted,0.25,0.01,0.9182389937106918,0.9150943396226415,0.9150943396226415,0.6457023060796646,-0.0031446540880503138,-0.0031446540880503138,0.0
walnuts,tight_topk_max_score,inverted,0.25,0.01,0.777037037037037,0.7903703703703703,0.7903703703703703,0.4925925925925926,0.013333333333333308,0.013333333333333308,0.0
fruit_jelly,tight_topk_max_score,inverted,0.25,0.03,0.8766666666666668,0.86,0.86,0.26666666666666666,-0.01666666666666683,-0.01666666666666683,0.0
sheet_metal,tight_topk_max_score,inverted,0.25,0.03,0.7425925925925927,0.7999999999999999,0.7981481481481482,0.6518518518518519,0.05740740740740724,0.05555555555555547,-0.0018518518518517713
vial,tight_topk_max_score,inverted,0.25,0.03,0.9182389937106918,0.9150943396226415,0.9150943396226415,0.6457023060796646,-0.0031446540880503138,-0.0031446540880503138,0.0
walnuts,tight_topk_max_score,inverted,0.25,0.03,0.777037037037037,0.7903703703703703,0.7896296296296296,0.4925925925925926,0.013333333333333308,0.0125925925925926,-0.0007407407407407085
fruit_jelly,tight_topk_max_score,inverted,0.25,0.05,0.8766666666666668,0.86,0.86,0.26666666666666666,-0.01666666666666683,-0.01666666666666683,0.0
sheet_metal,tight_topk_max_score,inverted,0.25,0.05,0.7425925925925927,0.7999999999999999,0.7981481481481482,0.6518518518518519,0.05740740740740724,0.05555555555555547,-0.0018518518518517713
vial,tight_topk_max_score,inverted,0.25,0.05,0.9182389937106918,0.9150943396226415,0.9150943396226415,0.6457023060796646,-0.0031446540880503138,-0.0031446540880503138,0.0
walnuts,tight_topk_max_score,inverted,0.25,0.05,0.777037037037037,0.7903703703703703,0.7896296296296296,0.4925925925925926,0.013333333333333308,0.0125925925925926,-0.0007407407407407085
fruit_jelly,tight_topk_max_score,inverted,0.3,0.0,0.8766666666666668,0.8566666666666668,0.8566666666666668,0.26666666666666666,-0.020000000000000018,-0.020000000000000018,0.0
sheet_metal,tight_topk_max_score,inverted,0.3,0.0,0.7425925925925927,0.8148148148148149,0.8148148148148149,0.6518518518518519,0.07222222222222219,0.07222222222222219,0.0
vial,tight_topk_max_score,inverted,0.3,0.0,0.9182389937106918,0.9098532494758911,0.9098532494758911,0.6457023060796646,-0.008385744234800763,-0.008385744234800763,0.0
walnuts,tight_topk_max_score,inverted,0.3,0.0,0.777037037037037,0.7918518518518519,0.7918518518518519,0.4925925925925926,0.014814814814814947,0.014814814814814947,0.0
fruit_jelly,tight_topk_max_score,inverted,0.3,0.01,0.8766666666666668,0.8566666666666668,0.8566666666666668,0.26666666666666666,-0.020000000000000018,-0.020000000000000018,0.0
sheet_metal,tight_topk_max_score,inverted,0.3,0.01,0.7425925925925927,0.8148148148148149,0.8148148148148149,0.6518518518518519,0.07222222222222219,0.07222222222222219,0.0
vial,tight_topk_max_score,inverted,0.3,0.01,0.9182389937106918,0.9098532494758911,0.9109014675052411,0.6457023060796646,-0.008385744234800763,-0.007337526205450695,0.0010482180293500676
walnuts,tight_topk_max_score,inverted,0.3,0.01,0.777037037037037,0.7918518518518519,0.7918518518518519,0.4925925925925926,0.014814814814814947,0.014814814814814947,0.0
fruit_jelly,tight_topk_max_score,inverted,0.3,0.03,0.8766666666666668,0.8566666666666668,0.8566666666666668,0.26666666666666666,-0.020000000000000018,-0.020000000000000018,0.0
sheet_metal,tight_topk_max_score,inverted,0.3,0.03,0.7425925925925927,0.8148148148148149,0.8185185185185185,0.6518518518518519,0.07222222222222219,0.07592592592592584,0.0037037037037036535
vial,tight_topk_max_score,inverted,0.3,0.03,0.9182389937106918,0.9098532494758911,0.9109014675052411,0.6457023060796646,-0.008385744234800763,-0.007337526205450695,0.0010482180293500676
walnuts,tight_topk_max_score,inverted,0.3,0.03,0.777037037037037,0.7918518518518519,0.7918518518518519,0.4925925925925926,0.014814814814814947,0.014814814814814947,0.0
fruit_jelly,tight_topk_max_score,inverted,0.3,0.05,0.8766666666666668,0.8566666666666668,0.8566666666666668,0.26666666666666666,-0.020000000000000018,-0.020000000000000018,0.0
sheet_metal,tight_topk_max_score,inverted,0.3,0.05,0.7425925925925927,0.8148148148148149,0.8185185185185185,0.6518518518518519,0.07222222222222219,0.07592592592592584,0.0037037037037036535
vial,tight_topk_max_score,inverted,0.3,0.05,0.9182389937106918,0.9098532494758911,0.9109014675052411,0.6457023060796646,-0.008385744234800763,-0.007337526205450695,0.0010482180293500676
walnuts,tight_topk_max_score,inverted,0.3,0.05,0.777037037037037,0.7918518518518519,0.7918518518518519,0.4925925925925926,0.014814814814814947,0.014814814814814947,0.0
fruit_jelly,tight_topk_max_score,inverted,0.35,0.0,0.8766666666666668,0.8533333333333334,0.8533333333333334,0.26666666666666666,-0.023333333333333428,-0.023333333333333428,0.0
sheet_metal,tight_topk_max_score,inverted,0.35,0.0,0.7425925925925927,0.8185185185185185,0.8185185185185185,0.6518518518518519,0.07592592592592584,0.07592592592592584,0.0
vial,tight_topk_max_score,inverted,0.35,0.0,0.9182389937106918,0.9035639412997903,0.9035639412997903,0.6457023060796646,-0.014675052410901501,-0.014675052410901501,0.0
walnuts,tight_topk_max_score,inverted,0.35,0.0,0.777037037037037,0.788888888888889,0.788888888888889,0.4925925925925926,0.011851851851852002,0.011851851851852002,0.0
fruit_jelly,tight_topk_max_score,inverted,0.35,0.01,0.8766666666666668,0.8533333333333334,0.8533333333333334,0.26666666666666666,-0.023333333333333428,-0.023333333333333428,0.0
sheet_metal,tight_topk_max_score,inverted,0.35,0.01,0.7425925925925927,0.8185185185185185,0.8185185185185185,0.6518518518518519,0.07592592592592584,0.07592592592592584,0.0
vial,tight_topk_max_score,inverted,0.35,0.01,0.9182389937106918,0.9035639412997903,0.9046121593291405,0.6457023060796646,-0.014675052410901501,-0.013626834381551323,0.0010482180293501786
walnuts,tight_topk_max_score,inverted,0.35,0.01,0.777037037037037,0.788888888888889,0.788888888888889,0.4925925925925926,0.011851851851852002,0.011851851851852002,0.0
fruit_jelly,tight_topk_max_score,inverted,0.35,0.03,0.8766666666666668,0.8533333333333334,0.8533333333333334,0.26666666666666666,-0.023333333333333428,-0.023333333333333428,0.0
sheet_metal,tight_topk_max_score,inverted,0.35,0.03,0.7425925925925927,0.8185185185185185,0.8185185185185185,0.6518518518518519,0.07592592592592584,0.07592592592592584,0.0
vial,tight_topk_max_score,inverted,0.35,0.03,0.9182389937106918,0.9035639412997903,0.9046121593291405,0.6457023060796646,-0.014675052410901501,-0.013626834381551323,0.0010482180293501786
walnuts,tight_topk_max_score,inverted,0.35,0.03,0.777037037037037,0.788888888888889,0.788888888888889,0.4925925925925926,0.011851851851852002,0.011851851851852002,0.0
fruit_jelly,tight_topk_max_score,inverted,0.35,0.05,0.8766666666666668,0.8533333333333334,0.8533333333333334,0.26666666666666666,-0.023333333333333428,-0.023333333333333428,0.0
sheet_metal,tight_topk_max_score,inverted,0.35,0.05,0.7425925925925927,0.8185185185185185,0.8185185185185185,0.6518518518518519,0.07592592592592584,0.07592592592592584,0.0
vial,tight_topk_max_score,inverted,0.35,0.05,0.9182389937106918,0.9035639412997903,0.9056603773584906,0.6457023060796646,-0.014675052410901501,-0.012578616352201255,0.002096436058700246
walnuts,tight_topk_max_score,inverted,0.35,0.05,0.777037037037037,0.788888888888889,0.788888888888889,0.4925925925925926,0.011851851851852002,0.011851851851852002,0.0
fruit_jelly,tight_topk_mean_score,direct,0.05,0.0,0.8766666666666668,0.8733333333333334,0.8733333333333334,0.6766666666666665,-0.0033333333333334103,-0.0033333333333334103,0.0
sheet_metal,tight_topk_mean_score,direct,0.05,0.0,0.7425925925925927,0.7259259259259259,0.7259259259259259,0.35185185185185186,-0.01666666666666683,-0.01666666666666683,0.0
vial,tight_topk_mean_score,direct,0.05,0.0,0.9182389937106918,0.9171907756813418,0.9171907756813418,0.3972746331236897,-0.0010482180293500676,-0.0010482180293500676,0.0
walnuts,tight_topk_mean_score,direct,0.05,0.0,0.777037037037037,0.777037037037037,0.777037037037037,0.6066666666666667,0.0,0.0,0.0
fruit_jelly,tight_topk_mean_score,direct,0.05,0.01,0.8766666666666668,0.8733333333333334,0.8733333333333334,0.6766666666666665,-0.0033333333333334103,-0.0033333333333334103,0.0
sheet_metal,tight_topk_mean_score,direct,0.05,0.01,0.7425925925925927,0.7259259259259259,0.7259259259259259,0.35185185185185186,-0.01666666666666683,-0.01666666666666683,0.0
vial,tight_topk_mean_score,direct,0.05,0.01,0.9182389937106918,0.9171907756813418,0.9182389937106918,0.3972746331236897,-0.0010482180293500676,0.0,0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.05,0.01,0.777037037037037,0.777037037037037,0.777037037037037,0.6066666666666667,0.0,0.0,0.0
fruit_jelly,tight_topk_mean_score,direct,0.05,0.03,0.8766666666666668,0.8733333333333334,0.8733333333333334,0.6766666666666665,-0.0033333333333334103,-0.0033333333333334103,0.0
sheet_metal,tight_topk_mean_score,direct,0.05,0.03,0.7425925925925927,0.7259259259259259,0.7277777777777777,0.35185185185185186,-0.01666666666666683,-0.014814814814814947,0.0018518518518518823
vial,tight_topk_mean_score,direct,0.05,0.03,0.9182389937106918,0.9171907756813418,0.919287211740042,0.3972746331236897,-0.0010482180293500676,0.0010482180293501786,0.002096436058700246
walnuts,tight_topk_mean_score,direct,0.05,0.03,0.777037037037037,0.777037037037037,0.777037037037037,0.6066666666666667,0.0,0.0,0.0
fruit_jelly,tight_topk_mean_score,direct,0.05,0.05,0.8766666666666668,0.8733333333333334,0.8733333333333334,0.6766666666666665,-0.0033333333333334103,-0.0033333333333334103,0.0
sheet_metal,tight_topk_mean_score,direct,0.05,0.05,0.7425925925925927,0.7259259259259259,0.7259259259259259,0.35185185185185186,-0.01666666666666683,-0.01666666666666683,0.0
vial,tight_topk_mean_score,direct,0.05,0.05,0.9182389937106918,0.9171907756813418,0.9182389937106918,0.3972746331236897,-0.0010482180293500676,0.0,0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.05,0.05,0.777037037037037,0.777037037037037,0.777037037037037,0.6066666666666667,0.0,0.0,0.0
fruit_jelly,tight_topk_mean_score,direct,0.1,0.0,0.8766666666666668,0.8733333333333332,0.8733333333333332,0.6766666666666665,-0.0033333333333336324,-0.0033333333333336324,0.0
sheet_metal,tight_topk_mean_score,direct,0.1,0.0,0.7425925925925927,0.7055555555555556,0.7055555555555556,0.35185185185185186,-0.03703703703703709,-0.03703703703703709,0.0
vial,tight_topk_mean_score,direct,0.1,0.0,0.9182389937106918,0.9192872117400419,0.9192872117400419,0.3972746331236897,0.0010482180293500676,0.0010482180293500676,0.0
walnuts,tight_topk_mean_score,direct,0.1,0.0,0.777037037037037,0.7807407407407407,0.7807407407407407,0.6066666666666667,0.0037037037037037646,0.0037037037037037646,0.0
fruit_jelly,tight_topk_mean_score,direct,0.1,0.01,0.8766666666666668,0.8733333333333332,0.8733333333333332,0.6766666666666665,-0.0033333333333336324,-0.0033333333333336324,0.0
sheet_metal,tight_topk_mean_score,direct,0.1,0.01,0.7425925925925927,0.7055555555555556,0.7055555555555556,0.35185185185185186,-0.03703703703703709,-0.03703703703703709,0.0
vial,tight_topk_mean_score,direct,0.1,0.01,0.9182389937106918,0.9192872117400419,0.9192872117400419,0.3972746331236897,0.0010482180293500676,0.0010482180293500676,0.0
walnuts,tight_topk_mean_score,direct,0.1,0.01,0.777037037037037,0.7807407407407407,0.7807407407407407,0.6066666666666667,0.0037037037037037646,0.0037037037037037646,0.0
fruit_jelly,tight_topk_mean_score,direct,0.1,0.03,0.8766666666666668,0.8733333333333332,0.8733333333333332,0.6766666666666665,-0.0033333333333336324,-0.0033333333333336324,0.0
sheet_metal,tight_topk_mean_score,direct,0.1,0.03,0.7425925925925927,0.7055555555555556,0.7037037037037037,0.35185185185185186,-0.03703703703703709,-0.03888888888888897,-0.0018518518518518823
vial,tight_topk_mean_score,direct,0.1,0.03,0.9182389937106918,0.9192872117400419,0.9182389937106918,0.3972746331236897,0.0010482180293500676,0.0,-0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.1,0.03,0.777037037037037,0.7807407407407407,0.7814814814814814,0.6066666666666667,0.0037037037037037646,0.004444444444444473,0.0007407407407407085
fruit_jelly,tight_topk_mean_score,direct,0.1,0.05,0.8766666666666668,0.8733333333333332,0.8733333333333332,0.6766666666666665,-0.0033333333333336324,-0.0033333333333336324,0.0
sheet_metal,tight_topk_mean_score,direct,0.1,0.05,0.7425925925925927,0.7055555555555556,0.7037037037037037,0.35185185185185186,-0.03703703703703709,-0.03888888888888897,-0.0018518518518518823
vial,tight_topk_mean_score,direct,0.1,0.05,0.9182389937106918,0.9192872117400419,0.9192872117400419,0.3972746331236897,0.0010482180293500676,0.0010482180293500676,0.0
walnuts,tight_topk_mean_score,direct,0.1,0.05,0.777037037037037,0.7807407407407407,0.7814814814814814,0.6066666666666667,0.0037037037037037646,0.004444444444444473,0.0007407407407407085
fruit_jelly,tight_topk_mean_score,direct,0.15,0.0,0.8766666666666668,0.8633333333333333,0.8633333333333333,0.6766666666666665,-0.01333333333333353,-0.01333333333333353,0.0
sheet_metal,tight_topk_mean_score,direct,0.15,0.0,0.7425925925925927,0.7000000000000001,0.7000000000000001,0.35185185185185186,-0.042592592592592626,-0.042592592592592626,0.0
vial,tight_topk_mean_score,direct,0.15,0.0,0.9182389937106918,0.9171907756813418,0.9171907756813418,0.3972746331236897,-0.0010482180293500676,-0.0010482180293500676,0.0
walnuts,tight_topk_mean_score,direct,0.15,0.0,0.777037037037037,0.7844444444444445,0.7844444444444445,0.6066666666666667,0.007407407407407529,0.007407407407407529,0.0
fruit_jelly,tight_topk_mean_score,direct,0.15,0.01,0.8766666666666668,0.8633333333333333,0.8600000000000001,0.6766666666666665,-0.01333333333333353,-0.01666666666666672,-0.0033333333333331883
sheet_metal,tight_topk_mean_score,direct,0.15,0.01,0.7425925925925927,0.7000000000000001,0.7000000000000001,0.35185185185185186,-0.042592592592592626,-0.042592592592592626,0.0
vial,tight_topk_mean_score,direct,0.15,0.01,0.9182389937106918,0.9171907756813418,0.9182389937106918,0.3972746331236897,-0.0010482180293500676,0.0,0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.15,0.01,0.777037037037037,0.7844444444444445,0.7844444444444445,0.6066666666666667,0.007407407407407529,0.007407407407407529,0.0
fruit_jelly,tight_topk_mean_score,direct,0.15,0.03,0.8766666666666668,0.8633333333333333,0.8600000000000001,0.6766666666666665,-0.01333333333333353,-0.01666666666666672,-0.0033333333333331883
sheet_metal,tight_topk_mean_score,direct,0.15,0.03,0.7425925925925927,0.7000000000000001,0.6981481481481481,0.35185185185185186,-0.042592592592592626,-0.04444444444444462,-0.0018518518518519933
vial,tight_topk_mean_score,direct,0.15,0.03,0.9182389937106918,0.9171907756813418,0.9182389937106918,0.3972746331236897,-0.0010482180293500676,0.0,0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.15,0.03,0.777037037037037,0.7844444444444445,0.7844444444444445,0.6066666666666667,0.007407407407407529,0.007407407407407529,0.0
fruit_jelly,tight_topk_mean_score,direct,0.15,0.05,0.8766666666666668,0.8633333333333333,0.8600000000000001,0.6766666666666665,-0.01333333333333353,-0.01666666666666672,-0.0033333333333331883
sheet_metal,tight_topk_mean_score,direct,0.15,0.05,0.7425925925925927,0.7000000000000001,0.7,0.35185185185185186,-0.042592592592592626,-0.04259259259259274,-1.1102230246251565e-16
vial,tight_topk_mean_score,direct,0.15,0.05,0.9182389937106918,0.9171907756813418,0.9182389937106918,0.3972746331236897,-0.0010482180293500676,0.0,0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.15,0.05,0.777037037037037,0.7844444444444445,0.7844444444444445,0.6066666666666667,0.007407407407407529,0.007407407407407529,0.0
fruit_jelly,tight_topk_mean_score,direct,0.2,0.0,0.8766666666666668,0.8433333333333333,0.8433333333333333,0.6766666666666665,-0.03333333333333355,-0.03333333333333355,0.0
sheet_metal,tight_topk_mean_score,direct,0.2,0.0,0.7425925925925927,0.6925925925925925,0.6925925925925925,0.35185185185185186,-0.050000000000000155,-0.050000000000000155,0.0
vial,tight_topk_mean_score,direct,0.2,0.0,0.9182389937106918,0.9192872117400419,0.9192872117400419,0.3972746331236897,0.0010482180293500676,0.0010482180293500676,0.0
walnuts,tight_topk_mean_score,direct,0.2,0.0,0.777037037037037,0.785185185185185,0.785185185185185,0.6066666666666667,0.008148148148148016,0.008148148148148016,0.0
fruit_jelly,tight_topk_mean_score,direct,0.2,0.01,0.8766666666666668,0.8433333333333333,0.8433333333333333,0.6766666666666665,-0.03333333333333355,-0.03333333333333355,0.0
sheet_metal,tight_topk_mean_score,direct,0.2,0.01,0.7425925925925927,0.6925925925925925,0.6907407407407408,0.35185185185185186,-0.050000000000000155,-0.05185185185185193,-0.0018518518518517713
vial,tight_topk_mean_score,direct,0.2,0.01,0.9182389937106918,0.9192872117400419,0.9192872117400419,0.3972746331236897,0.0010482180293500676,0.0010482180293500676,0.0
walnuts,tight_topk_mean_score,direct,0.2,0.01,0.777037037037037,0.785185185185185,0.7859259259259258,0.6066666666666667,0.008148148148148016,0.008888888888888835,0.0007407407407408195
fruit_jelly,tight_topk_mean_score,direct,0.2,0.03,0.8766666666666668,0.8433333333333333,0.8433333333333333,0.6766666666666665,-0.03333333333333355,-0.03333333333333355,0.0
sheet_metal,tight_topk_mean_score,direct,0.2,0.03,0.7425925925925927,0.6925925925925925,0.6907407407407408,0.35185185185185186,-0.050000000000000155,-0.05185185185185193,-0.0018518518518517713
vial,tight_topk_mean_score,direct,0.2,0.03,0.9182389937106918,0.9192872117400419,0.9182389937106918,0.3972746331236897,0.0010482180293500676,0.0,-0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.2,0.03,0.777037037037037,0.785185185185185,0.7866666666666666,0.6066666666666667,0.008148148148148016,0.009629629629629655,0.001481481481481639
fruit_jelly,tight_topk_mean_score,direct,0.2,0.05,0.8766666666666668,0.8433333333333333,0.8433333333333333,0.6766666666666665,-0.03333333333333355,-0.03333333333333355,0.0
sheet_metal,tight_topk_mean_score,direct,0.2,0.05,0.7425925925925927,0.6925925925925925,0.6907407407407408,0.35185185185185186,-0.050000000000000155,-0.05185185185185193,-0.0018518518518517713
vial,tight_topk_mean_score,direct,0.2,0.05,0.9182389937106918,0.9192872117400419,0.9182389937106918,0.3972746331236897,0.0010482180293500676,0.0,-0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.2,0.05,0.777037037037037,0.785185185185185,0.7866666666666666,0.6066666666666667,0.008148148148148016,0.009629629629629655,0.001481481481481639
fruit_jelly,tight_topk_mean_score,direct,0.25,0.0,0.8766666666666668,0.8200000000000001,0.8200000000000001,0.6766666666666665,-0.056666666666666754,-0.056666666666666754,0.0
sheet_metal,tight_topk_mean_score,direct,0.25,0.0,0.7425925925925927,0.6851851851851851,0.6851851851851851,0.35185185185185186,-0.057407407407407574,-0.057407407407407574,0.0
vial,tight_topk_mean_score,direct,0.25,0.0,0.9182389937106918,0.9192872117400419,0.9192872117400419,0.3972746331236897,0.0010482180293500676,0.0010482180293500676,0.0
walnuts,tight_topk_mean_score,direct,0.25,0.0,0.777037037037037,0.7925925925925925,0.7925925925925925,0.6066666666666667,0.015555555555555545,0.015555555555555545,0.0
fruit_jelly,tight_topk_mean_score,direct,0.25,0.01,0.8766666666666668,0.8200000000000001,0.8200000000000001,0.6766666666666665,-0.056666666666666754,-0.056666666666666754,0.0
sheet_metal,tight_topk_mean_score,direct,0.25,0.01,0.7425925925925927,0.6851851851851851,0.6833333333333333,0.35185185185185186,-0.057407407407407574,-0.059259259259259345,-0.0018518518518517713
vial,tight_topk_mean_score,direct,0.25,0.01,0.9182389937106918,0.9192872117400419,0.9192872117400419,0.3972746331236897,0.0010482180293500676,0.0010482180293500676,0.0
walnuts,tight_topk_mean_score,direct,0.25,0.01,0.777037037037037,0.7925925925925925,0.7925925925925925,0.6066666666666667,0.015555555555555545,0.015555555555555545,0.0
fruit_jelly,tight_topk_mean_score,direct,0.25,0.03,0.8766666666666668,0.8200000000000001,0.8200000000000001,0.6766666666666665,-0.056666666666666754,-0.056666666666666754,0.0
sheet_metal,tight_topk_mean_score,direct,0.25,0.03,0.7425925925925927,0.6851851851851851,0.6833333333333333,0.35185185185185186,-0.057407407407407574,-0.059259259259259345,-0.0018518518518517713
vial,tight_topk_mean_score,direct,0.25,0.03,0.9182389937106918,0.9192872117400419,0.9182389937106918,0.3972746331236897,0.0010482180293500676,0.0,-0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.25,0.03,0.777037037037037,0.7925925925925925,0.7925925925925925,0.6066666666666667,0.015555555555555545,0.015555555555555545,0.0
fruit_jelly,tight_topk_mean_score,direct,0.25,0.05,0.8766666666666668,0.8200000000000001,0.8200000000000001,0.6766666666666665,-0.056666666666666754,-0.056666666666666754,0.0
sheet_metal,tight_topk_mean_score,direct,0.25,0.05,0.7425925925925927,0.6851851851851851,0.6833333333333333,0.35185185185185186,-0.057407407407407574,-0.059259259259259345,-0.0018518518518517713
vial,tight_topk_mean_score,direct,0.25,0.05,0.9182389937106918,0.9192872117400419,0.9182389937106918,0.3972746331236897,0.0010482180293500676,0.0,-0.0010482180293500676
walnuts,tight_topk_mean_score,direct,0.25,0.05,0.777037037037037,0.7925925925925925,0.7925925925925925,0.6066666666666667,0.015555555555555545,0.015555555555555545,0.0
fruit_jelly,tight_topk_mean_score,direct,0.3,0.0,0.8766666666666668,0.8133333333333332,0.8133333333333332,0.6766666666666665,-0.06333333333333357,-0.06333333333333357,0.0
