category,epoch,loss,bce,dice,identity,residual_l1,normal_fp
screw,1,3.0922603607177734,0.5462921857833862,0.973471999168396,0.0,0.0,0.5241653919219971
screw,50,3.037470817565918,0.5242523550987244,0.9745270609855652,0.00013928014959674329,0.006296041887253523,0.5107055306434631
screw,100,2.9882051944732666,0.5077009797096252,0.9751588702201843,0.0004996248171664774,0.012739583849906921,0.49720218777656555
screw,150,2.944606304168701,0.49329495429992676,0.9750555753707886,0.0009374652872793376,0.020086202770471573,0.48476484417915344
