method,n,normal,anomaly,auroc,ap
D_raw,200,100,100,0.9277,0.9175799341556953
M_global,200,100,100,0.5599,0.5730338795339619
M_tight_top1,200,100,100,0.5612000000000001,0.5809638896143295
M_context_top1,200,100,100,0.5349,0.5862096443831087
M_context_top3max,200,100,100,0.5095000000000001,0.5510012635843821
D_z,200,100,100,0.9277,0.9175799341556953
M_context_top1_z,200,100,100,0.5349,0.5862096443831087
naive_context_top1,200,100,100,0.9268,0.9176934415959489
naive_context_top3max,200,100,100,0.926,0.9192346550294085
