dataset,category,method,num_images,num_normal,num_anomaly,auroc,ap,best_f1,best_accuracy,best_threshold,delta_auroc_vs_full,delta_ap_vs_full,delta_best_f1_vs_full,delta_accuracy_vs_full
MVTec AD 2,vial,patchcore_score,71,18,53,0.889937106918239,0.960453025278707,0.9203539823008849,0.8732394366197183,0.4937856495380401,0.2410901467505241,0.08826841710349187,0.06551527262346557,0.12676056338028163
MVTec AD 2,vial,full_image,71,18,53,0.6488469601677149,0.8721846081752151,0.8548387096774194,0.7464788732394366,-0.00822383165359497,0.0,0.0,0.0,0.0
MVTec AD 2,vial,crop_topk_mean,71,18,53,0.4811320754716981,0.7514416645238545,0.8688524590163934,0.7746478873239436,-0.004659523566563924,-0.1677148846960168,-0.12074294365136062,0.014013749338974035,0.028169014084507005
MVTec AD 2,vial,crop_topk_max,71,18,53,0.46750524109014674,0.777748736765373,0.8617886178861789,0.7605633802816901,-0.0042547136545181274,-0.1813417190775682,-0.09443587140984211,0.006949908208759514,0.014084507042253502
MVTec AD 2,vial,crop_top1,71,18,53,0.3752620545073375,0.7080189762937539,0.8688524590163934,0.7746478873239436,-0.005063757300376892,-0.2735849056603774,-0.16416563188146127,0.014013749338974035,0.028169014084507005
