method,n,normal,anomaly,auroc,ap
D_raw,150,60,90,0.8603703703703703,0.9160163649173206
M_global,150,60,90,0.7848148148148149,0.8404796945166793
M_tight_top1,150,60,90,0.6535185185185184,0.7911170280398981
M_context_top1,150,60,90,0.6816666666666668,0.7876545511392765
M_context_top3max,150,60,90,0.6466666666666667,0.7437487046215461
D_z,150,60,90,0.8603703703703703,0.9160163649173206
M_context_top1_z,150,60,90,0.6816666666666668,0.7876545511392765
naive_context_top1,150,60,90,0.8348148148148149,0.9009373757408229
naive_context_top3max,150,60,90,0.8411111111111111,0.9022917565638646
