method,baseline,delta_macro_auroc,lower95,upper95,categories_improved
D512,D256,0.06251300562312467,0.003140176030429001,0.12322211038245263,7
D512,naive256,0.06285893945120136,-0.0036010806048008426,0.13109956316280708,6
D512,logistic_source,0.05429185563114135,-0.0055543467913259465,0.11651157854766482,7
naive512,D512,-0.06169571995464852,-0.10213578099590002,-0.024429697699786992,1
