method,n,normal,anomaly,auroc,ap
D_raw,132,42,90,0.5335978835978836,0.7033982193190758
M_global,132,42,90,0.5063492063492063,0.6982532721263293
M_tight_top1,132,42,90,0.4748677248677248,0.6853432890459372
M_context_top1,132,42,90,0.45211640211640214,0.6779847667965073
M_context_top3max,132,42,90,0.46216931216931223,0.6848232662054061
D_z,132,42,90,0.5335978835978836,0.7033982193190758
M_context_top1_z,132,42,90,0.45211640211640214,0.6779847667965073
naive_context_top1,132,42,90,0.5238095238095237,0.69956238547084
naive_context_top3max,132,42,90,0.5259259259259259,0.6979510807515605
