caliper,matched_fraction,supported_fraction_all_positives,map_nn,appearance_nn,joint_nn,conditional_appearance,map_nn_supported,appearance_nn_supported,joint_nn_supported,conditional_appearance_supported
0.01,0.43555170119811387,0.05946058199483122,0.5406670018146235,0.6906736802170296,0.624462360328656,0.5954454288317206,0.5712744747987588,0.7572008203800142,0.7922041312740826,0.6803264101282182
0.05,0.47612801654694265,0.06037377643927566,0.5414900646704222,0.686376335021971,0.6208676067683836,0.5907829726866772,0.5700830113083624,0.7573415192989411,0.7885382603470976,0.6798096022228425
0.1,0.48737880059712185,0.061467526439275666,0.5400696315274613,0.6865783354453092,0.6199296098340402,0.590694412923274,0.5698823868166426,0.7558240479162216,0.7875820515321714,0.6803767800067736
