dataset,category,num_test_images,num_test_normal,num_test_anomaly,image_auroc,image_ap,image_best_f1,image_best_threshold,pixel_auroc,pixel_ap,pixel_best_f1,pixel_best_threshold
VisA,candle,200,100,100,0.6728000000000001,0.6646053619188245,0.7072243346007605,0.5,0.8890878055193172,0.019413723090730965,0.06116128285284242,0.7538316700972763
VisA,MEAN,200,100,100,0.6728000000000001,0.6646053619188245,0.7072243346007605,,0.8890878055193172,0.019413723090730965,0.06116128285284242,
