method,n,normal,anomaly,auroc,ap
D_raw,150,50,100,0.9546,0.9792100168814865
M_global,150,50,100,0.5821999999999999,0.7397394711757617
M_tight_top1,150,50,100,0.5904,0.7934545874013632
M_context_top1,150,50,100,0.6075999999999999,0.8019377138017418
M_context_top3max,150,50,100,0.5429999999999999,0.7480778565149537
D_z,150,50,100,0.9546,0.9792100168814865
M_context_top1_z,150,50,100,0.6075999999999999,0.8019377138017418
naive_context_top1,150,50,100,0.9252,0.9696407491831636
naive_context_top3max,150,50,100,0.9476,0.9770376700911854
