panel,method,mean_image_auroc,mean_image_ap,mean_pixel_auroc,mean_pixel_f1,protocol,fairness_tag,paper_role,use_in_main_claim,comparison_scope,directly_comparable_with_qcr_panel,rank_by_mean_image_auroc
A_system_level_strong_baselines,"PatchCore + context VLM, same-set",0.8452830188679246,0.9398388196941556,,,"mean over fruit_jelly, sheet_metal, vial, walnuts",mean_summary,upper_bound_diagnostic_only,False,Stage15 primary four-category system comparison,False,1
A_system_level_strong_baselines,"PatchCore + context VLM, LOCO",0.8209783368273935,0.9302959680370716,,,"mean over fruit_jelly, sheet_metal, vial, walnuts",mean_summary,primary_fair_system_result,True,Stage15 primary four-category system comparison,False,2
A_system_level_strong_baselines,PatchCore,0.7853284416491964,,,,"mean over fruit_jelly, sheet_metal, vial, walnuts",mean_summary,classic_detector_baseline,True,Stage15 primary four-category system comparison,False,3
A_system_level_strong_baselines,EfficientAD-30 fixed-budget,0.7604262679815292,,0.8092912882566452,0.310419206507504,"mean over fruit_jelly, sheet_metal, vial, walnuts",mean_summary,modern_detector_fixed_budget_baseline,True,Stage15 primary four-category system comparison,False,4
A_system_level_strong_baselines,context-aware VLM,0.7101187980433263,,,,"mean over fruit_jelly, sheet_metal, vial, walnuts",mean_summary,vlm_baseline,True,Stage15 primary four-category system comparison,False,5
A_system_level_strong_baselines,full-image VLM,0.6458892382948986,,,,"mean over fruit_jelly, sheet_metal, vial, walnuts",mean_summary,vlm_baseline,True,Stage15 primary four-category system comparison,False,6
A_system_level_strong_baselines,WinCLIP fixed protocol,0.6137526258826256,,0.8202556669712067,0.2729192115366459,"mean over fruit_jelly, sheet_metal, vial, walnuts",mean_summary,external_vlm_anomaly_baseline,True,Stage15 primary four-category system comparison,False,7
