backbone,dataset,strategy,eval_mode,category,variant_id,variant,num_images,num_normal,num_anomaly,auroc,ap,best_f1,best_accuracy,best_threshold
FastFlow,VisA,inspection_binary,full_all,cashew,V5,fixed_quality_consistency,150,50,100,0.9234,0.9627110914427545,0.8962264150943395,0.8533333333333334,0.2790215641782673
FastFlow,VisA,inspection_binary,full_all,cashew,V6,adaptive_qcru,150,50,100,0.9288,0.9655905974400611,0.8969072164948454,0.8666666666666667,0.27953281048543394
FastFlow,VisA,inspection_binary,full_all,chewinggum,V0,detector_only,150,50,100,0.9898,0.9960090763761806,0.9847715736040609,0.98,0.413938724007642
FastFlow,VisA,inspection_binary,full_all,chewinggum,V2,crop_topk_vlm,150,50,100,0.8288,0.9058927181697193,0.8436018957345972,0.78,0.3312101482719503
FastFlow,VisA,inspection_binary,full_all,chewinggum,V3,naive_detector_crop_fusion,150,50,100,0.985,0.9936261681739547,0.9651741293532338,0.9533333333333334,0.40338104443281325
FastFlow,VisA,inspection_binary,full_all,chewinggum,V4,quality_weighted_crop,150,50,100,0.994,0.9973598845598847,0.98,0.9733333333333334,0.2965267762789073
FastFlow,VisA,inspection_binary,full_all,chewinggum,V5,fixed_quality_consistency,150,50,100,0.9898,0.9956371281539985,0.9743589743589743,0.9666666666666667,0.4247219609641915
FastFlow,VisA,inspection_binary,full_all,chewinggum,V6,adaptive_qcru,150,50,100,0.994,0.9973598845598847,0.98,0.9733333333333334,0.2831769533593405
FastFlow,VisA,inspection_binary,full_all,fryum,V0,detector_only,150,50,100,0.9496,0.9762500544261796,0.9178743961352657,0.8866666666666667,0.3355346706669524
FastFlow,VisA,inspection_binary,full_all,fryum,V2,crop_topk_vlm,150,50,100,0.487,0.7123898617480776,0.8,0.6666666666666666,0.0
FastFlow,VisA,inspection_binary,full_all,fryum,V3,naive_detector_crop_fusion,150,50,100,0.8838,0.9470051352061976,0.8648648648648649,0.8,0.33388996178487806
FastFlow,VisA,inspection_binary,full_all,fryum,V4,quality_weighted_crop,150,50,100,0.953,0.9781299056894927,0.9170731707317075,0.8866666666666667,0.30736039376649615
FastFlow,VisA,inspection_binary,full_all,fryum,V5,fixed_quality_consistency,150,50,100,0.9208,0.9646361576249386,0.888888888888889,0.86,0.4156397863093589
FastFlow,VisA,inspection_binary,full_all,fryum,V6,adaptive_qcru,150,50,100,0.954,0.9786268437039447,0.9253731343283582,0.9,0.29909783352334857
FastFlow,VisA,inspection_binary,full_all,macaroni1,V0,detector_only,200,100,100,0.8792,0.8803977413336387,0.8230088495575221,0.8,0.3495813019883397
FastFlow,VisA,inspection_binary,full_all,macaroni1,V2,crop_topk_vlm,200,100,100,0.5219,0.570552941264472,0.6735395189003437,0.525,0.1446123220861868
FastFlow,VisA,inspection_binary,full_all,macaroni1,V3,naive_detector_crop_fusion,200,100,100,0.801,0.803945866508604,0.7522935779816514,0.73,0.41689109344420067
FastFlow,VisA,inspection_binary,full_all,macaroni1,V4,quality_weighted_crop,200,100,100,0.8898,0.8925913152037002,0.8247422680412372,0.83,0.3825756776920226
FastFlow,VisA,inspection_binary,full_all,macaroni1,V5,fixed_quality_consistency,200,100,100,0.8617,0.8613887422811011,0.8080808080808082,0.81,0.42317280172866384
FastFlow,VisA,inspection_binary,full_all,macaroni1,V6,adaptive_qcru,200,100,100,0.8917,0.8950680111237516,0.8247422680412372,0.83,0.36664386732345794
FastFlow,VisA,inspection_binary,full_all,macaroni2,V0,detector_only,200,100,100,0.7208,0.7528116034031653,0.712121212121212,0.62,0.1957820926844771
FastFlow,VisA,inspection_binary,full_all,macaroni2,V2,crop_topk_vlm,200,100,100,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.0
FastFlow,VisA,inspection_binary,full_all,macaroni2,V3,naive_detector_crop_fusion,200,100,100,0.6114,0.665466319129306,0.6735395189003437,0.525,0.27102320639911925
FastFlow,VisA,inspection_binary,full_all,macaroni2,V4,quality_weighted_crop,200,100,100,0.7713,0.8008062866300958,0.7258687258687259,0.645,0.2773188684720645
FastFlow,VisA,inspection_binary,full_all,macaroni2,V5,fixed_quality_consistency,200,100,100,0.7098,0.7452268602126222,0.6943396226415096,0.595,0.34150487691097686
FastFlow,VisA,inspection_binary,full_all,macaroni2,V6,adaptive_qcru,200,100,100,0.7744,0.8037205114067103,0.7286821705426355,0.65,0.26453494404977085
FastFlow,VisA,inspection_binary,full_all,pcb1,V0,detector_only,200,100,100,0.8936,0.8922699141201902,0.8468468468468469,0.83,0.3321640682622474
FastFlow,VisA,inspection_binary,full_all,pcb1,V2,crop_topk_vlm,200,100,100,0.3715,0.4097810605576349,0.6688963210702341,0.505,0.0047495830051911
FastFlow,VisA,inspection_binary,full_all,pcb1,V3,naive_detector_crop_fusion,200,100,100,0.7446,0.7508250170715552,0.7410714285714286,0.71,0.3903012668252708
FastFlow,VisA,inspection_binary,full_all,pcb1,V4,quality_weighted_crop,200,100,100,0.8874,0.8950957097404872,0.8348623853211009,0.82,0.3013574437014407
FastFlow,VisA,inspection_binary,full_all,pcb1,V5,fixed_quality_consistency,200,100,100,0.8347,0.8354217026620328,0.7963800904977375,0.775,0.36624028101048134
FastFlow,VisA,inspection_binary,full_all,pcb1,V6,adaptive_qcru,200,100,100,0.8889,0.8969759997849561,0.8348623853211009,0.82,0.2876541592494188
FastFlow,VisA,inspection_binary,full_all,pcb2,V0,detector_only,200,100,100,0.8776,0.9092279549181771,0.8279569892473118,0.84,0.3864936433046756
FastFlow,VisA,inspection_binary,full_all,pcb2,V2,crop_topk_vlm,200,100,100,0.564,0.5983078435298201,0.6666666666666666,0.5,0.0
FastFlow,VisA,inspection_binary,full_all,pcb2,V3,naive_detector_crop_fusion,200,100,100,0.8583,0.887040911817771,0.8020833333333334,0.81,0.4196284626313289
FastFlow,VisA,inspection_binary,full_all,pcb2,V4,quality_weighted_crop,200,100,100,0.9307,0.9471002484985394,0.8736842105263158,0.88,0.34937373076943296
FastFlow,VisA,inspection_binary,full_all,pcb2,V5,fixed_quality_consistency,200,100,100,0.9141,0.9307849723611732,0.8585858585858585,0.86,0.3687592009679107
FastFlow,VisA,inspection_binary,full_all,pcb2,V6,adaptive_qcru,200,100,100,0.9317,0.9481101210210052,0.8736842105263158,0.88,0.3342210393674133
FastFlow,VisA,inspection_binary,full_all,pcb3,V0,detector_only,201,101,100,0.8868316831683168,0.8924080114235597,0.8262910798122066,0.8159203980099502,0.3820002115840187
FastFlow,VisA,inspection_binary,full_all,pcb3,V2,crop_topk_vlm,201,101,100,0.5782178217821782,0.5841223526824347,0.6713286713286712,0.5323383084577115,0.1874090205742386
FastFlow,VisA,inspection_binary,full_all,pcb3,V3,naive_detector_crop_fusion,201,101,100,0.8264356435643564,0.8281587223127869,0.7841409691629956,0.7562189054726368,0.3991728180643148
FastFlow,VisA,inspection_binary,full_all,pcb3,V4,quality_weighted_crop,201,101,100,0.95009900990099,0.9517672421581372,0.8932038834951457,0.8905472636815921,0.36442150480942254
FastFlow,VisA,inspection_binary,full_all,pcb3,V5,fixed_quality_consistency,201,101,100,0.92990099009901,0.9260797663214173,0.8640776699029127,0.8606965174129353,0.43108398027270856
FastFlow,VisA,inspection_binary,full_all,pcb3,V6,adaptive_qcru,201,101,100,0.9519801980198019,0.95407496328087,0.8932038834951457,0.8905472636815921,0.3485613937895823
FastFlow,VisA,inspection_binary,full_all,pcb4,V0,detector_only,201,101,100,0.9384158415841584,0.9187090870239386,0.9099526066350712,0.9054726368159204,0.4364831627958593
FastFlow,VisA,inspection_binary,full_all,pcb4,V2,crop_topk_vlm,201,101,100,0.8018811881188119,0.8347051577269313,0.7555555555555556,0.7263681592039801,0.278545756725877
FastFlow,VisA,inspection_binary,full_all,pcb4,V3,naive_detector_crop_fusion,201,101,100,0.9548514851485148,0.9438568877159207,0.9150943396226415,0.9104477611940298,0.3602601850357823
FastFlow,VisA,inspection_binary,full_all,pcb4,V4,quality_weighted_crop,201,101,100,0.972970297029703,0.9697801821555775,0.9238095238095237,0.9203980099502488,0.3043976124138293
FastFlow,VisA,inspection_binary,full_all,pcb4,V5,fixed_quality_consistency,201,101,100,0.9784158415841584,0.9743614949566438,0.9346733668341709,0.9353233830845771,0.41340983261096625
FastFlow,VisA,inspection_binary,full_all,pcb4,V6,adaptive_qcru,201,101,100,0.9739603960396039,0.9711313974272556,0.9238095238095237,0.9203980099502488,0.29177859344463114
FastFlow,VisA,inspection_binary,full_all,pipe_fryum,V0,detector_only,150,50,100,0.9714,0.9861322585320343,0.9359605911330049,0.9133333333333333,0.3486240291703347
FastFlow,VisA,inspection_binary,full_all,pipe_fryum,V2,crop_topk_vlm,150,50,100,0.6286,0.8068344289490915,0.8,0.6666666666666666,0.0
FastFlow,VisA,inspection_binary,full_all,pipe_fryum,V3,naive_detector_crop_fusion,150,50,100,0.9576,0.9803609735579039,0.916256157635468,0.8866666666666667,0.4193459495086246
FastFlow,VisA,inspection_binary,full_all,pipe_fryum,V4,quality_weighted_crop,150,50,100,0.9896,0.9949506005139446,0.9611650485436893,0.9466666666666667,0.30811764391009616
FastFlow,VisA,inspection_binary,full_all,pipe_fryum,V5,fixed_quality_consistency,150,50,100,0.9856,0.9928706154012698,0.964824120603015,0.9533333333333334,0.39856349530937296
FastFlow,VisA,inspection_binary,full_all,pipe_fryum,V6,adaptive_qcru,150,50,100,0.9904,0.9953592226818102,0.9611650485436893,0.9466666666666667,0.2957511667327315
PatchCore,VisA,category_binary,crop_or_full,candle,V0,detector_only,200,100,100,0.984,0.9848109252857526,0.9452736318407959,0.945,0.3180439816743701
PatchCore,VisA,category_binary,crop_or_full,candle,V2,crop_topk_vlm,200,100,100,0.1112,0.3374832482338191,0.6666666666666666,0.5,0.0
PatchCore,VisA,category_binary,crop_or_full,candle,V3,naive_detector_crop_fusion,200,100,100,0.7731,0.8505660415011532,0.746268656716418,0.745,0.5015028063215372
PatchCore,VisA,category_binary,crop_or_full,candle,V4,quality_weighted_crop,200,100,100,0.9238,0.9500706377022134,0.8924731182795699,0.9,0.3944232429373482
PatchCore,VisA,category_binary,crop_or_full,candle,V5,fixed_quality_consistency,200,100,100,0.853,0.9071074968147137,0.8307692307692308,0.835,0.45647723362480314
PatchCore,VisA,category_binary,crop_or_full,candle,V6,adaptive_qcru,200,100,100,0.925,0.9508338197985793,0.8924731182795699,0.9,0.38236324302675767
PatchCore,VisA,category_binary,crop_or_full,capsules,V0,detector_only,160,60,100,0.6995,0.83780514713668,0.7777777777777777,0.65,0.0973009554594214
PatchCore,VisA,category_binary,crop_or_full,capsules,V2,crop_topk_vlm,160,60,100,0.9961666666666666,0.9979321263294634,0.98989898989899,0.9875,0.4522107024640804
PatchCore,VisA,category_binary,crop_or_full,capsules,V3,naive_detector_crop_fusion,160,60,100,0.9805,0.9882468149983475,0.9473684210526316,0.93125,0.3417020209409327
PatchCore,VisA,category_binary,crop_or_full,capsules,V4,quality_weighted_crop,160,60,100,0.9626666666666667,0.9771663618514378,0.9216589861751151,0.89375,0.2500903324852671
PatchCore,VisA,category_binary,crop_or_full,capsules,V5,fixed_quality_consistency,160,60,100,0.9881666666666666,0.992920044904579,0.9611650485436893,0.95,0.3336309324093287
PatchCore,VisA,category_binary,crop_or_full,capsules,V6,adaptive_qcru,160,60,100,0.9633333333333334,0.977702389073664,0.9216589861751151,0.89375,0.241386490882047
PatchCore,VisA,category_binary,crop_or_full,cashew,V0,detector_only,150,50,100,0.966,0.9829735785810191,0.9313725490196078,0.9066666666666666,0.1227138930587519
PatchCore,VisA,category_binary,crop_or_full,cashew,V2,crop_topk_vlm,150,50,100,0.9606,0.9844946831502617,0.9387755102040817,0.92,0.4930498511825327
PatchCore,VisA,category_binary,crop_or_full,cashew,V3,naive_detector_crop_fusion,150,50,100,0.98,0.9924695227387,0.9748743718592964,0.9666666666666667,0.31089939000759437
PatchCore,VisA,category_binary,crop_or_full,cashew,V4,quality_weighted_crop,150,50,100,0.9866,0.9946921160741286,0.9797979797979798,0.9733333333333334,0.24329476144571746
PatchCore,VisA,category_binary,crop_or_full,cashew,V5,fixed_quality_consistency,150,50,100,0.9844,0.9940267836495855,0.9797979797979798,0.9733333333333334,0.31276330063834634
PatchCore,VisA,category_binary,crop_or_full,cashew,V6,adaptive_qcru,150,50,100,0.9866,0.9946921160741286,0.9797979797979798,0.9733333333333334,0.2350832633008054
PatchCore,VisA,category_binary,crop_or_full,chewinggum,V0,detector_only,150,50,100,0.9918,0.9963432307459067,0.9746192893401014,0.9666666666666667,0.2067258118082996
PatchCore,VisA,category_binary,crop_or_full,chewinggum,V2,crop_topk_vlm,150,50,100,0.6792,0.8549564751669655,0.8,0.6666666666666666,0.0
PatchCore,VisA,category_binary,crop_or_full,chewinggum,V3,naive_detector_crop_fusion,150,50,100,0.9562,0.9836629688064198,0.9583333333333334,0.9466666666666667,0.4094956237740899
PatchCore,VisA,category_binary,crop_or_full,chewinggum,V4,quality_weighted_crop,150,50,100,0.981,0.9927573228375677,0.9743589743589743,0.9666666666666667,0.26742986515860684
PatchCore,VisA,category_binary,crop_or_full,chewinggum,V5,fixed_quality_consistency,150,50,100,0.9748,0.9901652444776545,0.9690721649484536,0.96,0.3504185051575736
PatchCore,VisA,category_binary,crop_or_full,chewinggum,V6,adaptive_qcru,150,50,100,0.981,0.9927573228375677,0.9743589743589743,0.9666666666666667,0.25841548410516135
PatchCore,VisA,category_binary,crop_or_full,fryum,V0,detector_only,150,50,100,0.9544,0.9791647967969027,0.9148936170212766,0.8933333333333333,0.252438577504773
PatchCore,VisA,category_binary,crop_or_full,fryum,V2,crop_topk_vlm,150,50,100,1.0,1.0,1.0,1.0,0.3222734848573581
PatchCore,VisA,category_binary,crop_or_full,fryum,V3,naive_detector_crop_fusion,150,50,100,1.0,1.0,1.0,1.0,0.22572469198459483
PatchCore,VisA,category_binary,crop_or_full,fryum,V4,quality_weighted_crop,150,50,100,0.9994,0.9997039215686274,0.99009900990099,0.9866666666666667,0.15885249281890498
PatchCore,VisA,category_binary,crop_or_full,fryum,V5,fixed_quality_consistency,150,50,100,1.0,1.0,1.0,1.0,0.21196599427734228
PatchCore,VisA,category_binary,crop_or_full,fryum,V6,adaptive_qcru,150,50,100,0.9994,0.9997039215686274,0.99009900990099,0.9866666666666667,0.1533696082555042
PatchCore,VisA,category_binary,crop_or_full,macaroni1,V0,detector_only,200,100,100,0.8661,0.8558898153534565,0.8130841121495327,0.8,0.268071405854568
PatchCore,VisA,category_binary,crop_or_full,macaroni1,V2,crop_topk_vlm,200,100,100,0.6318,0.7088581502922764,0.6666666666666666,0.5,0.0
PatchCore,VisA,category_binary,crop_or_full,macaroni1,V3,naive_detector_crop_fusion,200,100,100,0.8821,0.8852362543755288,0.8000000000000002,0.79,0.320243296500314
PatchCore,VisA,category_binary,crop_or_full,macaroni1,V4,quality_weighted_crop,200,100,100,0.9421,0.9375617510627124,0.9004739336492892,0.895,0.2677113304302849
PatchCore,VisA,category_binary,crop_or_full,macaroni1,V5,fixed_quality_consistency,200,100,100,0.9423,0.9396235857219467,0.8785046728971964,0.87,0.30989332061639097
PatchCore,VisA,category_binary,crop_or_full,macaroni1,V6,adaptive_qcru,200,100,100,0.9432,0.9388437395670559,0.9004739336492892,0.895,0.2597687032008473
PatchCore,VisA,category_binary,crop_or_full,macaroni2,V0,detector_only,200,100,100,0.7119,0.7150348278671933,0.7200000000000001,0.65,0.288483716275031
PatchCore,VisA,category_binary,crop_or_full,macaroni2,V2,crop_topk_vlm,200,100,100,0.5096,0.5108424850078878,0.6711409395973155,0.51,0.1668571118312048
PatchCore,VisA,category_binary,crop_or_full,macaroni2,V3,naive_detector_crop_fusion,200,100,100,0.6878,0.6740082341649719,0.7242798353909465,0.665,0.4300859359803213
PatchCore,VisA,category_binary,crop_or_full,macaroni2,V4,quality_weighted_crop,200,100,100,0.8107,0.8098072181079953,0.7705627705627707,0.735,0.35737637573182063
PatchCore,VisA,category_binary,crop_or_full,macaroni2,V5,fixed_quality_consistency,200,100,100,0.7762,0.7637232959763821,0.7488986784140969,0.715,0.44279755268223564
PatchCore,VisA,category_binary,crop_or_full,macaroni2,V6,adaptive_qcru,200,100,100,0.814,0.8138363847501189,0.7705627705627707,0.735,0.34501354284254526
PatchCore,VisA,category_binary,crop_or_full,pcb1,V0,detector_only,200,100,100,0.9436,0.9389364335340876,0.8771929824561403,0.86,0.1877372317054656
PatchCore,VisA,category_binary,crop_or_full,pcb1,V2,crop_topk_vlm,200,100,100,0.7673,0.8608164795543702,0.7861271676300579,0.815,0.5199808082778057
PatchCore,VisA,category_binary,crop_or_full,pcb1,V3,naive_detector_crop_fusion,200,100,100,0.9621,0.9717415392892897,0.9447236180904524,0.945,0.39970783884488315
PatchCore,VisA,category_binary,crop_or_full,pcb1,V4,quality_weighted_crop,200,100,100,0.982,0.9813067377804013,0.9552238805970149,0.955,0.2957588864431905
PatchCore,VisA,category_binary,crop_or_full,pcb1,V5,fixed_quality_consistency,200,100,100,0.9764,0.9814381408466093,0.9552238805970149,0.955,0.35789523187804495
PatchCore,VisA,category_binary,crop_or_full,pcb1,V6,adaptive_qcru,200,100,100,0.982,0.9813067377804013,0.9552238805970149,0.955,0.2863890378676411
PatchCore,VisA,category_binary,crop_or_full,pcb2,V0,detector_only,200,100,100,0.93045,0.9208291434495045,0.863849765258216,0.855,0.1758174786146131
PatchCore,VisA,category_binary,crop_or_full,pcb2,V2,crop_topk_vlm,200,100,100,0.8765,0.919632568338018,0.8415300546448088,0.855,0.4424961998457674
PatchCore,VisA,category_binary,crop_or_full,pcb2,V3,naive_detector_crop_fusion,200,100,100,0.9678,0.9653647482049691,0.9494949494949495,0.95,0.31865665338524246
PatchCore,VisA,category_binary,crop_or_full,pcb2,V4,quality_weighted_crop,200,100,100,0.9682,0.9571942391723175,0.9547738693467336,0.955,0.23925567417438515
PatchCore,VisA,category_binary,crop_or_full,pcb2,V5,fixed_quality_consistency,200,100,100,0.9734,0.972857112110545,0.9547738693467336,0.955,0.306607020759269
PatchCore,VisA,category_binary,crop_or_full,pcb2,V6,adaptive_qcru,200,100,100,0.9684,0.9580136371656286,0.9547738693467336,0.955,0.23119401366527834
PatchCore,VisA,category_binary,crop_or_full,pcb3,V0,detector_only,201,101,100,0.9330693069306931,0.9358632057164368,0.8571428571428572,0.8507462686567164,0.2372052107984018
PatchCore,VisA,category_binary,crop_or_full,pcb3,V2,crop_topk_vlm,201,101,100,0.7933663366336634,0.868509164770779,0.7857142857142857,0.7910447761194029,0.3506618223336076
PatchCore,VisA,category_binary,crop_or_full,pcb3,V3,naive_detector_crop_fusion,201,101,100,0.9352475247524753,0.9511743454083376,0.8756218905472637,0.8756218905472637,0.2923682584054508
PatchCore,VisA,category_binary,crop_or_full,pcb3,V4,quality_weighted_crop,201,101,100,0.9673267326732673,0.9738151602274415,0.9090909090909092,0.9154228855721394,0.2734890250241572
PatchCore,VisA,category_binary,crop_or_full,pcb3,V5,fixed_quality_consistency,201,101,100,0.9635643564356435,0.9718845112848498,0.9072164948453608,0.9104477611940298,0.30089588485186003
PatchCore,VisA,category_binary,crop_or_full,pcb3,V6,adaptive_qcru,201,101,100,0.9675247524752475,0.9739985649980025,0.9090909090909092,0.9154228855721394,0.2646542268273413
PatchCore,VisA,category_binary,crop_or_full,pcb4,V0,detector_only,201,101,100,0.9905940594059406,0.9904336260134786,0.9560975609756097,0.9552238805970149,0.2968615500623144
PatchCore,VisA,category_binary,crop_or_full,pcb4,V2,crop_topk_vlm,201,101,100,0.9578217821782178,0.9685541629199079,0.9333333333333333,0.9353233830845771,0.3264394719169752
PatchCore,VisA,category_binary,crop_or_full,pcb4,V3,naive_detector_crop_fusion,201,101,100,0.9971287128712871,0.9970350765801741,0.9801980198019802,0.9800995024875622,0.3134278281070866
PatchCore,VisA,category_binary,crop_or_full,pcb4,V4,quality_weighted_crop,201,101,100,0.9977227722772277,0.9976929208572982,0.9803921568627451,0.9800995024875622,0.26444662752460957
PatchCore,VisA,category_binary,crop_or_full,pcb4,V5,fixed_quality_consistency,201,101,100,0.9982178217821782,0.9981861300940263,0.9852216748768473,0.9850746268656716,0.28283646542570523
PatchCore,VisA,category_binary,crop_or_full,pcb4,V6,adaptive_qcru,201,101,100,0.9977227722772277,0.9976929208572982,0.9803921568627451,0.9800995024875622,0.25597779171211904
PatchCore,VisA,category_binary,crop_or_full,pipe_fryum,V0,detector_only,150,50,100,0.9936,0.9970635344852196,0.9801980198019802,0.9733333333333334,0.2513330869789637
PatchCore,VisA,category_binary,crop_or_full,pipe_fryum,V2,crop_topk_vlm,150,50,100,0.9982,0.9990715067131629,0.9950248756218906,0.9933333333333333,0.4975189799493814
PatchCore,VisA,category_binary,crop_or_full,pipe_fryum,V3,naive_detector_crop_fusion,150,50,100,1.0,1.0,1.0,1.0,0.37849650260958684
PatchCore,VisA,category_binary,crop_or_full,pipe_fryum,V4,quality_weighted_crop,150,50,100,1.0,1.0,1.0,1.0,0.29838105324977665
PatchCore,VisA,category_binary,crop_or_full,pipe_fryum,V5,fixed_quality_consistency,150,50,100,1.0,1.0,1.0,1.0,0.3663760109703335
PatchCore,VisA,category_binary,crop_or_full,pipe_fryum,V6,adaptive_qcru,150,50,100,1.0,1.0,1.0,1.0,0.28861757482498435
PatchCore,VisA,category_binary,crop_topk_ensemble,candle,V0,detector_only,200,100,100,0.984,0.9848109252857526,0.9452736318407959,0.945,0.3180439816743701
PatchCore,VisA,category_binary,crop_topk_ensemble,candle,V2,crop_topk_vlm,200,100,100,0.1138,0.33858028550362024,0.6666666666666666,0.5,0.0
PatchCore,VisA,category_binary,crop_topk_ensemble,candle,V3,naive_detector_crop_fusion,200,100,100,0.7818,0.855736239983205,0.7524752475247525,0.75,0.5015028063215372
PatchCore,VisA,category_binary,crop_topk_ensemble,candle,V4,quality_weighted_crop,200,100,100,0.9283,0.9526364217769111,0.8924731182795699,0.9,0.3944232429373482
PatchCore,VisA,category_binary,crop_topk_ensemble,candle,V5,fixed_quality_consistency,200,100,100,0.8617,0.9117672558601609,0.8342245989304813,0.845,0.4813957599774838
PatchCore,VisA,category_binary,crop_topk_ensemble,candle,V6,adaptive_qcru,200,100,100,0.9298,0.9536444134658191,0.8924731182795699,0.9,0.38236324302675767
PatchCore,VisA,category_binary,crop_topk_ensemble,capsules,V0,detector_only,160,60,100,0.6995,0.83780514713668,0.7777777777777777,0.65,0.0973009554594214
PatchCore,VisA,category_binary,crop_topk_ensemble,capsules,V2,crop_topk_vlm,160,60,100,0.9978333333333333,0.9988495575221239,0.9949748743718593,0.99375,0.4417696974751384
PatchCore,VisA,category_binary,crop_topk_ensemble,capsules,V3,naive_detector_crop_fusion,160,60,100,0.987,0.9919694607762003,0.9607843137254902,0.95,0.36356358723919735
PatchCore,VisA,category_binary,crop_topk_ensemble,capsules,V4,quality_weighted_crop,160,60,100,0.9711666666666666,0.9823670055781332,0.9289099526066351,0.90625,0.2645681674089192
PatchCore,VisA,category_binary,crop_topk_ensemble,capsules,V5,fixed_quality_consistency,160,60,100,0.9935,0.9960451038495642,0.970873786407767,0.9625,0.32947207000665757
PatchCore,VisA,category_binary,crop_topk_ensemble,capsules,V6,adaptive_qcru,160,60,100,0.9711666666666666,0.9823670055781332,0.9289099526066351,0.90625,0.2557636538975453
PatchCore,VisA,category_binary,crop_topk_ensemble,cashew,V0,detector_only,150,50,100,0.966,0.9829735785810191,0.9313725490196078,0.9066666666666666,0.1227138930587519
PatchCore,VisA,category_binary,crop_topk_ensemble,cashew,V2,crop_topk_vlm,150,50,100,0.9824,0.9926549263376251,0.96,0.9466666666666667,0.4507585080599526
PatchCore,VisA,category_binary,crop_topk_ensemble,cashew,V3,naive_detector_crop_fusion,150,50,100,0.9966,0.998431402864176,0.9849246231155778,0.98,0.3561570098704605
PatchCore,VisA,category_binary,crop_topk_ensemble,cashew,V4,quality_weighted_crop,150,50,100,0.9988,0.999433962264151,0.9949748743718593,0.9933333333333333,0.25883776438012024
PatchCore,VisA,category_binary,crop_topk_ensemble,cashew,V5,fixed_quality_consistency,150,50,100,0.9986,0.9993339622641509,0.99,0.9866666666666667,0.29942352558506474
PatchCore,VisA,category_binary,crop_topk_ensemble,cashew,V6,adaptive_qcru,150,50,100,0.9988,0.999433962264151,0.9949748743718593,0.9933333333333333,0.24990067077440456
PatchCore,VisA,category_binary,crop_topk_ensemble,chewinggum,V0,detector_only,150,50,100,0.9918,0.9963432307459067,0.9746192893401014,0.9666666666666667,0.2067258118082996
PatchCore,VisA,category_binary,crop_topk_ensemble,chewinggum,V2,crop_topk_vlm,150,50,100,0.7024,0.8644070275156855,0.8,0.6666666666666666,0.0
PatchCore,VisA,category_binary,crop_topk_ensemble,chewinggum,V3,naive_detector_crop_fusion,150,50,100,0.966,0.9867284105062801,0.9583333333333334,0.9466666666666667,0.4094956237740899
PatchCore,VisA,category_binary,crop_topk_ensemble,chewinggum,V4,quality_weighted_crop,150,50,100,0.9892,0.9957315267826773,0.9746192893401014,0.9666666666666667,0.26388894830951887
PatchCore,VisA,category_binary,crop_topk_ensemble,chewinggum,V5,fixed_quality_consistency,150,50,100,0.983,0.9931293884993887,0.9690721649484536,0.96,0.3504185051575736
PatchCore,VisA,category_binary,crop_topk_ensemble,chewinggum,V6,adaptive_qcru,150,50,100,0.9892,0.9957315267826773,0.9746192893401014,0.9666666666666667,0.2550311518397312
PatchCore,VisA,category_binary,crop_topk_ensemble,fryum,V0,detector_only,150,50,100,0.9544,0.9791647967969027,0.9148936170212766,0.8933333333333333,0.252438577504773
PatchCore,VisA,category_binary,crop_topk_ensemble,fryum,V2,crop_topk_vlm,150,50,100,1.0,1.0,1.0,1.0,0.324328382618911
PatchCore,VisA,category_binary,crop_topk_ensemble,fryum,V3,naive_detector_crop_fusion,150,50,100,1.0,1.0,1.0,1.0,0.27001146260013414
PatchCore,VisA,category_binary,crop_topk_ensemble,fryum,V4,quality_weighted_crop,150,50,100,1.0,1.0,1.0,1.0,0.22530389170211873
PatchCore,VisA,category_binary,crop_topk_ensemble,fryum,V5,fixed_quality_consistency,150,50,100,1.0,1.0,1.0,1.0,0.2846944114928447
PatchCore,VisA,category_binary,crop_topk_ensemble,fryum,V6,adaptive_qcru,150,50,100,1.0,1.0,1.0,1.0,0.21803679735794443
PatchCore,VisA,category_binary,crop_topk_ensemble,macaroni1,V0,detector_only,200,100,100,0.8661,0.8558898153534565,0.8130841121495327,0.8,0.268071405854568
PatchCore,VisA,category_binary,crop_topk_ensemble,macaroni1,V2,crop_topk_vlm,200,100,100,0.6471,0.7236313817400881,0.6690909090909091,0.545,0.1895932202967922
PatchCore,VisA,category_binary,crop_topk_ensemble,macaroni1,V3,naive_detector_crop_fusion,200,100,100,0.8904,0.8925099650985149,0.8177339901477833,0.815,0.3430737226507425
PatchCore,VisA,category_binary,crop_topk_ensemble,macaroni1,V4,quality_weighted_crop,200,100,100,0.946,0.9415475429524682,0.9056603773584904,0.9,0.2677113304302849
PatchCore,VisA,category_binary,crop_topk_ensemble,macaroni1,V5,fixed_quality_consistency,200,100,100,0.9477,0.9451195442360671,0.8837209302325583,0.875,0.30989332061639097
PatchCore,VisA,category_binary,crop_topk_ensemble,macaroni1,V6,adaptive_qcru,200,100,100,0.9469,0.9426626598552565,0.9056603773584904,0.9,0.2597687032008473
PatchCore,VisA,category_binary,crop_topk_ensemble,macaroni2,V0,detector_only,200,100,100,0.7119,0.7150348278671933,0.7200000000000001,0.65,0.288483716275031
PatchCore,VisA,category_binary,crop_topk_ensemble,macaroni2,V2,crop_topk_vlm,200,100,100,0.5462,0.5379355109298903,0.6713286713286712,0.53,0.3314099558231921
PatchCore,VisA,category_binary,crop_topk_ensemble,macaroni2,V3,naive_detector_crop_fusion,200,100,100,0.7099,0.6878811912699547,0.7346938775510204,0.675,0.43008641141315845
