method,n,normal,anomaly,auroc,ap
D_raw,201,101,100,0.9269306930693069,0.9384424898094934
M_global,201,101,100,0.61,0.6401953416472997
M_tight_top1,201,101,100,0.6395049504950495,0.6872946665851624
M_context_top1,201,101,100,0.7162376237623762,0.7484454574262025
M_context_top3max,201,101,100,0.6301980198019802,0.6690217080516792
D_z,201,101,100,0.9269306930693069,0.9384424898094934
M_context_top1_z,201,101,100,0.7162376237623762,0.7484454574262025
naive_context_top1,201,101,100,0.9376237623762377,0.9484768321966169
naive_context_top3max,201,101,100,0.9362376237623763,0.947287467887441
