category,image,corr,global_q95,tiled_q95,log_q95_ratio,global_q99,tiled_q99,log_q99_ratio,global_q999,tiled_q999,log_q999_ratio,global_mean,tiled_mean,positive_excess_over_global_q99
can,010_regular,0.8197311866700534,0.08559401333332062,0.1345285177230835,0.4521608612367811,0.10533218830823898,0.1555294394493103,0.38971598054633805,0.12641625106334686,0.1805134117603302,0.3562250364038688,0.04486982151865959,0.08455478399991989,0.3782349228858948
can,011_regular,0.8389991512053819,0.10757588595151901,0.1598505675792694,0.39604291184130336,0.127066507935524,0.1857539564371109,0.37971234924917985,0.1450519859790802,0.21444076299667358,0.390941334880234,0.04215637221932411,0.09034514427185059,0.3798474371433258
can,012_regular,0.7731435146453838,0.08536215871572495,0.14163967967033386,0.506383469439557,0.11616414040327072,0.16980284452438354,0.3796338315302552,0.1418299674987793,0.19243568181991577,0.305133049328988,0.034707214683294296,0.08355211466550827,0.42107129096984863
can,013_regular,0.542530824787477,0.0909854844212532,0.1445922702550888,0.4632178703020817,0.11805649101734161,0.16737036406993866,0.34904585841824565,0.1369062066078186,0.193378746509552,0.34535461495961867,0.03141123428940773,0.08780048042535782,0.47891438007354736
can,014_regular,0.8409625992878269,0.08898564428091049,0.13989534974098206,0.4524195847289037,0.11507713049650192,0.16040408611297607,0.33209356611116375,0.13694389164447784,0.18064796924591064,0.27697892425608855,0.04220904782414436,0.08462876826524734,0.3691522479057312
can,015_regular,0.671693172034831,0.058688934892416,0.13476696610450745,0.8312959034843054,0.0810239389538765,0.15370139479637146,0.6402670716462446,0.12396053969860077,0.1746286153793335,0.34269823431336716,0.028045160695910454,0.08217035979032516,0.6694939136505127
can,016_regular,0.6951022556835067,0.06498713046312332,0.12712514400482178,0.6709827297244187,0.09272022545337677,0.14379823207855225,0.4388245203206408,0.12072720378637314,0.16385403275489807,0.3054425011288294,0.031465768814086914,0.07943086326122284,0.5180055499076843
can,017_regular,0.6619697142070559,0.05803897976875305,0.12991231679916382,0.8057448869272625,0.07444304972887039,0.14854425191879272,0.6908485066762171,0.10937150567770004,0.16836151480674744,0.4313631452074919,0.030410263687372208,0.08151228725910187,0.6867477297782898
can,018_regular,0.8377649966985022,0.10697712004184723,0.17458273470401764,0.48978377344362684,0.12120925635099411,0.2001427412033081,0.5015123747423659,0.137223482131958,0.22232618927955627,0.4825347713404192,0.04518626257777214,0.09693818539381027,0.4272094666957855
can,019_regular,0.8060758236898866,0.08427601307630539,0.13474494218826294,0.46928639217387375,0.1039094626903534,0.1535177379846573,0.3902961483138148,0.13299377262592316,0.17276738584041595,0.26164379444119423,0.04170902073383331,0.08241097629070282,0.39315736293792725
can,020_regular,0.6340693497121548,0.0815335288643837,0.14255625009536743,0.5587223265712193,0.10403972864151001,0.16382795572280884,0.4540439943474773,0.1347544938325882,0.19076907634735107,0.34760911358546387,0.030265411362051964,0.08580883592367172,0.5341325998306274
can,021_regular,0.7786280640861856,0.08322262763977051,0.13877823948860168,0.5113579820834745,0.10079049319028854,0.16066625714302063,0.46628523887212864,0.11730514466762543,0.18627312779426575,0.46243541186720666,0.03796592354774475,0.08252992480993271,0.4428395628929138
can,022_regular,0.8104814389741156,0.10004724562168121,0.174099862575531,0.5539865267948207,0.11798383295536041,0.20097613334655762,0.5326385552098932,0.13666993379592896,0.22270233929157257,0.4882673018649382,0.039912741631269455,0.09483207762241364,0.46598005294799805
can,023_regular,0.7973776376661658,0.10363352298736572,0.16940945386886597,0.4914577301761266,0.12075293809175491,0.19634601473808289,0.4861318598305573,0.14231765270233154,0.21794603765010834,0.4261859483061843,0.038772281259298325,0.09331351518630981,0.45188939571380615
can,024_regular,0.8172479771611804,0.10456185042858124,0.1716361790895462,0.4955982322341686,0.12481063604354858,0.19654463231563568,0.45409186496931964,0.1491929292678833,0.22609707713127136,0.41572415618992664,0.03966812789440155,0.09427750110626221,0.43783146142959595
can,025_regular,0.831900839725007,0.1053854376077652,0.17045509815216064,0.48084744464225976,0.12213827669620514,0.1977677196264267,0.4819393903866878,0.1389869749546051,0.2224833071231842,0.47047185124616026,0.041993770748376846,0.0949370414018631,0.43375512957572937
can,026_regular,0.792567187684815,0.10697774589061737,0.1675945520401001,0.44892685128904963,0.12475443631410599,0.19293515384197235,0.436006846353063,0.14234936237335205,0.2183791697025299,0.42794852807372163,0.03948581963777542,0.09349095821380615,0.43346092104911804
can,027_regular,0.7096484426172837,0.07470546662807465,0.1362282633781433,0.6007786154110678,0.10030115395784378,0.15513476729393005,0.4361170055962528,0.14899377524852753,0.1750456988811493,0.16114254807877174,0.03372230380773544,0.08212736248970032,0.48529794812202454
can,028_regular,0.812614422216657,0.1009993851184845,0.16255272924900055,0.475888007930526,0.11800695955753326,0.1874614953994751,0.4628298644214616,0.14616847038269043,0.21335053443908691,0.37817665141581414,0.040516000241041183,0.08946387469768524,0.41508039832115173
can,029_regular,0.8073985025610964,0.09804168343544006,0.15029187500476837,0.42718650735971164,0.12188731878995895,0.17378705739974976,0.35473374023907017,0.1525271087884903,0.20506086945533752,0.2959645164387945,0.037812065333127975,0.08697894215583801,0.4044390916824341
can,030_regular,0.8093419799619805,0.08557208627462387,0.1338668316602707,0.4474863771818094,0.10485720634460449,0.15341566503047943,0.38055151753384914,0.12908011674880981,0.17181116342544556,0.2859627149787103,0.042583074420690536,0.08215516060590744,0.37954291701316833
can,031_regular,0.6765193384668288,0.0671849474310875,0.1300763040781021,0.6606720068280099,0.08759909868240356,0.14766131341457367,0.5221505195679874,0.11067020893096924,0.16455118358135223,0.3966669800491738,0.034545671194791794,0.08033045381307602,0.5239623188972473
can,032_regular,0.6916643554439144,0.0899164080619812,0.14263613522052765,0.4614164391259518,0.10959099233150482,0.1634906381368637,0.4000005452131281,0.1257116198539734,0.18444961309432983,0.3833857739347237,0.031907059252262115,0.0856330394744873,0.49087610840797424
can,033_regular,0.7909218391159765,0.07493944466114044,0.13308501243591309,0.5743077323760746,0.09610278904438019,0.15401068329811096,0.47160363420008433,0.11608612537384033,0.18518617749214172,0.467029308113389,0.0368836335837841,0.08378719538450241,0.4885577857494354
can,034_regular,0.7399823472803937,0.06411422044038773,0.13148105144500732,0.7181965586858371,0.08045285195112228,0.14837156236171722,0.6120483612812969,0.10678313672542572,0.16593997180461884,0.44082608908978965,0.03166117146611214,0.0810733288526535,0.6142898201942444
can,035_regular,0.8561153937178596,0.10342822223901749,0.17079490423202515,0.5015855790158718,0.120406873524189,0.19721849262714386,0.4934355934517827,0.138242706656456,0.21685266494750977,0.45020727529677024,0.0428747721016407,0.09422878921031952,0.4267481863498688
can,036_regular,0.7010048110556172,0.060200415551662445,0.13014937937259674,0.7710036077230211,0.07843317091464996,0.14716337621212006,0.6292964361488304,0.10580958425998688,0.16877716779708862,0.46693820735403435,0.027393169701099396,0.08160842955112457,0.6918734312057495
can,037_regular,0.786218025685402,0.08608531206846237,0.136291041970253,0.45945380830758964,0.11295555531978607,0.15571759641170502,0.3210496617096926,0.14090865850448608,0.19327661395072937,0.31601052727795104,0.039860982447862625,0.08121524006128311,0.36811691522598267
can,038_regular,0.7705184652676049,0.0914364904165268,0.14817357063293457,0.4827397236655231,0.11005382239818573,0.1705281138420105,0.43793063304052776,0.12742869555950165,0.19121715426445007,0.40585275790063563,0.0333980992436409,0.08466251194477081,0.46625036001205444
can,039_regular,0.8275876232951719,0.10794825851917267,0.18009769916534424,0.5118474522396775,0.1265430748462677,0.2059880942106247,0.4872356091972501,0.15204735100269318,0.2222433090209961,0.3795807762078076,0.04160146415233612,0.09570623189210892,0.4283200800418854
can,040_regular,0.8009013803317346,0.10168994963169098,0.15799592435359955,0.4406407629697656,0.12160089612007141,0.18418855965137482,0.415215674677492,0.13978156447410583,0.20834752917289734,0.3991265483849662,0.040380414575338364,0.08830959349870682,0.39458170533180237
can,041_regular,0.5725221957084671,0.05603941157460213,0.13395550847053528,0.871452497150936,0.09339073300361633,0.1572946310043335,0.5213285553378799,0.13652202486991882,0.19034704566001892,0.3323630061715336,0.023802021518349648,0.08214382082223892,0.6258736848831177
can,042_regular,0.7171796527522034,0.0717126876115799,0.13380694389343262,0.6237303578128739,0.09245000779628754,0.15355756878852844,0.5074074955173711,0.11453039944171906,0.17464467883110046,0.421913218107322,0.03469235450029373,0.08306078612804413,0.5242077112197876
can,043_regular,0.8373662375705817,0.08329924941062927,0.13430854678153992,0.4777002025195989,0.10587281733751297,0.15341702103614807,0.37092130399595546,0.1292431354522705,0.17180132865905762,0.28464334191564533,0.04112059995532036,0.08236344903707504,0.3906395137310028
can,044_regular,0.6351486620300468,0.06155259907245636,0.13076715171337128,0.7535261950365528,0.07776050269603729,0.14722752571105957,0.6383455592832594,0.10117857158184052,0.16273990273475647,0.47526624642181553,0.03262536972761154,0.0826171413064003,0.6432502865791321
can,045_regular,0.8022208554271463,0.08227802813053131,0.13430055975914001,0.48997617234966195,0.11217855662107468,0.1535007357597351,0.3136135028722951,0.1780817210674286,0.1769019067287445,-0.00664717237898425,0.04338661581277847,0.08463539928197861,0.3697255253791809
fabric,000_regular,0.7492180302772273,0.11862500011920929,0.12426837533712387,0.046476286143898544,0.1295500099658966,0.13615435361862183,0.049722211306292986,0.15375666320323944,0.1477605402469635,-0.03977825152388219,0.08835854381322861,0.09512405842542648,0.0716598853468895
fabric,001_regular,0.7071864676566867,0.1167403981089592,0.12118328362703323,0.03735149026439439,0.13065817952156067,0.1333286315202713,0.020232397848256995,0.15107092261314392,0.14611506462097168,-0.0333549875744637,0.08876190334558487,0.09484756737947464,0.06734061241149902
fabric,002_regular,0.7236179059040677,0.12215330451726913,0.12422040849924088,0.01678062535673834,0.1355837881565094,0.13515818119049072,-0.0031440069497014043,0.15287089347839355,0.1488020271062851,-0.026976986357517732,0.09112144261598587,0.09672680497169495,0.062001440674066544
fabric,003_regular,0.7522848954558397,0.12190932780504227,0.12783274054527283,0.04744514123381809,0.137773334980011,0.14029806852340698,0.018159385622223183,0.1516694873571396,0.154987633228302,0.021641600043142296,0.08874717354774475,0.09765838831663132,0.07956825196743011
fabric,004_regular,0.7504524135111601,0.12695351243019104,0.12946432828903198,0.019584410375154588,0.14189788699150085,0.1447376310825348,0.019814969367790213,0.16209930181503296,0.1610448658466339,-0.006526125589186268,0.09448634088039398,0.09964168071746826,0.05858343839645386
fabric,005_regular,0.7464302514362923,0.12124314904212952,0.12650161981582642,0.04245708747751463,0.13483662903308868,0.13884498178958893,0.029294181566225777,0.15038716793060303,0.1546814739704132,0.028154907587687864,0.08929841220378876,0.09536869823932648,0.06579745560884476
fabric,006_regular,0.7407198657946195,0.12543636560440063,0.13111896812915802,0.04430648173329952,0.13968558609485626,0.14349548518657684,0.026909489210434505,0.15739227831363678,0.15977832674980164,0.015046119733848722,0.09493570029735565,0.10247518122196198,0.07063119113445282
fabric,007_regular,0.7826540392834034,0.12760739028453827,0.12954910099506378,0.015101680716229936,0.14250020682811737,0.14320529997348785,0.0049358136966276165,0.1562032401561737,0.15775084495544434,0.009858876873417051,0.09281592816114426,0.09769667685031891,0.0562782846391201
fabric,008_regular,0.7492879679660198,0.12105882167816162,0.1263601928949356,0.04285994543736193,0.13207602500915527,0.1380934715270996,0.044553081947434806,0.14995750784873962,0.1491343379020691,-0.005504476546667955,0.09087177366018295,0.09688247740268707,0.064735047519207
fabric,009_regular,0.7671417460499429,0.12933944165706635,0.1315934658050537,0.017277086573995095,0.15002447366714478,0.14551624655723572,-0.030510698003031692,0.17260538041591644,0.1596042364835739,-0.078310721862038,0.09176996350288391,0.10016150772571564,0.0704396665096283
fabric,010_regular,0.7024915733921024,0.12647002935409546,0.12955576181411743,0.024106023624893474,0.1419312208890915,0.14115428924560547,-0.005489038233189786,0.15478017926216125,0.15296339988708496,-0.01180723566415651,0.09510920941829681,0.10216726362705231,0.06815505772829056
fabric,011_regular,0.7562802265144217,0.12322455644607544,0.1272224336862564,0.03192864777316991,0.13900569081306458,0.1446039080619812,0.03948346267338958,0.15402311086654663,0.16055187582969666,0.04151444252347982,0.0901145488023758,0.09568825364112854,0.06054898723959923
fabric,012_regular,0.7108011695464408,0.12436041980981827,0.12729816138744354,0.02334810136501195,0.13853897154331207,0.1379471868276596,-0.004280761270908769,0.15120156109333038,0.14914293587207794,-0.013708641118331902,0.09243835508823395,0.09946557879447937,0.07062360644340515
fabric,013_regular,0.7361154379339951,0.13243579864501953,0.13599105179309845,0.02649109846084829,0.14627887308597565,0.14668264985084534,0.0027565191257239445,0.16182562708854675,0.15891075134277344,-0.01817664721107564,0.09972801059484482,0.1070634052157402,0.067100889980793
fabric,014_regular,0.7831317849019724,0.12612715363502502,0.13106876611709595,0.03843156373414256,0.14100603759288788,0.14272771775722504,0.012136034314146426,0.15529726445674896,0.15449747443199158,-0.005163365940366623,0.09394215047359467,0.10136639326810837,0.06908001750707626
fabric,015_regular,0.7674460423176453,0.12625131011009216,0.12750282883644104,0.009864106093486787,0.14211681485176086,0.13964992761611938,-0.01751058515207979,0.1542864888906479,0.1526050865650177,-0.010957740675754973,0.08963576704263687,0.0961265116930008,0.0649724081158638
fabric,016_regular,0.7662846925223504,0.12613363564014435,0.12775759398937225,0.012792726229863851,0.14138855040073395,0.14083246886730194,-0.003940757173312267,0.15982022881507874,0.15816941857337952,-0.010382885641668092,0.09242197126150131,0.0982789397239685,0.06122177094221115
fabric,017_regular,0.7130050015552621,0.12458723783493042,0.1259918361902237,0.01121093668447465,0.13730879127979279,0.13585452735424042,-0.010647678995248634,0.1509338915348053,0.14678731560707092,-0.0278572300443217,0.09233429282903671,0.0976368635892868,0.06318918615579605
fabric,018_regular,0.7714287805351042,0.12958690524101257,0.13260036706924438,0.022988106986126463,0.1485869437456131,0.14782020449638367,-0.005173565914109519,0.16771911084651947,0.16508185863494873,-0.015849157056152696,0.0941917896270752,0.10019411891698837,0.05915214493870735
fabric,019_regular,0.6674749927125921,0.11432918906211853,0.12324590981006622,0.07509971567548994,0.12586107850074768,0.13348551094532013,0.05881419259202246,0.14013999700546265,0.1455399990081787,0.03780905452970467,0.08775316178798676,0.09891415387392044,0.09943141788244247
fabric,020_regular,0.7487705480934422,0.1283668726682663,0.1305907517671585,0.017176043971451387,0.14480100572109222,0.14612120389938354,0.00907601549224284,0.16149625182151794,0.15826630592346191,-0.020202839130820976,0.09392537921667099,0.09892448782920837,0.056625865399837494
fabric,021_regular,0.78084333318819,0.13223063945770264,0.1346021443605423,0.01777568193247838,0.14985691010951996,0.14780297875404358,-0.013800743947100628,0.16885261237621307,0.15899056196212769,-0.06018137656143575,0.09520363807678223,0.10131135582923889,0.06068416312336922
fabric,022_regular,0.7385164109211096,0.1255168914794922,0.1306569129228592,0.0401345593603212,0.13996510207653046,0.14223423600196838,0.016082127244391682,0.16171050071716309,0.15493877232074738,-0.04277768238052792,0.0950559750199318,0.10202976316213608,0.06663559377193451
fabric,023_regular,0.7929507830254694,0.12886770069599152,0.13422924280166626,0.040762803333197296,0.14236745238304138,0.14649087190628052,0.02855171058160868,0.15919563174247742,0.15933218598365784,0.0008574086277299758,0.09389746189117432,0.09924153983592987,0.05935804918408394
fabric,024_regular,0.7157856418625258,0.12140274047851562,0.1229473352432251,0.012642642598903223,0.13555964827537537,0.13517683744430542,-0.0028279238770932357,0.1527659296989441,0.1514948308467865,-0.008355374151563455,0.09285850077867508,0.09535324573516846,0.047202542424201965
fabric,025_regular,0.7452883752669458,0.12333673983812332,0.12710343301296234,0.030082851262713123,0.13630056381225586,0.13933847844600677,0.022043594573163672,0.14958736300468445,0.15532609820365906,0.037646176205859534,0.09103700518608093,0.0990038737654686,0.07461237162351608
fabric,026_regular,0.7053676499931504,0.12442514300346375,0.13001340627670288,0.04393329628509085,0.13893097639083862,0.14261458814144135,0.02616856680988867,0.1558515727519989,0.15400345623493195,-0.011929052363487196,0.09349954128265381,0.10055126994848251,0.06976856291294098
fabric,027_regular,0.7572211417893887,0.13273175060749054,0.13360391557216644,0.006549390059306142,0.14760079979896545,0.1436668038368225,-0.027014574627833982,0.16329583525657654,0.15564659237861633,-0.047975492214365145,0.09704918414354324,0.10233862698078156,0.058755792677402496
fabric,028_regular,0.769874211043023,0.12957751750946045,0.1360146403312683,0.048483236574293986,0.14332899451255798,0.1490338295698166,0.039030675548603046,0.1626306027173996,0.1619233936071396,-0.004358043577170782,0.09764543920755386,0.10372304916381836,0.06172971799969673
fabric,029_regular,0.6974038554479677,0.1242174431681633,0.12887267768383026,0.036791318436262356,0.13711005449295044,0.14033667743206024,0.023260453604186236,0.15234366059303284,0.15206702053546906,-0.0018175455124797488,0.09411179274320602,0.09975679963827133,0.06383341550827026
fabric,030_regular,0.7356749486125772,0.1229751706123352,0.1286473125219345,0.0450921786134531,0.13781288266181946,0.14117154479026794,0.02407893828029109,0.15167111158370972,0.1519152671098709,0.001608475188182131,0.09138040989637375,0.09924585372209549,0.07440542429685593
fabric,031_regular,0.7701891569578836,0.13372854888439178,0.13615725934505463,0.017998545687237806,0.1468716412782669,0.14972300827503204,0.019227958763148707,0.16462217271327972,0.16409876942634583,-0.0031844866703123966,0.09769846498966217,0.10418310761451721,0.0635719895362854
fabric,032_regular,0.7701494496592134,0.12441586703062057,0.12771275639533997,0.026153930864044803,0.13906370103359222,0.13971595466136932,0.004679357367827985,0.15899653732776642,0.15299443900585175,-0.03848084980514672,0.09067299216985703,0.09744813293218613,0.06716900318861008
fabric,033_regular,0.7133702699607741,0.12458118051290512,0.12769295275211334,0.024671019825763175,0.13717171549797058,0.13803017139434814,0.006238755776499289,0.15474428236484528,0.15396931767463684,-0.005020616635970292,0.09587763994932175,0.10072248429059982,0.056719422340393066
fabric,034_regular,0.6939672437356051,0.12023836374282837,0.12077585607767105,0.004460261525713614,0.13197846710681915,0.13197432458400726,-3.138836142375447e-05,0.14548593759536743,0.14398446679115295,-0.010374008859801831,0.09041421860456467,0.09484777599573135,0.05916129797697067
fabric,035_regular,0.6966579029060885,0.1226176768541336,0.1305939257144928,0.0630215088931369,0.1343134641647339,0.14181265234947205,0.05433048394600395,0.14849475026130676,0.15390688180923462,0.035798150112094494,0.09385982155799866,0.10340330749750137,0.08458884805440903
fabric,036_regular,0.6891950277440814,0.12544035911560059,0.13117900490760803,0.04473242068886059,0.13937652111053467,0.14569109678268433,0.04430954887956017,0.1576610952615738,0.1580108404159546,0.002215878308823206,0.09561584144830704,0.10321664810180664,0.07128051668405533
fabric,037_regular,0.7570159758080504,0.12174519151449203,0.12460785359144211,0.023241368360477018,0.13982075452804565,0.13765287399291992,-0.01562616713320196,0.15376423299312592,0.14910396933555603,-0.030776631329698163,0.08931408822536469,0.09511948376893997,0.06149694696068764
fabric,038_regular,0.7868232735302905,0.13210275769233704,0.13534584641456604,0.024253240746541786,0.14872869849205017,0.15260310471057892,0.02571663330349607,0.16715508699417114,0.16801898181438446,0.005154913900775046,0.09598947316408157,0.10098777711391449,0.054279863834381104
fabric,039_regular,0.7017588700783086,0.12254570424556732,0.1269528865814209,0.03533198954740974,0.1403508484363556,0.1386966109275818,-0.011856455466495514,0.1556844711303711,0.15476129949092865,-0.005947411419177724,0.09225964546203613,0.09831477701663971,0.06463021039962769
fabric,040_regular,0.7705079780511477,0.1310604214668274,0.13150152564048767,0.0033600039419903163,0.1480420082807541,0.14590802788734436,-0.014519595992055493,0.17211781442165375,0.1581130474805832,-0.0848689423282902,0.09418043494224548,0.10041829943656921,0.06304466724395752
fabric,041_regular,0.7658358968534282,0.12490808218717575,0.12788352370262146,0.023541754268350337,0.13756829500198364,0.13973745703697205,0.015644870420997943,0.15195569396018982,0.15231141448020935,0.002338213183199559,0.09325263649225235,0.09802499413490295,0.05679658055305481
fabric,042_regular,0.6603443589963497,0.12047669291496277,0.12686006724834442,0.051628331874227884,0.1374536007642746,0.1403811275959015,0.02107465255311687,0.15206500887870789,0.152727872133255,0.004349604868750382,0.08935411274433136,0.09870000183582306,0.08405812084674835
fruit_jelly,000_regular,0.921996832049974,0.1186135858297348,0.12786440551280975,0.07509933881200646,0.14145013689994812,0.14890848100185394,0.05138463018985888,0.1573723554611206,0.1766381561756134,0.11548863655242941,0.03862054646015167,0.05644117668271065,0.13304954767227173
fruit_jelly,001_regular,0.9434926250494076,0.12782034277915955,0.134983628988266,0.0545277983791104,0.161920964717865,0.16745351254940033,0.03359743165376687,0.20226144790649414,0.19335204362869263,-0.04504856950849883,0.040656331926584244,0.05641166865825653,0.10441699624061584
fruit_jelly,002_regular,0.9136994596907669,0.10861707478761673,0.12249984592199326,0.12028115065693067,0.14325302839279175,0.14437231421470642,0.007782982276862283,0.17741970717906952,0.1798776537179947,0.013758765569765167,0.04086644574999809,0.05798519775271416,0.1267339140176773
fruit_jelly,003_regular,0.9265262122140958,0.11953932791948318,0.12702348828315735,0.060726595311489204,0.13614583015441895,0.14361223578453064,0.05339026859586432,0.15587037801742554,0.1633695662021637,0.04699016001791484,0.03593055158853531,0.055955659598112106,0.15341202914714813
fruit_jelly,004_regular,0.9437025098103662,0.1263178437948227,0.1371782273054123,0.08247970917580562,0.14879149198532104,0.1580323725938797,0.060253958627908714,0.17272982001304626,0.19011256098747253,0.09588768330328748,0.03805316984653473,0.055763956159353256,0.12290576845407486
fruit_jelly,005_regular,0.9379524020852675,0.1163729727268219,0.12710335850715637,0.08820028670959483,0.14829206466674805,0.15114468336105347,0.019053806959729566,0.18903206288814545,0.18969349563121796,0.0034929431124072897,0.0378275103867054,0.05408491939306259,0.11520708352327347
fruit_jelly,006_regular,0.9415271698987311,0.12417561560869217,0.14001457393169403,0.12004969813176106,0.1513179987668991,0.16602084040641785,0.0927297505879799,0.18749555945396423,0.19140414893627167,0.02063199334900542,0.042406946420669556,0.06318039447069168,0.141682431101799
fruit_jelly,007_regular,0.9398255172366472,0.1343095749616623,0.13823536038398743,0.028810346145999963,0.1631443053483963,0.16385744512081146,0.004361694712484372,0.19501778483390808,0.19678980112075806,0.00904540102049385,0.04188563674688339,0.05764424428343773,0.10447487235069275
fruit_jelly,008_regular,0.935537375865851,0.13813015818595886,0.14843611419200897,0.07195824230778469,0.16618959605693817,0.17715242505073547,0.06388123894140212,0.191292867064476,0.2073127031326294,0.08042270743992448,0.04728567600250244,0.06784334033727646,0.12979699671268463
fruit_jelly,009_regular,0.9416144666986724,0.118678979575634,0.12866315245628357,0.08077557063714148,0.15011228621006012,0.15340876579284668,0.02172244188199663,0.19544318318367004,0.20583204925060272,0.05179082727078394,0.038862790912389755,0.054956864565610886,0.11200398206710815
fruit_jelly,010_regular,0.9398495456919165,0.12093919515609741,0.13262037932872772,0.09220285628332331,0.15235722064971924,0.15604451298713684,0.023913406759372532,0.17545227706432343,0.1814984828233719,0.0338802142018476,0.03953174874186516,0.05698835104703903,0.11905446648597717
fruit_jelly,011_regular,0.9306433750351019,0.11945721507072449,0.1286138892173767,0.07385653483501023,0.14933325350284576,0.16008639335632324,0.0695332188176989,0.1745503693819046,0.19411954283714294,0.10626081973663433,0.040178220719099045,0.05744072422385216,0.12171068787574768
fruit_jelly,012_regular,0.9406893781289745,0.12709663808345795,0.13356821238994598,0.04966457468975872,0.1574355512857437,0.15827690064907074,0.005329858546131946,0.19830915331840515,0.18436171114444733,-0.0729275440553335,0.039286673069000244,0.0557730495929718,0.11123377084732056
fruit_jelly,013_regular,0.9262380600201143,0.11500507593154907,0.12674523890018463,0.09720281292292458,0.1387435495853424,0.14655651152133942,0.05478383617868173,0.16309864819049835,0.16596701741218567,0.017433856959273592,0.03811760991811752,0.057170264422893524,0.14268487691879272
fruit_jelly,014_regular,0.9597943459853241,0.15949749946594238,0.16676390171051025,0.04455080512677142,0.19285894930362701,0.19885677099227905,0.030625732734214352,0.21335330605506897,0.2141394466161728,0.003677917075175824,0.046887438744306564,0.065472811460495,0.10120856016874313
fruit_jelly,015_regular,0.9481960490950532,0.14682497084140778,0.15295585989952087,0.04090817956566105,0.17767876386642456,0.18450506031513214,0.03769966780232664,0.21632589399814606,0.21611426770687103,-0.0009787541810814227,0.043141186237335205,0.06067582592368126,0.10448415577411652
fruit_jelly,016_regular,0.943102292706068,0.1363152265548706,0.1478337049484253,0.08111798082300707,0.1863778978586197,0.18431240320205688,-0.011144160109624468,0.2532331347465515,0.21974650025367737,-0.14183593523254312,0.045697521418333054,0.06549493968486786,0.1128387525677681
fruit_jelly,017_regular,0.949543795578833,0.1409958451986313,0.14629054069519043,0.03686422576550982,0.16614416241645813,0.17309211194515228,0.040968032026083664,0.19337967038154602,0.19315481185913086,-0.0011634591898516198,0.04471345990896225,0.061918966472148895,0.11088624596595764
fruit_jelly,018_regular,0.9328048844477225,0.12277643382549286,0.12953141331672668,0.053558335259201395,0.15703845024108887,0.1573670208454132,0.002090108182924457,0.18284961581230164,0.1884273886680603,0.030048683187394207,0.04010818153619766,0.05715516209602356,0.11550335586071014
fruit_jelly,019_regular,0.8908351001507683,0.11676608771085739,0.12554387748241425,0.07248263554716332,0.14551371335983276,0.15167251229286194,0.04145334006405094,0.17224743962287903,0.19058433175086975,0.10116273749087368,0.03792236000299454,0.05800053849816322,0.14624910056591034
