method,n,normal,anomaly,auroc,ap
D_raw,156,66,90,0.7102693602693604,0.7836136424575284
M_global,156,66,90,0.5163299663299663,0.6251375116940208
M_tight_top1,156,66,90,0.5134680134680134,0.5936497544489001
M_context_top1,156,66,90,0.5168350168350168,0.5737465648883822
M_context_top3max,156,66,90,0.4740740740740741,0.5442891566678936
D_z,156,66,90,0.7102693602693604,0.7836136424575284
M_context_top1_z,156,66,90,0.5168350168350168,0.5737465648883822
naive_context_top1,156,66,90,0.6648148148148149,0.7711767214734149
naive_context_top3max,156,66,90,0.6395622895622896,0.7564412660684123
