backbone,strategy,eval_mode,debiased_method,category,num_images,num_normal,num_anomaly,has_both_classes,candidate_coverage,auroc,ap,best_f1,best_accuracy,best_threshold,vlm_only_auroc,vlm_only_ap,vlm_only_best_f1,vlm_only_best_accuracy,delta_auroc_vs_vlm,delta_ap_vs_vlm,delta_best_f1_vs_vlm
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_neutral_q_detector_aware,pcb3,201,101,100,True,0.4975124378109453,0.9271287128712872,0.9420414340870407,0.8704663212435233,0.8756218905472637,0.4684738547103935,0.7998019801980198,0.8390263629875713,0.7513812154696132,0.7761194029850746,0.12732673267326733,0.10301507109946939,0.11908510577391007
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_neutral_q_fixed,pcb3,201,101,100,True,0.4975124378109453,0.8976237623762376,0.9216130630232179,0.837696335078534,0.845771144278607,0.45566145323023344,0.7998019801980198,0.8390263629875713,0.7513812154696132,0.7761194029850746,0.0978217821782178,0.08258670003564661,0.0863151196089208
FastFlow,inspection_binary,crop_topk_ensemble,detector_only,pcb3,201,101,100,True,0.4975124378109453,0.8868316831683168,0.8924080114235596,0.8262910798122066,0.8159203980099502,0.3820002115840187,0.7998019801980198,0.8390263629875713,0.7513812154696132,0.7761194029850746,0.087029702970297,0.05338164843598836,0.07490986434259339
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_no_q_detector_aware,pcb3,201,101,100,True,0.4975124378109453,0.8538613861386138,0.8844649198087836,0.7961165048543689,0.7910447761194029,0.3716575115379992,0.7998019801980198,0.8390263629875713,0.7513812154696132,0.7761194029850746,0.054059405940593996,0.04543855682121234,0.04473528938475568
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_no_q_fixed,pcb3,201,101,100,True,0.4975124378109453,0.80990099009901,0.8523641096296416,0.7545454545454545,0.7313432835820896,0.32807640547185296,0.7998019801980198,0.8390263629875713,0.7513812154696132,0.7761194029850746,0.010099009900990108,0.013337746642070325,0.003164239075841291
FastFlow,inspection_binary,crop_topk_ensemble,vlm_only,pcb3,201,101,100,True,0.4975124378109453,0.7998019801980198,0.8390263629875713,0.7513812154696132,0.7761194029850746,0.4508805933703727,0.7998019801980198,0.8390263629875713,0.7513812154696132,0.7761194029850746,0.0,0.0,0.0
FastFlow,inspection_binary,crop_topk_ensemble,candidate_quality_original,pcb4,201,101,100,True,0.4975124378109453,0.995,1.0,0.9949748743718593,0.9950248756218906,0.0671947557624973,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.11767326732673267,0.07934400324171786,0.12318000257698747
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_original_detector_aware,pcb4,201,101,100,True,0.4975124378109453,0.9724752475247525,0.9791494116973163,0.9326424870466321,0.9353233830845771,0.35915520592679306,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.09514851485148512,0.05849341493903415,0.0608476152517603
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_original_fixed,pcb4,201,101,100,True,0.4975124378109453,0.9459405940594059,0.9657822128640307,0.9263157894736842,0.9303482587064676,0.35214461464729885,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.06861386138613856,0.04512621610574852,0.0545209176788124
FastFlow,inspection_binary,crop_topk_ensemble,detector_only,pcb4,201,101,100,True,0.4975124378109453,0.9384158415841584,0.9187090870239387,0.909952606635071,0.9054726368159204,0.4364831627958593,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.06108910891089103,-0.001946909734343416,0.03815773484019924
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_neutral_q_detector_aware,pcb4,201,101,100,True,0.4975124378109453,0.9155445544554456,0.945485171496177,0.9052631578947369,0.9104477611940298,0.45100421341506075,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.03821782178217825,0.02482917473789481,0.033468286099865074
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_no_q_detector_aware,pcb4,201,101,100,True,0.4975124378109453,0.9123762376237624,0.9404424586000917,0.8936170212765957,0.900497512437811,0.433842920321887,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.03504950495049508,0.019786461841809544,0.021822149481723896
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_neutral_q_fixed,pcb4,201,101,100,True,0.4975124378109453,0.8930693069306931,0.9344843094528297,0.8983957219251337,0.9054726368159204,0.44863380109885814,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.015742574257425757,0.01382831269454754,0.02660085013026192
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_no_q_fixed,pcb4,201,101,100,True,0.4975124378109453,0.8855445544554456,0.9265308875698041,0.8704663212435233,0.8756218905472637,0.39240976972575037,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.008217821782178225,0.005874890811521927,-0.0013285505513485063
FastFlow,inspection_binary,crop_topk_ensemble,vlm_only,pcb4,201,101,100,True,0.4975124378109453,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.4001297105406913,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,0.0,0.0,0.0
FastFlow,inspection_binary,crop_topk_ensemble,candidate_quality_neutral,pcb4,201,101,100,True,0.4975124378109453,0.84,0.9164383421760491,0.9130434782608695,0.9203980099502488,0.505308194528598,0.8773267326732673,0.9206559967582821,0.8717948717948718,0.8756218905472637,-0.03732673267326736,-0.004217654582232999,0.041248606465997706
FastFlow,inspection_binary,crop_topk_ensemble,candidate_quality_original,pipe_fryum,150,50,100,True,0.6666666666666666,0.995,1.0,0.9949748743718593,0.9933333333333333,0.1795542763580418,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.15480000000000005,0.07771220893160957,0.14812802752501242
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_original_detector_aware,pipe_fryum,150,50,100,True,0.6666666666666666,0.985,0.9930073361816233,0.9603960396039604,0.9466666666666667,0.2797112206098282,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.14480000000000004,0.07071954511323286,0.1135491927571135
FastFlow,inspection_binary,crop_topk_ensemble,detector_only,pipe_fryum,150,50,100,True,0.6666666666666666,0.9714,0.9861322585320341,0.9359605911330049,0.9133333333333333,0.3486240291703347,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.1312000000000001,0.0638444674636437,0.08911374428615804
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_original_fixed,pipe_fryum,150,50,100,True,0.6666666666666666,0.9544,0.9800784811986758,0.9306930693069307,0.9066666666666666,0.26975242669446003,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.11420000000000008,0.05779069013028537,0.08384622246008389
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_no_q_detector_aware,pipe_fryum,150,50,100,True,0.6666666666666666,0.9346,0.9704652273630907,0.9109947643979057,0.8866666666666667,0.3410240376730208,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.09440000000000004,0.04817743629470028,0.06414791755105886
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_neutral_q_detector_aware,pipe_fryum,150,50,100,True,0.6666666666666666,0.9182,0.9636213505064962,0.9,0.8666666666666667,0.3430521923085914,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.07800000000000007,0.041333559438105794,0.053153153153153165
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_neutral_q_fixed,pipe_fryum,150,50,100,True,0.6666666666666666,0.8524,0.931837346739635,0.845771144278607,0.7933333333333333,0.33283449521608316,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.0122000000000001,0.009549555671244603,-0.0010757025682398558
FastFlow,inspection_binary,crop_topk_ensemble,qcr_u_no_q_fixed,pipe_fryum,150,50,100,True,0.6666666666666666,0.849,0.9288169603423638,0.8493150684931506,0.78,0.24155765579248095,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.00880000000000003,0.006529169273973401,0.002468221646303781
FastFlow,inspection_binary,crop_topk_ensemble,vlm_only,pipe_fryum,150,50,100,True,0.6666666666666666,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.2212563576561574,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,0.0,0.0,0.0
FastFlow,inspection_binary,crop_topk_ensemble,candidate_quality_neutral,pipe_fryum,150,50,100,True,0.6666666666666666,0.49,0.7930984644978707,0.8,0.6666666666666666,0.0,0.8402,0.9222877910683904,0.8468468468468469,0.7733333333333333,-0.35019999999999996,-0.12918932657051974,-0.04684684684684681
FastFlow,inspection_binary,full_all,candidate_quality_original,candle,200,100,100,True,0.5,0.995,1.0,0.9949748743718593,0.995,0.1719393430515501,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.1775,0.16600712755403857,0.24135168596606216
FastFlow,inspection_binary,full_all,qcr_u_original_detector_aware,candle,200,100,100,True,0.5,0.9886,0.98709058568891,0.9569377990430622,0.955,0.28373572356227394,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.17110000000000003,0.15309771324294852,0.20331461063726508
FastFlow,inspection_binary,full_all,qcr_u_original_fixed,candle,200,100,100,True,0.5,0.9694,0.9668987430201732,0.9170731707317074,0.915,0.2775798535283314,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.15190000000000003,0.13290587057421177,0.16344998232591024
FastFlow,inspection_binary,full_all,detector_only,candle,200,100,100,True,0.5,0.9638,0.9659291762956387,0.9154228855721394,0.915,0.5039169373442006,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.14629999999999999,0.13193630384967725,0.16179969716634224
FastFlow,inspection_binary,full_all,qcr_u_no_q_detector_aware,candle,200,100,100,True,0.5,0.9163,0.9170710343459086,0.84,0.84,0.32418845804336077,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.0988,0.08307816189994721,0.08637681159420285
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_detector_aware,candle,200,100,100,True,0.5,0.9105,0.9152380203085616,0.8383838383838383,0.84,0.3584891089534142,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.09299999999999997,0.08124514786260018,0.08476064997804122
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_fixed,candle,200,100,100,True,0.5,0.8421,0.8585704843337532,0.780952380952381,0.77,0.3135758676122265,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.024599999999999955,0.024577611887791728,0.027329192546583836
FastFlow,inspection_binary,full_all,qcr_u_no_q_fixed,candle,200,100,100,True,0.5,0.819,0.839958451495151,0.7487684729064039,0.745,0.27731326877056134,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.0014999999999999458,0.0059655790491895955,-0.004854715499393203
FastFlow,inspection_binary,full_all,vlm_only,candle,200,100,100,True,0.5,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.2730927479600061,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.0,0.0,0.0
FastFlow,inspection_binary,full_all,candidate_quality_neutral,candle,200,100,100,True,0.5,0.67,0.820169553147701,0.8023952095808383,0.835,0.5022877692205029,0.8175,0.8339928724459614,0.7536231884057971,0.745,-0.14749999999999996,-0.013823319298260417,0.0487720211750412
FastFlow,inspection_binary,full_all,candidate_quality_original,capsules,160,60,100,True,0.625,0.995,1.0,0.9949748743718593,0.99375,0.0810847236964087,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.4428333333333333,0.32302367662966813,0.22277410217108706
FastFlow,inspection_binary,full_all,qcr_u_original_detector_aware,capsules,160,60,100,True,0.625,0.8705,0.9269127858061552,0.8571428571428571,0.8125,0.4152944895167143,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.31833333333333336,0.24993646243582335,0.08494208494208488
FastFlow,inspection_binary,full_all,candidate_quality_neutral,capsules,160,60,100,True,0.625,0.87,0.9493207185308442,0.93048128342246,0.91875,0.5035324270762164,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.3178333333333333,0.27234439516051234,0.15828051122168774
FastFlow,inspection_binary,full_all,qcr_u_original_fixed,capsules,160,60,100,True,0.625,0.8186666666666667,0.8879858581702399,0.8260869565217391,0.75,0.3439691258510678,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.26649999999999996,0.21100953479990803,0.05388618432096692
FastFlow,inspection_binary,full_all,detector_only,capsules,160,60,100,True,0.625,0.7574166666666666,0.8703558616056573,0.7747035573122529,0.64375,0.1002806539074088,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.20524999999999993,0.1933795382353254,0.002502785111480721
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_detector_aware,capsules,160,60,100,True,0.625,0.6961666666666667,0.8133950388669113,0.7894736842105263,0.7,0.4152944895167143,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.14400000000000002,0.13641871549657947,0.017272912009754116
FastFlow,inspection_binary,full_all,qcr_u_no_q_detector_aware,capsules,160,60,100,True,0.625,0.6445,0.772666515740987,0.7722007722007722,0.63125,0.1450040175085595,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.09233333333333327,0.09569019237065512,0.0
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_fixed,capsules,160,60,100,True,0.625,0.6288333333333334,0.7571879510344566,0.7725321888412017,0.66875,0.3917534667076443,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.07666666666666666,0.08021162766412471,0.0003314166404294605
FastFlow,inspection_binary,full_all,qcr_u_no_q_fixed,capsules,160,60,100,True,0.625,0.5635,0.7116495403039188,0.7722007722007722,0.63125,0.14292201561062745,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.011333333333333306,0.03467321693358694,0.0
FastFlow,inspection_binary,full_all,vlm_only,capsules,160,60,100,True,0.625,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.1415444524194681,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.0,0.0,0.0
FastFlow,inspection_binary,full_all,candidate_quality_original,cashew,150,50,100,True,0.6666666666666666,0.995,1.0,0.9949748743718593,0.9933333333333333,0.2404036964837383,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.40049999999999997,0.2301470124061139,0.1933219818098758
FastFlow,inspection_binary,full_all,qcr_u_original_detector_aware,cashew,150,50,100,True,0.6666666666666666,0.941,0.9702323386585783,0.9215686274509803,0.8933333333333333,0.3301525652499749,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.3464999999999999,0.20037935106469218,0.11991573488899687
FastFlow,inspection_binary,full_all,candidate_quality_neutral,cashew,150,50,100,True,0.6666666666666666,0.93,0.9761860674275463,0.9637305699481865,0.9533333333333334,0.5119937942604488,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.3355,0.20633307983366023,0.16207767738620305
FastFlow,inspection_binary,full_all,detector_only,cashew,150,50,100,True,0.6666666666666666,0.8922,0.9483757652879192,0.8815165876777251,0.8333333333333334,0.2830768575984286,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.29769999999999996,0.17852277769403313,0.07986369511574165
FastFlow,inspection_binary,full_all,qcr_u_original_fixed,cashew,150,50,100,True,0.6666666666666666,0.885,0.9398318861096625,0.8778280542986425,0.82,0.27459779711682875,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.2905,0.1699788985157764,0.07617516173665906
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_detector_aware,cashew,150,50,100,True,0.6666666666666666,0.8012,0.8945030980144434,0.8490566037735849,0.7866666666666666,0.35498927208987674,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.2067,0.12465011042055729,0.047403711211601474
FastFlow,inspection_binary,full_all,qcr_u_no_q_detector_aware,cashew,150,50,100,True,0.6666666666666666,0.7504,0.8659785847186319,0.8173913043478261,0.72,0.24055307422541544,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.15589999999999993,0.09612559712474578,0.015738411785842676
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_fixed,cashew,150,50,100,True,0.6666666666666666,0.6944,0.8338327472361768,0.825531914893617,0.7266666666666667,0.27459779711682875,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.09989999999999999,0.06397975964229075,0.023879022331633526
FastFlow,inspection_binary,full_all,qcr_u_no_q_fixed,cashew,150,50,100,True,0.6666666666666666,0.6138,0.7879495075482029,0.8,0.68,0.16573583939752481,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.019299999999999984,0.018096519954316825,-0.0016528925619834212
FastFlow,inspection_binary,full_all,vlm_only,cashew,150,50,100,True,0.6666666666666666,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.1507582587201799,0.5945,0.7698529875938861,0.8016528925619835,0.68,0.0,0.0,0.0
FastFlow,inspection_binary,full_all,candidate_quality_original,chewinggum,150,50,100,True,0.6666666666666666,0.995,1.0,0.9949748743718593,0.9933333333333333,0.0456892863517778,0.8288,0.9058927181697194,0.8436018957345972,0.78,0.16620000000000001,0.09410728183028061,0.15137297863726207
FastFlow,inspection_binary,full_all,detector_only,chewinggum,150,50,100,True,0.6666666666666666,0.9898,0.9960090763761806,0.9847715736040609,0.98,0.413938724007642,0.8288,0.9058927181697194,0.8436018957345972,0.78,0.16100000000000003,0.09011635820646124,0.14116967786946366
FastFlow,inspection_binary,full_all,qcr_u_original_detector_aware,chewinggum,150,50,100,True,0.6666666666666666,0.9596,0.981999172777388,0.9381443298969072,0.92,0.37578752503539115,0.8288,0.9058927181697194,0.8436018957345972,0.78,0.13080000000000003,0.07610645460766863,0.09454243416231001
FastFlow,inspection_binary,full_all,qcr_u_no_q_detector_aware,chewinggum,150,50,100,True,0.6666666666666666,0.925,0.965765657715189,0.9081632653061225,0.88,0.386481063022207,0.8288,0.9058927181697194,0.8436018957345972,0.78,0.09620000000000006,0.05987293954546957,0.06456136957152525
FastFlow,inspection_binary,full_all,qcr_u_original_fixed,chewinggum,150,50,100,True,0.6666666666666666,0.9184,0.9631327145036082,0.9137055837563451,0.8866666666666667,0.3389511010452767,0.8288,0.9058927181697194,0.8436018957345972,0.78,0.08960000000000001,0.057239996333888765,0.07010368802174793
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_detector_aware,chewinggum,150,50,100,True,0.6666666666666666,0.8896,0.9519680007832715,0.89,0.8533333333333334,0.39733069301978285,0.8288,0.9058927181697194,0.8436018957345972,0.78,0.060799999999999965,0.04607528261355209,0.046398104265402806
FastFlow,inspection_binary,full_all,qcr_u_no_q_fixed,chewinggum,150,50,100,True,0.6666666666666666,0.849,0.9270339483712395,0.8516746411483254,0.7933333333333333,0.3292523661524403,0.8288,0.9058927181697194,0.8436018957345972,0.78,0.020199999999999996,0.021141230201520145,0.008072745413728155
FastFlow,inspection_binary,full_all,vlm_only,chewinggum,150,50,100,True,0.6666666666666666,0.8288,0.9058927181697194,0.8436018957345972,0.78,0.3312101482719503,0.8288,0.9058927181697194,0.8436018957345972,0.78,0.0,0.0,0.0
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_fixed,chewinggum,150,50,100,True,0.6666666666666666,0.8264,0.9168345270632997,0.8324873096446701,0.78,0.3996383302511017,0.8288,0.9058927181697194,0.8436018957345972,0.78,-0.0023999999999999577,0.010941808893580318,-0.011114586089927103
FastFlow,inspection_binary,full_all,candidate_quality_neutral,chewinggum,150,50,100,True,0.6666666666666666,0.53,0.8128052892637285,0.8,0.6666666666666666,0.0,0.8288,0.9058927181697194,0.8436018957345972,0.78,-0.29879999999999995,-0.09308742890599087,-0.04360189573459716
FastFlow,inspection_binary,full_all,candidate_quality_original,fryum,150,50,100,True,0.6666666666666666,0.995,1.0,0.9949748743718593,0.9933333333333333,0.0808090049078265,0.487,0.7123898617480776,0.8,0.6666666666666666,0.508,0.2876101382519224,0.19497487437185923
FastFlow,inspection_binary,full_all,detector_only,fryum,150,50,100,True,0.6666666666666666,0.9496,0.9762500544261796,0.9178743961352657,0.8866666666666667,0.3355346706669524,0.487,0.7123898617480776,0.8,0.6666666666666666,0.4626,0.263860192678102,0.11787439613526562
FastFlow,inspection_binary,full_all,qcr_u_original_detector_aware,fryum,150,50,100,True,0.6666666666666666,0.8616,0.936572733562566,0.8761904761904762,0.8266666666666667,0.34962687451128893,0.487,0.7123898617480776,0.8,0.6666666666666666,0.37460000000000004,0.22418287181448837,0.07619047619047614
FastFlow,inspection_binary,full_all,qcr_u_original_fixed,fryum,150,50,100,True,0.6666666666666666,0.7662,0.8874433043018528,0.8186046511627907,0.74,0.33225006306764776,0.487,0.7123898617480776,0.8,0.6666666666666666,0.2792,0.1750534425537752,0.018604651162790642
FastFlow,inspection_binary,full_all,qcr_u_no_q_detector_aware,fryum,150,50,100,True,0.6666666666666666,0.6954,0.8493831020716407,0.8,0.6666666666666666,0.09493938819328018,0.487,0.7123898617480776,0.8,0.6666666666666666,0.20840000000000003,0.13699324032356308,0.0
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_detector_aware,fryum,150,50,100,True,0.6666666666666666,0.652,0.8285467441804196,0.8,0.6666666666666666,0.134708007682772,0.487,0.7123898617480776,0.8,0.6666666666666666,0.16500000000000004,0.11615688243234201,0.0
FastFlow,inspection_binary,full_all,qcr_u_no_q_fixed,fryum,150,50,100,True,0.6666666666666666,0.5518,0.7686012708518593,0.8,0.6666666666666666,0.031113784804305124,0.487,0.7123898617480776,0.8,0.6666666666666666,0.06479999999999997,0.05621140910378164,0.0
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_fixed,fryum,150,50,100,True,0.6666666666666666,0.5284,0.757871904789546,0.8,0.6666666666666666,0.08800910078288128,0.487,0.7123898617480776,0.8,0.6666666666666666,0.04139999999999999,0.04548204304146841,0.0
FastFlow,inspection_binary,full_all,candidate_quality_neutral,fryum,150,50,100,True,0.6666666666666666,0.51,0.8030489595473759,0.8,0.6666666666666666,0.0,0.487,0.7123898617480776,0.8,0.6666666666666666,0.02300000000000002,0.09065909779929826,0.0
FastFlow,inspection_binary,full_all,vlm_only,fryum,150,50,100,True,0.6666666666666666,0.487,0.7123898617480776,0.8,0.6666666666666666,0.0,0.487,0.7123898617480776,0.8,0.6666666666666666,0.0,0.0,0.0
FastFlow,inspection_binary,full_all,candidate_quality_original,macaroni1,200,100,100,True,0.5,0.995,1.0,0.9949748743718593,0.995,0.3336951253026469,0.5219,0.570552941264472,0.6735395189003437,0.525,0.47309999999999997,0.429447058735528,0.3214353554715156
FastFlow,inspection_binary,full_all,detector_only,macaroni1,200,100,100,True,0.5,0.8792,0.8810759022531788,0.8230088495575221,0.8,0.3495813019883397,0.5219,0.570552941264472,0.6735395189003437,0.525,0.35729999999999995,0.3105229609887068,0.14946933065717838
FastFlow,inspection_binary,full_all,qcr_u_original_detector_aware,macaroni1,200,100,100,True,0.5,0.8363,0.8540015349247002,0.776595744680851,0.79,0.4209796629517877,0.5219,0.570552941264472,0.6735395189003437,0.525,0.3144,0.28344859366022823,0.10305622578050733
FastFlow,inspection_binary,full_all,candidate_quality_neutral,macaroni1,200,100,100,True,0.5,0.8,0.8949167734395538,0.8888888888888888,0.9,0.5034042168649829,0.5219,0.570552941264472,0.6735395189003437,0.525,0.2781,0.3243638321750818,0.21534936998854515
FastFlow,inspection_binary,full_all,qcr_u_original_fixed,macaroni1,200,100,100,True,0.5,0.7681,0.7934913076789419,0.7153284671532847,0.61,0.2282666359203565,0.5219,0.570552941264472,0.6735395189003437,0.525,0.24619999999999997,0.22293836641446996,0.041788948252940994
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_detector_aware,macaroni1,200,100,100,True,0.5,0.6742,0.7089299406432932,0.6875,0.55,0.24317479343648798,0.5219,0.570552941264472,0.6735395189003437,0.525,0.1523,0.1383769993788212,0.013960481099656308
FastFlow,inspection_binary,full_all,qcr_u_no_q_detector_aware,macaroni1,200,100,100,True,0.5,0.6486,0.6740954351699356,0.6877192982456141,0.555,0.19662536677781933,0.5219,0.570552941264472,0.6735395189003437,0.525,0.12669999999999992,0.10354249390546366,0.014179779345270371
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_fixed,macaroni1,200,100,100,True,0.5,0.5934,0.6424436249538462,0.6805555555555556,0.54,0.2282666359203565,0.5219,0.570552941264472,0.6735395189003437,0.525,0.07150000000000001,0.07189068368937424,0.007016036655211888
FastFlow,inspection_binary,full_all,qcr_u_no_q_fixed,macaroni1,200,100,100,True,0.5,0.5543,0.6107443146413154,0.6756756756756757,0.52,0.10631761059935219,0.5219,0.570552941264472,0.6735395189003437,0.525,0.032399999999999984,0.04019137337684342,0.0021361567753319655
FastFlow,inspection_binary,full_all,vlm_only,macaroni1,200,100,100,True,0.5,0.5219,0.570552941264472,0.6735395189003437,0.525,0.1446123220861868,0.5219,0.570552941264472,0.6735395189003437,0.525,0.0,0.0,0.0
FastFlow,inspection_binary,full_all,candidate_quality_original,macaroni2,200,100,100,True,0.5,0.995,1.0,0.9949748743718593,0.995,0.1031957210021118,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.6011,0.5479333296459796,0.32830820770519265
FastFlow,inspection_binary,full_all,detector_only,macaroni2,200,100,100,True,0.5,0.7208,0.7528116034031653,0.7121212121212122,0.62,0.1957820926844771,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.3269,0.3007449330491449,0.045454545454545525
FastFlow,inspection_binary,full_all,qcr_u_original_detector_aware,macaroni2,200,100,100,True,0.5,0.7152,0.7573936379644195,0.6970954356846473,0.635,0.4104649828375665,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.3213,0.30532696761039907,0.03042876901798064
FastFlow,inspection_binary,full_all,qcr_u_original_fixed,macaroni2,200,100,100,True,0.5,0.6499,0.6966112867271848,0.6666666666666666,0.5,0.09229220409359654,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.25600000000000006,0.24454461637316433,0.0
FastFlow,inspection_binary,full_all,candidate_quality_neutral,macaroni2,200,100,100,True,0.5,0.57,0.7586118547181461,0.7261146496815286,0.785,0.5055823076064639,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.17609999999999998,0.30654518436412564,0.05944798301486198
FastFlow,inspection_binary,full_all,qcr_u_no_q_detector_aware,macaroni2,200,100,100,True,0.5,0.4983,0.5564754682569383,0.6666666666666666,0.5,0.07132258396572949,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.10440000000000005,0.10440879790291785,0.0
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_detector_aware,macaroni2,200,100,100,True,0.5,0.4865,0.5595527107901933,0.6666666666666666,0.5,0.1325723031512321,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.09260000000000002,0.10748604043617288,0.0
FastFlow,inspection_binary,full_all,qcr_u_no_q_fixed,macaroni2,200,100,100,True,0.5,0.4354,0.5034037238838679,0.6666666666666666,0.5,0.02396058259372345,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.04150000000000004,0.051337053529847465,0.0
FastFlow,inspection_binary,full_all,qcr_u_neutral_q_fixed,macaroni2,200,100,100,True,0.5,0.4314,0.5040527067257332,0.6666666666666666,0.5,0.09229220409359654,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.03750000000000003,0.051986036371712785,0.0
FastFlow,inspection_binary,full_all,vlm_only,macaroni2,200,100,100,True,0.5,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.0,0.3939,0.45206667035402043,0.6666666666666666,0.5,0.0,0.0,0.0
FastFlow,inspection_binary,full_all,candidate_quality_original,pcb1,200,100,100,True,0.5,0.995,1.0,0.9949748743718593,0.995,0.2275591027229197,0.3715,0.40978106055763486,0.6688963210702341,0.505,0.6234999999999999,0.5902189394423651,0.32607855330162516
