backbone,strategy,eval_mode,category,num_images,num_normal,num_anomaly,candidate_rate_all,candidate_rate_normal,candidate_rate_anomaly,q_mean_normal,q_mean_anomaly,d_mean_normal,d_mean_anomaly,m_mean_normal,m_mean_anomaly,k_mean_normal,k_mean_anomaly,corr_q_y,corr_d_y,corr_m_y,corr_k_y,corr_q_d,corr_q_m,corr_d_m,candidate_rate_gap_anomaly_minus_normal,q_gap_anomaly_minus_normal,d_gap_anomaly_minus_normal,m_gap_anomaly_minus_normal
FastFlow,inspection_binary,full_all,macaroni2,200,100,100,0.5,0.0,1.0,0.0,0.5090390544257102,0.3523915585290245,0.5733209515313594,0.6216504005500113,0.5533507951216616,0.3277940622325869,0.40449522159925755,0.9185586535436917,0.38258064784826373,-0.1837728878585136,0.23400298915820153,0.43612180520900323,-0.1145816579274906,0.0029659020781065866,1.0,0.5090390544257102,0.22092939300233494,-0.06829960542834967
FastFlow,inspection_binary,full_all,pcb1,200,100,100,0.5,0.0,1.0,0.0,0.5450832305341514,0.28236523845878175,0.6286906579765122,0.4830336432872464,0.39630515703951485,0.27163475313091895,0.36005181805542574,0.9185586535436917,0.681860074920433,-0.22257131093137597,0.3739544438138839,0.6847011852278526,-0.1813462291207873,-0.10666186728070826,1.0,0.5450832305341514,0.3463254195177305,-0.08672848624773155
FastFlow,inspection_binary,full_all,pcb2,200,100,100,0.5,0.0,1.0,0.0,0.611059203480519,0.20090343270250657,0.5991427104118334,0.4570589280027453,0.49388305039073244,0.23882111564834893,0.3777800415976555,0.9185586535436917,0.6541007181894954,0.11085267892183717,0.4278218972766527,0.6933554320036772,0.10452940575366426,0.051597843458709935,1.0,0.611059203480519,0.3982392777093269,0.03682412238798716
FastFlow,inspection_binary,full_all,pcb3,201,101,100,0.4975124378109453,0.0,1.0,0.0,0.9214577814226123,0.31185017541256976,0.6690455148018936,0.4350984396393662,0.49052083213937514,0.292961885605605,0.40894378426621947,0.9195469385724475,0.6703415859457176,0.1354772413841003,0.40557427325746487,0.7550077337150464,0.1493438229473321,0.20072891794056144,1.0,0.9214577814226123,0.3571953393893238,0.055422392500008966
FastFlow,inspection_binary,full_all,pcb4,201,101,100,0.4975124378109453,0.0,1.0,0.0,0.6504344018699073,0.27342980253482935,0.705396646659507,0.2519148804877436,0.42829163810118087,0.2189569177732366,0.39187291173916994,0.9195469385724475,0.7593921791882546,0.5228737488415166,0.5772359424036476,0.7589369615472724,0.4613989947592061,0.4149513115834889,1.0,0.6504344018699073,0.4319668441246776,0.1763767576134373
FastFlow,inspection_binary,full_all,pipe_fryum,150,50,100,0.6666666666666666,0.0,1.0,0.0,0.5018185303531094,0.24121149012885174,0.7999975171391169,0.48873623704164865,0.5519607206039983,0.2623125427838869,0.4664729728848076,0.8247136907774267,0.7747430425840988,0.21000758750174384,0.5535969841608955,0.6409720301429838,0.17441775885075264,0.15237426277932833,1.0,0.5018185303531094,0.5587860270102651,0.06322448356234961
PatchCore,category_binary,crop_or_full,candle,200,100,100,0.5,0.0,1.0,0.0,0.3637794928904159,0.16972542366129692,0.6752964769378913,0.7651765880376264,0.520166932157903,0.18921179781007758,0.4249069417139574,0.9185586535436917,0.8386278693775345,-0.6734297719075408,0.7583013223794273,0.7620494104248603,-0.6775533660203605,-0.5385254353836056,1.0,0.3637794928904159,0.5055710532765944,-0.24500965587972345
PatchCore,category_binary,crop_or_full,capsules,160,60,100,0.625,0.0,1.0,0.0,0.39248269665616164,0.26165296449178377,0.5101560169064094,0.24196775479077495,0.6879343029534967,0.22404916010315012,0.39750050609116555,0.8541547564722065,0.334815924085099,0.8321130484938037,0.4684653910902301,0.3757510415345977,0.7212516061192963,0.3024076651607766,1.0,0.39248269665616164,0.24850305241462567,0.44596654816272174
PatchCore,category_binary,crop_or_full,cashew,150,50,100,0.6666666666666666,0.0,1.0,0.0,0.23708927791903672,0.08915268649920229,0.5463636794318509,0.3013749346589983,0.7137995124761248,0.1476312101875177,0.45443353759644767,0.8247136907774267,0.7613708292467473,0.752173365500025,0.6943641229062323,0.6175253114696205,0.6147546260149716,0.6153790818281076,1.0,0.23708927791903672,0.45721099293264866,0.41242457781712655
PatchCore,category_binary,crop_or_full,chewinggum,150,50,100,0.6666666666666666,0.0,1.0,0.0,0.5655614171782389,0.09041247457129606,0.8122581431428934,0.4458421295685472,0.5568192043805268,0.1701662055145701,0.49510773689576715,0.8247136907774267,0.810844178583233,0.29263887776292763,0.7201659882447048,0.7845878543143595,0.562878588378021,0.5014076833064754,1.0,0.5655614171782389,0.7218456685715973,0.1109770748119796
PatchCore,category_binary,crop_or_full,fryum,150,50,100,0.6666666666666666,0.0,1.0,0.0,0.4409628286925302,0.11642916825293613,0.6120549484658457,0.09296193944503565,0.7097911372888848,0.09619982400169448,0.5130599125821383,0.8247136907774267,0.7426885895303749,0.8165147259010258,0.810309213984178,0.6944930794629317,0.7226531566048888,0.7777714435304413,1.0,0.4409628286925302,0.4956257802129096,0.6168291978438492
PatchCore,category_binary,crop_or_full,macaroni1,200,100,100,0.5,0.0,1.0,0.0,0.5022804475794654,0.22987863282018567,0.5009511149366567,0.3153760064322071,0.41308549181848053,0.22218091006217652,0.3198629997339909,0.9185586535436917,0.6341141050888979,0.22828715004478875,0.4669667348412371,0.5871669067240739,0.1900662503824575,0.03927862926086744,1.0,0.5022804475794654,0.271072482116471,0.09770948538627344
PatchCore,category_binary,crop_or_full,macaroni2,200,100,100,0.5,0.0,1.0,0.0,0.5065795622255209,0.39566255003016393,0.591943477232896,0.5394716565767765,0.5481499589082702,0.34469639636793376,0.41609970679089914,0.9185586535436917,0.3671385183695578,0.01662789560265533,0.25218974997360577,0.3541386776248346,0.020900087819392062,-0.004331934073057829,1.0,0.5065795622255209,0.19628092720273205,0.008678302331493692
PatchCore,category_binary,crop_or_full,pcb1,200,100,100,0.5,0.0,1.0,0.0,0.3389826179447873,0.16076739760498618,0.5706769672995944,0.3965264298969704,0.580159288901223,0.20878540985167152,0.38905506917463,0.9185586535436917,0.7687914590855729,0.4629829681864342,0.6133268575937761,0.7654528994125886,0.41554131544578127,0.22526626050845827,1.0,0.3389826179447873,0.40990956969460823,0.18363285900425264
PatchCore,category_binary,crop_or_full,pcb2,200,100,100,0.5,0.0,1.0,0.0,0.20431916525321575,0.13593610100907882,0.5154120707263983,0.32623162887315166,0.5428870028038684,0.17616481191596312,0.3533602284396242,0.9185586535436917,0.7456978385403974,0.6521252806666386,0.6526449024042216,0.7447809093967025,0.5338915782126777,0.40784354033049103,1.0,0.20431916525321575,0.37947596971731945,0.2166553739307167
PatchCore,category_binary,crop_or_full,pcb3,201,101,100,0.4975124378109453,0.0,1.0,0.0,0.39000184184498876,0.16415086993443806,0.5503209161894507,0.2770319322282634,0.48150129171464534,0.1876812023081571,0.3558756107595743,0.9195469385724475,0.7503242719001549,0.5081254002798598,0.6504622488226487,0.7435380614051884,0.4465582702531677,0.4533375126297579,1.0,0.39000184184498876,0.3861700462550126,0.20446935948638195
PatchCore,category_binary,crop_or_full,pcb4,201,101,100,0.4975124378109453,0.0,1.0,0.0,0.2945756603387778,0.11432736849386477,0.6945928511140579,0.1989711341732141,0.5303301352648004,0.13554607389631537,0.4514432407575088,0.9195469385724475,0.8502176951864261,0.7929705875444047,0.8308699170961595,0.7896344946192468,0.7044076467136737,0.7211699859205281,1.0,0.2945756603387778,0.5802654826201932,0.33135900109158634
PatchCore,category_binary,crop_or_full,pipe_fryum,150,50,100,0.6666666666666666,0.0,1.0,0.0,0.4426292819424904,0.13202675585164875,0.6564546417085683,0.2470787229900715,0.7646656900914889,0.1588436506737412,0.5512786276838098,0.8247136907774267,0.8070180191327054,0.8135752728877821,0.8086761845323759,0.7570214348528294,0.6718110120257377,0.7039982860288678,1.0,0.4426292819424904,0.5244278858569196,0.5175869671014174
PatchCore,category_binary,crop_topk_ensemble,candle,200,100,100,0.5,0.0,1.0,0.0,0.3637794928904159,0.16972542366129692,0.6752964769378913,0.7651765880376264,0.5273751281995379,0.18921179781007758,0.4261183502668465,0.9185586535436917,0.8386278693775345,-0.668926383515155,0.7596869803463152,0.7620494104248603,-0.6784195826550897,-0.5443649536922075,1.0,0.3637794928904159,0.5055710532765944,-0.23780145983808854
PatchCore,category_binary,crop_topk_ensemble,capsules,160,60,100,0.625,0.0,1.0,0.0,0.39248269665616164,0.26165296449178377,0.5101560169064094,0.2305669231143458,0.6841617913808565,0.21852092468828238,0.3855832127802929,0.8541547564722065,0.334815924085099,0.8349081880587813,0.4771303237416604,0.3757510415345977,0.6967889616278912,0.2517491148504791,1.0,0.39248269665616164,0.24850305241462567,0.45359486826651074
