dataset,category,image_AUROC,image_F1Score,pixel_AUROC,pixel_F1Score
MVTec AD 2,can,0.39012348651885986,0.6440678238868713,0.7118551135063171,0.00021628549438901246
MVTec AD 2,fabric,0.7582491636276245,0.7789473533630371,0.7871216535568237,0.07652483880519867
MVTec AD 2,fruit_jelly,0.7899999618530273,0.8787878751754761,0.9475947022438049,0.496270090341568
MVTec AD 2,rice,0.5629629492759705,0.8108108043670654,0.7636728286743164,0.05524412915110588
MVTec AD 2,sheet_metal,0.8314815163612366,0.8999999761581421,0.859477162361145,0.3764839768409729
MVTec AD 2,vial,0.7987421751022339,0.8598130941390991,0.9483762979507446,0.33661702275276184
MVTec AD 2,wallplugs,0.4625926613807678,0.7457627058029175,0.8674933910369873,0.03907477483153343
MVTec AD 2,walnuts,0.7822222709655762,0.6470588445663452,0.9193103313446045,0.3918117880821228
